LIFNR,KTOKK,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,LOEVM,SPERM,ERDAT
0000000520,ZCMP,Maersk Industrial Container Shippin,Machining Plant 2,MAERSKIND,40 Industrial Tooling Way,Chennai,600001,IN,EN,+76-294-7262798,sales@maersk.industrial.contain.com,06AAACTN8684R1Z6,,,2019-11-08
0000000521,ZCMP,Schaeffler Technologies AG & Co 521,,SCHAEFFLER,418 Die & Mold Drive,Coimbatore,641001,IN,EN,+63-205-7974146,sales@schaeffler.technologies.a.com,27AAACTH8744P1Z7,,,2024-01-10
0000000522,ZSUB,Lasertech CNC Laser Cutting & Bendi,Automotive Parts Wing,LASERTECH,156 Gewerbepark West,Akron,44301,US,EN,+3-208-8485400,sales@lasertech.cnc.laser.cutti.com,70-4163987,,,2021-08-14
0000000523,ZMRO,3M Industrial Safety & PPE Systems ,,3MINDUSTR,129 Peenya Industrial Area,Mannheim,68161,DE,DE,+57-461-5692436,sales@3m.industrial.safety.and..com,DE257110513,,,2022-05-19
0000000524,ZCMP,Bosch Rexroth Industrial Hydraulics,Foundry & Casting Works,BOSCHREXR,294 Assembly Boulevard,Jamshedpur,831001,IN,EN,+76-855-2468438,sales@bosch.rexroth.industrial..com,27AAACTW5491K1Z4,,,2022-03-01
0000000525,ZCMP,Danfoss Power Solutions Hydraulics ,Foundry & Casting Works,DANFOSSPO,49 Zona Industrial Norte,Ahmedabad,380001,IN,EN,+98-319-2855534,sales@danfoss.power.solutions.h.com,29AAACTO5251D1Z7,,,2020-08-29
0000000526,ZCMP,Gates Industrial Power Transmission,Job-Work Division,GATESINDU,438 Zona Industrial Norte,Munich,80331,DE,DE,+58-551-3571358,sales@gates.industrial.power.tr.com,DE456887622,,,2016-06-24
0000000527,ZMET,Jindal Stainless Structural Product,,JINDALSTA,157 Die & Mold Drive,Stuttgart,70173,DE,DE,+9-439-4393712,sales@jindal.stainless.structur.com,DE507038958,,,2021-11-23
0000000528,ZMRO,Walter Industrial Milling Tools 528,Automotive Parts Wing,WALTERIND,114 Industrial Tooling Way,Munich,80331,DE,DE,+48-183-7761292,sales@walter.industrial.milling.com,DE110806986,,,2016-12-28
0000000529,ZCMP,THK Precision Linear Guides 529,Machining Plant 2,THKPRECIS,380 Engineering Way,Coimbatore,641001,IN,EN,+29-140-1906854,sales@thk.precision.linear.guid.com,24AAACTQ2808L1Z8,,,2020-07-03
0000000530,ZMET,Ramkrishna Forgings Industrial Div ,Foundry & Casting Works,RAMKRISHNA,114 Industrial Tooling Way,Mannheim,68161,DE,DE,+59-586-2433437,sales@ramkrishna.forgings.indus.com,DE561839495,,,2022-02-18
0000000531,ZELE,Banner Engineering Safety Sensors 5,,BANNERENG,315 Industriestraße,Faridabad,121001,IN,EN,+15-403-2762825,sales@banner.engineering.safety.com,24AAACTA8719F1Z4,,,2019-04-12
0000000532,ZSUB,Hardchrome Industrial Plating Works,,HARDCHROME,380 Parque Industrial Monterrey,Indianapolis,46201,US,EN,+67-927-8665969,sales@hardchrome.industrial.pla.com,46-4551407,,,2018-08-06
0000000533,ZCMP,Trelleborg Industrial Engineered Se,Tooling Engineering Unit,TRELLEBORG,39 Parque Industrial Monterrey,Jamshedpur,831001,IN,EN,+35-899-1352359,sales@trelleborg.industrial.eng.com,06AAACTV7659X1Z1,,,2017-03-04
0000000534,ZCMP,Hydac Technology Hydraulic Filters ,,HYDACTECH,6 Automotive Corridor Phase 2,Stockholm,111 20,SE,JA,+81-711-2303510,sales@hydac.technology.hydrauli.com,SE11920005,,,2023-07-26
0000000535,ZCMP,Kuehne + Nagel Heavy Project Cargo ,,KUEHNE+N,180 Assembly Boulevard,Essen,45127,DE,DE,+95-575-2398463,sales@kuehne.+.nagel.heavy.proj.com,DE310586000,,,2018-12-24
0000000536,ZMRO,Saint-Gobain Abrasives & Ceramics 5,Tooling Engineering Unit,SAINTGOBA,140 Peenya Industrial Area,Nuremberg,90402,DE,DE,+14-956-2050986,sales@saintgobain.abrasives.and.com,DE225328324,,,2021-10-04
0000000537,ZCMP,VRL Industrial Logistics Fleet 537,Surface Coating Div,VRLINDUST,292 GIDC Vatva Industrial Park,Milwaukee,53201,US,EN,+85-871-7329355,sales@vrl.industrial.logistics..com,87-6415258,,,2020-01-27
0000000538,ZELE,Schneider Electric Industrial Contr,Foundry & Casting Works,SCHNEIDER,359 Manufacturing Parkway,Hanover,30159,DE,DE,+50-496-5648981,sales@schneider.electric.indust.com,DE770492674,,,2021-10-30
0000000539,ZSUB,PPG Industrial Coatings & E-Coat 53,,PPGINDUST,290 Siemensstraße,Düsseldorf,40213,DE,DE,+26-474-2376117,sales@ppg.industrial.coatings.a.com,DE933222537,,,2016-08-27
0000000540,ZMRO,Dormer Pramet Indexable Inserts 540,,DORMERPRA,200 Gewerbepark West,Jamshedpur,831001,IN,EN,+89-328-3130285,sales@dormer.pramet.indexable.i.com,27AAACTI7941X1Z5,,,2020-01-10
0000000541,ZMET,SSAB Swedish Steel Heavy Plate 541,Job-Work Division,SSABSWEDI,147 Siemensstraße,Monterrey,64000,MX,ES,+94-318-3718938,sales@ssab.swedish.steel.heavy..com,DEG873216G19,,,2017-08-17
0000000542,ZMRO,Castrol Industrial Metalworking Flu,Surface Coating Div,CASTROLIN,45 Daimlerstraße,Cincinnati,45202,US,EN,+66-384-9554018,sales@castrol.industrial.metalw.com,10-4133512,,,2022-03-15
0000000543,ZCMP,SKF Industrial Bearings & Seals 543,,SKFINDUST,132 Industriestraße,Guadalajara,44100,MX,ES,+82-864-2307225,sales@skf.industrial.bearings.a.com,MEN180129Y24,,,2023-06-23
0000000544,ZMET,ArcelorMittal Precision Tubing Euro,Surface Coating Div,ARCELORMIT,333 Siemensstraße,Gurugram,122001,IN,EN,+37-397-1442873,sales@arcelormittal.precision.t.com,06AAACTW1961L1Z2,,,2017-09-29
0000000545,ZCMP,Parker Hannifin Fluid Connectors 54,Tooling Engineering Unit,PARKERHAN,179 Siemensstraße,Hanover,30159,DE,DE,+73-543-6004469,sales@parker.hannifin.fluid.con.com,DE170957286,,,2021-08-12
0000000546,ZSUB,Aalberts Surface Technologies Plati,,AALBERTSS,310 Die & Mold Drive,Hanover,30159,DE,DE,+51-139-2542329,sales@aalberts.surface.technolo.com,DE661052020,,,2017-09-24
0000000547,ZELE,ABB Motion & Industrial Drives 547,,ABBMOTION,211 Assembly Boulevard,Stuttgart,70173,DE,DE,+51-219-4023007,sales@abb.motion.and.industrial.com,DE357735745,,,2022-08-04
0000000548,ZCMP,Würth Industry Assembly Components ,Automotive Parts Wing,WÜRTHINDU,239 Peenya Industrial Area,Bengaluru,560001,IN,EN,+64-621-5183803,sales@würth.industry.assembly.c.com,24AAACTN7264S1Z1,,,2021-05-15
0000000549,ZCMP,SKF Industrial Bearings & Seals 549,,SKFINDUST,28 Assembly Boulevard,Osaka,530-0001,JP,JA,+30-575-7330092,sales@skf.industrial.bearings.a.com,JP47241024,,,2019-01-16
0000000550,ZELE,Banner Engineering Safety Sensors 5,,BANNERENG,340 MIDC Industrial Area Bhosari,Faridabad,121001,IN,EN,+72-516-1761940,sales@banner.engineering.safety.com,33AAACTE7741E1Z4,,,2020-08-22
0000000551,ZMRO,Dormer Pramet Indexable Inserts 551,,DORMERPRA,121 Foundry Lane,Indianapolis,46201,US,EN,+82-879-7510849,sales@dormer.pramet.indexable.i.com,32-4329383,,,2017-06-11
0000000552,ZCMP,Freudenberg Sealing Technologies 55,,FREUDENBER,1 Automotive Corridor Phase 2,Essen,45127,DE,DE,+7-773-8013936,sales@freudenberg.sealing.techn.com,DE192468086,,,2017-12-10
0000000553,ZCMP,Kuehne + Nagel Heavy Project Cargo ,,KUEHNE+N,369 Daimlerstraße,Ahmedabad,380001,IN,EN,+87-958-4509449,sales@kuehne.+.nagel.heavy.proj.com,33AAACTF7176Q1Z9,,,2020-06-14
0000000554,ZMRO,Dormer Pramet Indexable Inserts 554,,DORMERPRA,313 Sanand Industrial Zone,Stuttgart,70173,DE,DE,+60-963-8375189,sales@dormer.pramet.indexable.i.com,DE957368260,,,2023-05-16
0000000555,ZCMP,DHL Global Forwarding Heavy Cargo 5,,DHLGLOBAL,393 GIDC Vatva Industrial Park,Jamshedpur,831001,IN,EN,+31-318-2403679,sales@dhl.global.forwarding.hea.com,24AAACTA2821R1Z6,,,2017-12-12
0000000556,ZCMP,SMC Pneumatics & Automation 556,,SMCPNEUMA,176 Automotive Corridor Phase 2,Frankfurt,60311,DE,DE,+62-598-7358663,sales@smc.pneumatics.and.automa.com,DE271762474,,,2017-03-03
0000000557,ZSUB,Oerlikon Balzers Surface Hardening ,,OERLIKONB,287 Industrial Tooling Way,Monterrey,64000,MX,ES,+72-807-4601020,sales@oerlikon.balzers.surface..com,KDD869433E36,,,2018-09-26
0000000558,ZMET,Tata Steel Heavy Tubular Products 5,,TATASTEEL,365 Die & Mold Drive,Milwaukee,53201,US,EN,+74-973-2340774,sales@tata.steel.heavy.tubular..com,43-9032133,,,2016-05-07
0000000559,ZSUB,Henkel Surface Technologies Bonderi,,HENKELSUR,275 Gewerbepark West,Nuremberg,90402,DE,DE,+40-903-8261287,sales@henkel.surface.technologi.com,DE981216816,,,2024-02-02
0000000560,ZCMP,THK Precision Linear Guides 560,Tooling Engineering Unit,THKPRECIS,170 Gewerbepark West,Sandviken,811 30,SE,JA,+83-922-8652473,sales@thk.precision.linear.guid.com,SE42788860,,,2021-06-07
0000000561,ZCMP,DHL Global Forwarding Heavy Cargo 5,Tooling Engineering Unit,DHLGLOBAL,111 GIDC Vatva Industrial Park,Gurugram,122001,IN,EN,+56-608-1015213,sales@dhl.global.forwarding.hea.com,06AAACTG7330F1Z4,,,2022-01-12
0000000562,ZCMP,Parker Hannifin Fluid Connectors 56,,PARKERHAN,235 Ambattur Industrial Estate,Chicago,60601,US,EN,+82-633-5826743,sales@parker.hannifin.fluid.con.com,18-8249336,,,2021-10-21
0000000563,ZCMP,Würth Industry Assembly Components ,,WÜRTHINDU,363 Foundry Lane,Faridabad,121001,IN,EN,+23-414-5347244,sales@würth.industry.assembly.c.com,33AAACTV1329Z1Z3,,,2019-05-26
0000000564,ZELE,ABB Motion & Industrial Drives 564,,ABBMOTION,61 Automotive Corridor Phase 2,Monterrey,64000,MX,ES,+68-214-6546554,sales@abb.motion.and.industrial.com,CAA717619A85,,,2023-01-11
0000000565,ZCMP,SKF Industrial Bearings & Seals 565,,SKFINDUST,418 Peenya Industrial Area,Pune,411001,IN,EN,+55-464-2270621,sales@skf.industrial.bearings.a.com,24AAACTE9033G1Z2,,,2023-07-22
0000000566,ZSUB,PPG Industrial Coatings & E-Coat 56,,PPGINDUST,295 Ambattur Industrial Estate,Manchester,M1 1AD,GB,EN,+98-356-5629866,sales@ppg.industrial.coatings.a.com,GB884871984,,,2016-10-19
0000000567,ZSUB,Oerlikon Balzers Surface Hardening ,,OERLIKONB,232 Engineering Way,Chicago,60601,US,EN,+43-299-8648409,sales@oerlikon.balzers.surface..com,24-3487352,,,2021-09-25
0000000568,ZMET,Jindal Stainless Structural Product,,JINDALSTA,191 Zona Industrial Norte,Yokohama,220-0001,JP,JA,+11-678-6210021,sales@jindal.stainless.structur.com,JP31054391,,,2016-05-15
0000000569,ZCMP,Gates Industrial Power Transmission,,GATESINDU,110 Daimlerstraße,Nashik,422001,IN,EN,+35-966-6033200,sales@gates.industrial.power.tr.com,27AAACTI4684O1Z1,,,2019-12-15
0000000570,ZMET,Bharat Forge Precision Machining 57,,BHARATFOR,240 Automotive Corridor Phase 2,Cologne,50667,DE,DE,+98-638-8045532,sales@bharat.forge.precision.ma.com,DE759771938,,,2017-04-28
0000000571,ZMET,Kalyani Forgings & Metallurgy 571,Machining Plant 2,KALYANIFO,125 Ambattur Industrial Estate,Pune,411001,IN,EN,+36-243-8776580,sales@kalyani.forgings.and.meta.com,06AAACTY1249X1Z2,,,2016-02-15
0000000572,ZSUB,Anodize Engineering Job-Work Servic,,ANODIZEEN,217 Gewerbepark West,Indianapolis,46201,US,EN,+12-848-5701824,sales@anodize.engineering.jobwo.com,82-5654147,,,2020-11-26
0000000573,ZCMP,Freudenberg Sealing Technologies 57,,FREUDENBER,61 Gewerbepark West,Chennai,600001,IN,EN,+54-762-4050728,sales@freudenberg.sealing.techn.com,29AAACTL1293Q1Z4,,,2016-05-26
0000000574,ZCMP,Blue Dart Express Industrial Cargo ,Machining Plant 2,BLUEDART,272 Industriestraße,Cologne,50667,DE,DE,+59-267-8779262,sales@blue.dart.express.industr.com,DE159795375,,,2020-11-17
0000000575,ZSUB,Anodize Engineering Job-Work Servic,Machining Plant 2,ANODIZEEN,269 Parque Industrial Monterrey,Cincinnati,45202,US,EN,+50-772-2921684,sales@anodize.engineering.jobwo.com,48-9463104,,,2016-08-29
0000000576,ZSUB,Supercut Wire EDM Machining Jobwork,,SUPERCUTW,347 GIDC Vatva Industrial Park,Manchester,M1 1AD,GB,EN,+93-108-7776351,sales@supercut.wire.edm.machini.com,GB977943283,,,2020-05-23
0000000577,ZCMP,MinebeaMitsumi Precision Components,,MINEBEAMIT,405 Engineering Way,Nashik,422001,IN,EN,+41-470-2085018,sales@minebeamitsumi.precision..com,33AAACTN9374D1Z9,,,2023-09-29
0000000578,ZMRO,Dormer Pramet Indexable Inserts 578,,DORMERPRA,175 Sanand Industrial Zone,Stuttgart,70173,DE,DE,+75-717-4231580,sales@dormer.pramet.indexable.i.com,DE441803858,,,2021-11-23
0000000579,ZCMP,Maersk Industrial Container Shippin,,MAERSKIND,108 Foundry Lane,Faridabad,121001,IN,EN,+72-426-8389756,sales@maersk.industrial.contain.com,06AAACTN4343M1Z2,,,2021-07-15
0000000580,ZMET,ArcelorMittal Precision Tubing Euro,Machining Plant 2,ARCELORMIT,30 MIDC Industrial Area Bhosari,Cologne,50667,DE,DE,+60-484-8297789,sales@arcelormittal.precision.t.com,DE968054925,,,2019-04-20
0000000581,ZSUB,Hardchrome Industrial Plating Works,Foundry & Casting Works,HARDCHROME,254 Peenya Industrial Area,Chennai,600001,IN,EN,+63-284-7954457,sales@hardchrome.industrial.pla.com,24AAACTI9987S1Z1,,,2016-02-01
0000000582,ZSUB,Aalberts Surface Technologies Plati,,AALBERTSS,115 Daimlerstraße,Faridabad,121001,IN,EN,+92-878-2908426,sales@aalberts.surface.technolo.com,27AAACTM8611Z1Z5,,,2022-04-15
0000000583,ZELE,Lapp Group Industrial Cable Systems,,LAPPGROUP,120 Engineering Way,Hanover,30159,DE,DE,+41-851-7725523,sales@lapp.group.industrial.cab.com,DE370441054,,,2018-10-27
0000000584,ZELE,Sick AG Industrial LiDAR & Vision 5,Tooling Engineering Unit,SICKAGIN,345 Zona Industrial Norte,Milwaukee,53201,US,EN,+37-943-4505007,sales@sick.ag.industrial.lidar..com,57-4638906,,,2016-05-20
0000000585,ZCMP,Eaton Hydraulics & Hose Assemblies ,,EATONHYDR,137 Peenya Industrial Area,Bengaluru,560001,IN,EN,+20-970-3647054,sales@eaton.hydraulics.and.hose.com,29AAACTG3975Z1Z6,,,2024-01-12
0000000586,ZCMP,Würth Industry Assembly Components ,,WÜRTHINDU,160 Assembly Boulevard,Coimbatore,641001,IN,EN,+40-271-7493677,sales@würth.industry.assembly.c.com,33AAACTM9884Z1Z8,,,2023-01-05
0000000587,ZCMP,Festo Industrial Pneumatic Valves 5,,FESTOINDU,72 Gewerbepark West,Pune,411001,IN,EN,+82-437-8602401,sales@festo.industrial.pneumati.com,29AAACTH5485W1Z6,,,2018-05-16
0000000588,ZCMP,NSK Precision Ball Screws & Linear ,Surface Coating Div,NSKPRECIS,28 Ambattur Industrial Estate,Tokyo,100-0001,JP,JA,+86-241-4322793,sales@nsk.precision.ball.screws.com,JP29916368,,,2017-09-05
0000000589,ZCMP,Trelleborg Industrial Engineered Se,,TRELLEBORG,308 Daimlerstraße,Milwaukee,53201,US,EN,+76-408-7263249,sales@trelleborg.industrial.eng.com,41-5187120,,,2017-03-15
0000000590,ZMET,Jindal Stainless Structural Product,Job-Work Division,JINDALSTA,141 Automotive Corridor Phase 2,Düsseldorf,40213,DE,DE,+50-897-6645213,sales@jindal.stainless.structur.com,DE779543158,,,2019-09-04
0000000591,ZMET,Bharat Forge Precision Machining 59,Job-Work Division,BHARATFOR,317 Gewerbepark West,Sheffield,S1 1AA,GB,EN,+14-663-8273151,sales@bharat.forge.precision.ma.com,GB285842475,,,2020-05-27
0000000592,ZCMP,Würth Industry Assembly Components ,Surface Coating Div,WÜRTHINDU,54 Manufacturing Parkway,Gurugram,122001,IN,EN,+72-790-7834038,sales@würth.industry.assembly.c.com,33AAACTX4762B1Z9,,,2020-05-21
0000000593,ZSUB,Anodize Engineering Job-Work Servic,,ANODIZEEN,189 Parque Industrial Monterrey,Coimbatore,641001,IN,EN,+36-257-7371568,sales@anodize.engineering.jobwo.com,29AAACTO3289M1Z7,,,2016-05-05
0000000594,ZMET,SSAB Swedish Steel Heavy Plate 594,,SSABSWEDI,448 Sanand Industrial Zone,Nuremberg,90402,DE,DE,+59-999-6828647,sales@ssab.swedish.steel.heavy..com,DE662031487,,,2020-03-02
0000000595,ZCMP,SKF Industrial Bearings & Seals 595,Machining Plant 2,SKFINDUST,346 Peenya Industrial Area,Gothenburg,411 01,SE,JA,+27-211-7593715,sales@skf.industrial.bearings.a.com,SE89889266,,,2022-07-20
0000000596,ZMRO,Sandvik Coromant Cutting Tools 596,Automotive Parts Wing,SANDVIKCO,77 Industrial Tooling Way,Chennai,600001,IN,EN,+41-571-2655201,sales@sandvik.coromant.cutting..com,29AAACTF6870Y1Z5,,,2017-07-05
0000000597,ZCMP,HIWIN Linear Motion Guides 597,,HIWINLINE,195 Manufacturing Parkway,Pune,411001,IN,EN,+5-860-2820974,sales@hiwin.linear.motion.guide.com,24AAACTZ3279W1Z3,,,2017-06-09
0000000598,ZCMP,Freudenberg Sealing Technologies 59,Surface Coating Div,FREUDENBER,64 Peenya Industrial Area,Nuremberg,90402,DE,DE,+76-649-2682563,sales@freudenberg.sealing.techn.com,DE763014446,,,2017-03-19
0000000599,ZMET,POSCO Steel Plate & Coil 599,Machining Plant 2,POSCOSTEE,149 Industrial Tooling Way,Indianapolis,46201,US,EN,+71-713-3050665,sales@posco.steel.plate.and.coi.com,48-6995015,,,2020-12-07
0000000600,ZCMP,TCI Freight Heavy Haulage Division ,Foundry & Casting Works,TCIFREIGH,29 Sanand Industrial Zone,Nuremberg,90402,DE,DE,+73-100-4728778,sales@tci.freight.heavy.haulage.com,DE386165986,,,2021-07-14
0000000601,ZMRO,Iscar Carbide Metalworking Tools 60,,ISCARCARB,357 Sanand Industrial Zone,Coimbatore,641001,IN,EN,+49-695-1116125,sales@iscar.carbide.metalworkin.com,29AAACTR8951L1Z4,,,2021-02-06
0000000602,ZCMP,Timken Roller Bearings Industrial 6,,TIMKENROL,128 Industriestraße,Gurugram,122001,IN,EN,+22-210-5066134,sales@timken.roller.bearings.in.com,27AAACTO5662Q1Z9,,,2017-03-18
0000000603,ZCMP,Norgren Industrial Pneumatics 603,,NORGRENIN,425 Industriestraße,Changwon,51500,KR,JA,+80-328-5505486,sales@norgren.industrial.pneuma.com,KR63520804,,,2022-08-05
0000000604,ZMRO,Iscar Carbide Metalworking Tools 60,,ISCARCARB,299 Foundry Lane,Mannheim,68161,DE,DE,+93-338-7067591,sales@iscar.carbide.metalworkin.com,DE699205656,,,2016-09-25
0000000605,ZCMP,Parker Hannifin Fluid Connectors 60,,PARKERHAN,326 GIDC Vatva Industrial Park,Coimbatore,641001,IN,EN,+38-428-4954665,sales@parker.hannifin.fluid.con.com,29AAACTG8667U1Z1,,,2023-08-03
0000000606,ZMRO,Walter Industrial Milling Tools 606,,WALTERIND,322 Zona Industrial Norte,Cologne,50667,DE,DE,+95-950-2580595,sales@walter.industrial.milling.com,DE398933232,,,2017-10-31
0000000607,ZCMP,Festo Industrial Pneumatic Valves 6,,FESTOINDU,168 Industriestraße,Coventry,CV1 1AA,GB,EN,+15-734-5760518,sales@festo.industrial.pneumati.com,GB595887310,,,2018-10-14
0000000608,ZMRO,Mobil Industrial Gear Oils & Grease,Automotive Parts Wing,MOBILINDU,369 Siemensstraße,Essen,45127,DE,DE,+51-915-7188003,sales@mobil.industrial.gear.oil.com,DE718978380,,,2018-04-21
0000000609,ZSUB,Hardchrome Industrial Plating Works,,HARDCHROME,95 Industriestraße,Jamshedpur,831001,IN,EN,+22-486-5110908,sales@hardchrome.industrial.pla.com,29AAACTV2905Z1Z3,,,2020-01-02
0000000610,ZMRO,Dormer Pramet Indexable Inserts 610,,DORMERPRA,403 Industrial Tooling Way,Essen,45127,DE,DE,+68-820-4573447,sales@dormer.pramet.indexable.i.com,DE904203264,,,2023-07-22
0000000611,ZSUB,Bodycote Thermal Processing & Nitri,,BODYCOTET,390 MIDC Industrial Area Bhosari,Ahmedabad,380001,IN,EN,+23-411-9999464,sales@bodycote.thermal.processi.com,24AAACTM7506A1Z8,,,2018-02-28
0000000612,ZCMP,DB Schenker Heavy Machinery Freight,,DBSCHENKE,15 GIDC Vatva Industrial Park,Manchester,M1 1AD,GB,EN,+84-993-5205303,sales@db.schenker.heavy.machine.com,GB482893916,,,2016-08-28
0000000613,ZCMP,Trelleborg Industrial Engineered Se,,TRELLEBORG,240 Peenya Industrial Area,Ahmedabad,380001,IN,EN,+96-312-9557721,sales@trelleborg.industrial.eng.com,29AAACTC5048Y1Z1,,,2022-11-30
0000000614,ZSUB,Lasertech CNC Laser Cutting & Bendi,Job-Work Division,LASERTECH,44 Industrial Tooling Way,Mannheim,68161,DE,DE,+99-566-3306986,sales@lasertech.cnc.laser.cutti.com,DE457254928,,,2016-04-17
0000000615,ZMRO,Guhring Precision Drills & Taps 615,,GUHRINGPR,126 Industriestraße,Düsseldorf,40213,DE,DE,+66-447-4560497,sales@guhring.precision.drills..com,DE180417305,,,2018-03-28
0000000616,ZMET,Voestalpine High Performance Metals,,VOESTALPIN,305 Assembly Boulevard,Gurugram,122001,IN,EN,+71-829-3581194,sales@voestalpine.high.performa.com,33AAACTN6666H1Z5,,,2019-08-09
0000000617,ZMET,Alcoa Aluminum Extrusions Corp 617,Surface Coating Div,ALCOAALUM,184 Peenya Industrial Area,Nashik,422001,IN,EN,+16-900-7985341,sales@alcoa.aluminum.extrusions.com,06AAACTS7437U1Z8,,,2022-02-03
0000000618,ZMET,Nippon Steel Coils & Billets 618,,NIPPONSTE,305 Peenya Industrial Area,Nashik,422001,IN,EN,+23-838-5099621,sales@nippon.steel.coils.and.bi.com,27AAACTK8306K1Z2,,,2017-06-11
0000000619,ZELE,Lapp Group Industrial Cable Systems,,LAPPGROUP,198 Peenya Industrial Area,Cincinnati,45202,US,EN,+30-305-2686346,sales@lapp.group.industrial.cab.com,11-2991752,,,2017-01-14
0000000620,ZMET,Ramkrishna Forgings Industrial Div ,,RAMKRISHNA,252 Zona Industrial Norte,Faridabad,121001,IN,EN,+67-583-7762913,sales@ramkrishna.forgings.indus.com,33AAACTH1826G1Z5,,,2017-10-14
0000000621,ZMRO,Saint-Gobain Abrasives & Ceramics 6,,SAINTGOBA,414 MIDC Industrial Area Bhosari,Nuremberg,90402,DE,DE,+96-601-1861489,sales@saintgobain.abrasives.and.com,DE823482428,,,2016-11-07
0000000622,ZSUB,Lasertech CNC Laser Cutting & Bendi,,LASERTECH,123 Sanand Industrial Zone,Birmingham,B1 1AA,GB,EN,+29-250-9860848,sales@lasertech.cnc.laser.cutti.com,GB518526693,,,2022-02-23
0000000623,ZCMP,Würth Industry Assembly Components ,,WÜRTHINDU,33 Manufacturing Parkway,Wolverhampton,WV1 1AA,GB,EN,+3-960-4450392,sales@würth.industry.assembly.c.com,GB169304816,,,2016-06-27
0000000624,ZMET,Bohler Special Steels Europe 624,Job-Work Division,BOHLERSPE,170 GIDC Vatva Industrial Park,Chennai,600001,IN,EN,+71-430-4544744,sales@bohler.special.steels.eur.com,06AAACTZ9476B1Z8,,,2023-05-07
0000000625,ZMRO,Dormer Pramet Indexable Inserts 625,,DORMERPRA,236 Gewerbepark West,Pune,411001,IN,EN,+22-422-9658435,sales@dormer.pramet.indexable.i.com,24AAACTL6304N1Z6,,,2019-10-12
0000000626,ZELE,Rockwell Automation Allen-Bradley 6,,ROCKWELLA,258 Gewerbepark West,Indianapolis,46201,US,EN,+46-290-3893687,sales@rockwell.automation.allen.com,86-8628348,,,2022-08-01
0000000627,ZSUB,Lasertech CNC Laser Cutting & Bendi,Automotive Parts Wing,LASERTECH,224 Automotive Corridor Phase 2,Jamshedpur,831001,IN,EN,+44-736-9066940,sales@lasertech.cnc.laser.cutti.com,24AAACTV9817N1Z3,,,2021-03-12
0000000628,ZELE,Sick AG Industrial LiDAR & Vision 6,Tooling Engineering Unit,SICKAGIN,254 Foundry Lane,Cincinnati,45202,US,EN,+69-602-2002377,sales@sick.ag.industrial.lidar..com,10-5039850,,,2023-09-09
0000000629,ZCMP,Swagelok Fluid System Components 62,Automotive Parts Wing,SWAGELOKF,274 MIDC Industrial Area Bhosari,Jamshedpur,831001,IN,EN,+14-637-9808452,sales@swagelok.fluid.system.com.com,29AAACTD7680V1Z4,,,2023-07-18
0000000630,ZMRO,Kennametal Carbide Tooling Systems ,Job-Work Division,KENNAMETAL,21 Die & Mold Drive,Changwon,51500,KR,JA,+71-290-6711143,sales@kennametal.carbide.toolin.com,KR34394685,,,2022-01-14
0000000631,ZCMP,Maersk Industrial Container Shippin,,MAERSKIND,358 Engineering Way,Pittsburgh,15201,US,EN,+46-763-8130184,sales@maersk.industrial.contain.com,65-9740438,,,2018-07-24
0000000632,ZELE,Fanuc Robotics & CNC Controllers 63,Surface Coating Div,FANUCROBO,47 Automotive Corridor Phase 2,Indianapolis,46201,US,EN,+42-213-9770491,sales@fanuc.robotics.and.cnc.co.com,36-7042691,,,2021-10-12
0000000633,ZELE,ABB Motion & Industrial Drives 633,,ABBMOTION,102 GIDC Vatva Industrial Park,Frankfurt,60311,DE,DE,+61-267-7155443,sales@abb.motion.and.industrial.com,DE999989590,,,2017-03-07
0000000634,ZMRO,Dormer Pramet Indexable Inserts 634,,DORMERPRA,435 Foundry Lane,Hanover,30159,DE,DE,+3-763-8247578,sales@dormer.pramet.indexable.i.com,DE158827806,,,2022-09-27
0000000635,ZELE,Banner Engineering Safety Sensors 6,,BANNERENG,361 Peenya Industrial Area,Nashik,422001,IN,EN,+41-322-6000381,sales@banner.engineering.safety.com,27AAACTB9420N1Z8,,,2019-04-07
0000000636,ZCMP,Danfoss Power Solutions Hydraulics ,,DANFOSSPO,336 Zona Industrial Norte,Hanover,30159,DE,DE,+80-544-1556557,sales@danfoss.power.solutions.h.com,DE143617304,,,2017-06-04
0000000637,ZMET,POSCO Steel Plate & Coil 637,Tooling Engineering Unit,POSCOSTEE,108 Engineering Way,Frankfurt,60311,DE,DE,+29-766-7508077,sales@posco.steel.plate.and.coi.com,DE585143871,,,2018-12-18
0000000638,ZCMP,Bosch Rexroth Industrial Hydraulics,,BOSCHREXR,380 Industriestraße,Pittsburgh,15201,US,EN,+68-399-4708005,sales@bosch.rexroth.industrial..com,80-9224868,,,2018-12-26
0000000639,ZCMP,Kuehne + Nagel Heavy Project Cargo ,Tooling Engineering Unit,KUEHNE+N,207 Industriestraße,Bengaluru,560001,IN,EN,+59-184-7107010,sales@kuehne.+.nagel.heavy.proj.com,24AAACTW6030H1Z9,,,2016-10-27
0000000640,ZMET,Voestalpine High Performance Metals,,VOESTALPIN,260 Daimlerstraße,Jamshedpur,831001,IN,EN,+79-491-1494486,sales@voestalpine.high.performa.com,33AAACTO7564P1Z4,,,2023-08-08
