PARTNER,RLTYP,VALID_FROM,VALID_TO
0003000536,FLVN01,2026-08-01,9999-12-31
0003000537,FLVN00,2023-08-02,9999-12-31
0003000537,FLVN01,2023-08-02,9999-12-31
0003000538,FLCU00,2022-08-19,9999-12-31
0003000538,FLCU01,2022-08-19,9999-12-31
0003000538,FLVN00,2020-03-20,9999-12-31
0003000538,FLVN01,2020-03-20,9999-12-31
0003000539,FLVN00,2025-07-27,9999-12-31
0003000539,FLVN01,2025-07-27,9999-12-31
0003000540,FLVN00,2021-11-30,9999-12-31
0003000540,FLVN01,2021-11-30,9999-12-31
0003000541,FLVN00,2016-06-06,9999-12-31
0003000541,FLVN01,2016-06-06,9999-12-31
0003000542,FLVN00,2025-03-24,9999-12-31
0003000542,FLVN01,2025-03-24,9999-12-31
0003000543,FLVN00,2025-01-09,9999-12-31
0003000543,FLVN01,2025-01-09,9999-12-31
0003000544,FLVN00,2026-05-20,9999-12-31
0003000544,FLVN01,2026-05-20,9999-12-31
0003000545,FLVN00,2018-05-06,9999-12-31
0003000545,FLVN01,2018-05-06,9999-12-31
0003000546,FLVN00,2010-05-30,9999-12-31
0003000546,FLVN01,2010-05-30,9999-12-31
0003000547,FLVN00,2023-07-02,9999-12-31
0003000547,FLVN01,2023-07-02,9999-12-31
0003000548,FLVN00,2019-06-04,9999-12-31
0003000548,FLVN01,2019-06-04,9999-12-31
0003000549,FLVN00,2018-12-20,9999-12-31
0003000549,FLVN01,2018-12-20,9999-12-31
0003000550,FLVN00,2026-09-11,9999-12-31
0003000550,FLVN01,2026-09-11,9999-12-31
0003000551,FLVN00,2016-06-21,9999-12-31
0003000551,FLVN01,2016-06-21,9999-12-31
0003000552,FLVN00,2009-01-22,9999-12-31
0003000552,FLVN01,2009-01-22,9999-12-31
0003000553,FLVN00,2024-04-08,9999-12-31
0003000553,FLVN01,2024-04-08,9999-12-31
0003000554,FLCU00,2022-09-15,9999-12-31
0003000554,FLCU01,2022-09-15,9999-12-31
0003000554,FLVN00,2016-12-08,9999-12-31
0003000554,FLVN01,2016-12-08,9999-12-31
0003000555,FLVN00,2022-12-01,9999-12-31
0003000555,FLVN01,2022-12-01,9999-12-31
0003000556,FLVN00,2023-12-12,9999-12-31
0003000556,FLVN01,2023-12-12,9999-12-31
0003000557,FLVN00,2024-12-20,9999-12-31
0003000557,FLVN01,2024-12-20,9999-12-31
0003000558,FLVN00,2022-03-23,9999-12-31
0003000558,FLVN01,2022-03-23,9999-12-31
0003000559,FLVN00,2019-12-13,9999-12-31
0003000559,FLVN01,2019-12-13,9999-12-31
0003000560,FLVN00,2018-05-14,9999-12-31
0003000560,FLVN01,2018-05-14,9999-12-31
0003000561,FLVN00,2021-09-05,9999-12-31
0003000561,FLVN01,2021-09-05,9999-12-31
0003000562,FLVN00,2019-08-06,9999-12-31
0003000562,FLVN01,2019-08-06,9999-12-31
0003000563,FLVN00,2023-09-01,9999-12-31
0003000563,FLVN01,2023-09-01,9999-12-31
0003000564,FLVN00,2017-07-24,9999-12-31
0003000564,FLVN01,2017-07-24,9999-12-31
0003000565,FLVN00,2016-12-11,9999-12-31
0003000565,FLVN01,2016-12-11,9999-12-31
0003000566,FLVN00,2017-02-19,9999-12-31
0003000566,FLVN01,2017-02-19,9999-12-31
0003000567,FLVN00,2026-05-04,9999-12-31
0003000567,FLVN01,2026-05-04,9999-12-31
0003000568,FLVN01,2026-04-11,9999-12-31
0003000569,FLVN00,2020-10-27,9999-12-31
0003000569,FLVN01,2020-10-27,9999-12-31
0003000570,FLVN00,2016-08-16,9999-12-31
0003000570,FLVN01,2016-08-16,9999-12-31
0003000571,FLVN00,2018-08-02,9999-12-31
0003000571,FLVN01,2018-08-02,9999-12-31
0003000572,FLVN00,2025-10-04,9999-12-31
0003000572,FLVN01,2025-10-04,9999-12-31
0003000573,FLVN00,2026-09-20,9999-12-31
0003000573,FLVN01,2026-09-20,9999-12-31
0003000574,FLVN00,2023-07-18,9999-12-31
0003000574,FLVN01,2023-07-18,9999-12-31
0003000575,FLVN00,2016-09-11,9999-12-31
0003000575,FLVN01,2016-09-11,9999-12-31
0003000576,FLVN00,2018-02-27,9999-12-31
0003000576,FLVN01,2018-02-27,9999-12-31
0003000577,FLVN00,2023-06-11,9999-12-31
0003000577,FLVN01,2023-06-11,9999-12-31
0003000578,FLVN00,2024-05-27,9999-12-31
0003000578,FLVN01,2024-05-27,9999-12-31
0003000579,FLVN00,2020-09-20,9999-12-31
0003000579,FLVN01,2020-09-20,9999-12-31
0003000580,FLVN00,2021-11-04,9999-12-31
0003000580,FLVN01,2021-11-04,9999-12-31
0003000581,FLVN00,2017-12-31,9999-12-31
0003000581,FLVN01,2017-12-31,9999-12-31
0003000582,FLVN00,2020-08-17,9999-12-31
0003000582,FLVN01,2020-08-17,9999-12-31
0003000583,FLVN00,2025-04-20,9999-12-31
0003000583,FLVN01,2025-04-20,9999-12-31
0003000584,FLVN00,2021-03-05,9999-12-31
0003000584,FLVN01,2021-03-05,9999-12-31
0003000585,FLVN00,2024-08-06,9999-12-31
0003000585,FLVN01,2024-08-06,9999-12-31
0003000586,FLVN00,2020-05-24,9999-12-31
0003000586,FLVN01,2020-05-24,9999-12-31
0003000587,FLVN00,2018-10-11,9999-12-31
0003000587,FLVN01,2018-10-11,9999-12-31
0003000588,FLVN00,2024-08-03,9999-12-31
0003000588,FLVN01,2024-08-03,9999-12-31
0003000589,FLVN00,2016-09-11,9999-12-31
0003000589,FLVN01,2016-09-11,9999-12-31
0003000590,FLVN00,2022-06-29,9999-12-31
0003000590,FLVN01,2022-06-29,9999-12-31
0003000591,FLVN00,2017-09-17,9999-12-31
0003000591,FLVN01,2017-09-17,9999-12-31
0003000592,FLVN00,2020-01-22,9999-12-31
0003000592,FLVN01,2020-01-22,9999-12-31
0003000593,FLVN00,2010-07-04,9999-12-31
0003000593,FLVN01,2010-07-04,9999-12-31
0003000594,FLVN00,2023-06-14,9999-12-31
0003000594,FLVN01,2023-06-14,9999-12-31
0003000595,FLVN00,2019-06-16,9999-12-31
0003000595,FLVN01,2019-06-16,9999-12-31
0003000596,FLVN00,2019-07-20,9999-12-31
0003000596,FLVN01,2019-07-20,9999-12-31
0003000597,FLVN00,2025-08-31,9999-12-31
0003000597,FLVN01,2025-08-31,9999-12-31
0003000598,FLVN00,2027-12-08,9999-12-31
0003000598,FLVN01,2027-12-08,9999-12-31
0003000599,FLCU00,2017-01-25,9999-12-31
0003000599,FLCU01,2017-01-25,9999-12-31
0003000599,FLVN00,2022-12-09,9999-12-31
0003000599,FLVN01,2022-12-09,9999-12-31
0003000600,FLVN00,2020-03-24,9999-12-31
0003000600,FLVN01,2020-03-24,9999-12-31
0003000601,FLVN00,2019-11-09,9999-12-31
0003000601,FLVN01,2019-11-09,9999-12-31
0003000602,FLVN00,2021-04-21,9999-12-31
0003000602,FLVN01,2021-04-21,9999-12-31
0003000603,FLVN00,2023-05-01,9999-12-31
0003000603,FLVN01,2023-05-01,9999-12-31
0003000604,FLVN00,2022-12-14,9999-12-31
0003000604,FLVN01,2022-12-14,9999-12-31
0003000605,FLVN00,2017-11-17,9999-12-31
0003000605,FLVN01,2017-11-17,9999-12-31
0003000606,FLVN00,2026-04-26,9999-12-31
0003000606,FLVN01,2026-04-26,9999-12-31
0003000607,FLVN00,2019-09-22,9999-12-31
0003000607,FLVN01,2019-09-22,9999-12-31
0003000608,FLVN00,2024-02-04,9999-12-31
0003000608,FLVN01,2024-02-04,9999-12-31
0003000609,FLVN00,2018-07-22,9999-12-31
0003000609,FLVN01,2018-07-22,9999-12-31
0003000610,FLVN00,2026-08-28,9999-12-31
0003000610,FLVN01,2026-08-28,9999-12-31
0003000611,FLVN00,2021-01-30,9999-12-31
0003000611,FLVN01,2021-01-30,9999-12-31
0003000612,FLVN00,2024-07-05,9999-12-31
0003000612,FLVN01,2024-07-05,9999-12-31
0003000613,FLVN00,2024-12-08,9999-12-31
0003000613,FLVN01,2024-12-08,9999-12-31
0003000614,FLVN00,2023-11-18,9999-12-31
0003000614,FLVN01,2023-11-18,9999-12-31
0003000615,FLVN00,2025-10-04,9999-12-31
0003000615,FLVN01,2025-10-04,9999-12-31
0003000616,FLVN00,2018-06-02,9999-12-31
0003000616,FLVN01,2018-06-02,9999-12-31
0003000617,FLVN00,2023-01-05,9999-12-31
0003000617,FLVN01,2023-01-05,9999-12-31
0003000618,FLVN00,2024-06-09,9999-12-31
0003000618,FLVN01,2024-06-09,9999-12-31
0003000619,FLVN00,2025-01-20,9999-12-31
0003000619,FLVN01,2025-01-20,9999-12-31
0003000620,FLVN00,2023-10-04,9999-12-31
0003000620,FLVN01,2023-10-04,9999-12-31
0003000621,FLVN00,2026-06-26,9999-12-31
0003000621,FLVN01,2026-06-26,9999-12-31
0003000622,FLVN00,2021-04-27,9999-12-31
0003000622,FLVN01,2021-04-27,9999-12-31
0003000623,FLVN00,2016-10-22,9999-12-31
0003000623,FLVN01,2016-10-22,9999-12-31
0003000624,FLCU00,2024-04-13,9999-12-31
0003000624,FLCU01,2024-04-13,9999-12-31
0003000624,FLVN00,2025-09-03,9999-12-31
0003000624,FLVN01,2025-09-03,9999-12-31
0003000625,FLVN00,2019-04-16,9999-12-31
0003000625,FLVN01,2019-04-16,9999-12-31
0003000626,FLVN00,2021-07-31,9999-12-31
0003000626,FLVN01,2021-07-31,9999-12-31
0003000627,FLVN00,2023-10-10,9999-12-31
0003000627,FLVN01,2023-10-10,9999-12-31
0003000628,FLVN00,2022-12-17,9999-12-31
0003000628,FLVN01,2022-12-17,9999-12-31
0003000629,FLVN00,2024-05-13,9999-12-31
0003000629,FLVN01,2024-05-13,9999-12-31
0003000630,FLVN00,2021-05-01,9999-12-31
0003000630,FLVN01,2021-05-01,9999-12-31
0003000631,FLVN00,2019-12-07,9999-12-31
0003000631,FLVN01,2019-12-07,9999-12-31
0003000632,FLVN00,2018-05-16,9999-12-31
0003000632,FLVN01,2018-05-16,9999-12-31
0003000633,FLVN00,2011-07-27,9999-12-31
0003000633,FLVN01,2011-07-27,9999-12-31
0003000634,FLVN00,2019-05-08,9999-12-31
0003000634,FLVN01,2019-05-08,9999-12-31
0003000635,FLVN00,2019-03-11,9999-12-31
0003000635,FLVN01,2019-03-11,9999-12-31
0003000636,FLVN00,2020-11-29,9999-12-31
0003000636,FLVN01,2020-11-29,9999-12-31
0003000637,FLVN00,2024-01-07,9999-12-31
0003000637,FLVN01,2024-01-07,9999-12-31
0003000638,FLVN00,2017-10-07,9999-12-31
0003000638,FLVN01,2017-10-07,9999-12-31
0003000639,FLVN00,2019-08-08,9999-12-31
0003000639,FLVN01,2019-08-08,9999-12-31
0003000640,FLVN00,2017-09-13,9999-12-31
0003000640,FLVN01,2017-09-13,9999-12-31
0003000641,FLVN00,2020-11-12,9999-12-31
0003000641,FLVN01,2020-11-12,9999-12-31
0003000642,FLVN00,2026-02-24,9999-12-31
0003000642,FLVN01,2026-02-24,9999-12-31
0003000643,FLVN00,2019-03-27,9999-12-31
0003000643,FLVN01,2019-03-27,9999-12-31
0003000644,FLVN00,2012-12-07,9999-12-31
0003000644,FLVN01,2012-12-07,9999-12-31
0003000645,FLVN00,2021-07-15,9999-12-31
0003000645,FLVN01,2021-07-15,9999-12-31
0003000646,FLVN00,2023-09-12,9999-12-31
0003000646,FLVN01,2023-09-12,9999-12-31
0003000647,FLVN00,2019-02-21,9999-12-31
0003000647,FLVN01,2019-02-21,9999-12-31
0003000648,FLVN00,2026-06-05,9999-12-31
0003000648,FLVN01,2026-06-05,9999-12-31
0003000649,FLVN00,2021-08-26,9999-12-31
0003000649,FLVN01,2021-08-26,9999-12-31
0003000650,FLVN00,2019-05-11,9999-12-31
0003000650,FLVN01,2019-05-11,9999-12-31
0003000651,FLVN00,2021-09-02,9999-12-31
0003000651,FLVN01,2021-09-02,9999-12-31
0003000652,FLVN00,2020-03-10,9999-12-31
0003000652,FLVN01,2020-03-10,9999-12-31
0003000653,FLVN00,2025-10-06,9999-12-31
0003000653,FLVN01,2025-10-06,9999-12-31
0003000654,FLVN00,2024-01-25,9999-12-31
0003000654,FLVN01,2024-01-25,9999-12-31
0003000655,FLVN00,2022-08-17,9999-12-31
0003000655,FLVN01,2022-08-17,9999-12-31
0003000656,FLVN00,2016-08-20,9999-12-31
0003000656,FLVN01,2016-08-20,9999-12-31
0003000657,FLCU00,2021-08-10,9999-12-31
0003000657,FLCU01,2021-08-10,9999-12-31
0003000657,FLVN00,2026-05-26,9999-12-31
0003000657,FLVN01,2026-05-26,9999-12-31
0003000658,FLVN00,2019-05-18,9999-12-31
0003000658,FLVN01,2019-05-18,9999-12-31
0003000659,FLVN00,2025-07-04,9999-12-31
0003000659,FLVN01,2025-07-04,9999-12-31
0003000660,FLVN00,2025-05-13,9999-12-31
0003000660,FLVN01,2025-05-13,9999-12-31
0003000661,FLVN00,2020-05-23,9999-12-31
0003000661,FLVN01,2020-05-23,9999-12-31
0003000662,FLCU00,2018-04-13,9999-12-31
0003000662,FLCU01,2018-04-13,9999-12-31
0003000662,FLVN00,2021-08-02,9999-12-31
0003000662,FLVN01,2021-08-02,9999-12-31
0003000663,FLVN00,2025-08-17,9999-12-31
0003000663,FLVN01,2025-08-17,9999-12-31
0003000664,FLVN00,2021-11-27,9999-12-31
0003000664,FLVN01,2021-11-27,9999-12-31
0003000665,FLVN00,2026-03-17,9999-12-31
0003000665,FLVN01,2026-03-17,9999-12-31
0003000666,FLVN00,2019-09-23,9999-12-31
0003000666,FLVN01,2019-09-23,9999-12-31
0003000667,FLVN00,2017-06-24,9999-12-31
0003000667,FLVN01,2017-06-24,9999-12-31
0003000668,FLVN00,2017-07-23,9999-12-31
0003000668,FLVN01,2017-07-23,9999-12-31
0003000669,FLCU00,2016-07-02,9999-12-31
0003000669,FLCU01,2016-07-02,9999-12-31
0003000669,FLVN00,2019-08-13,9999-12-31
0003000669,FLVN01,2019-08-13,9999-12-31
0003000670,FLVN00,2023-01-18,9999-12-31
0003000670,FLVN01,2023-01-18,9999-12-31
0003000671,FLVN00,2023-03-04,9999-12-31
0003000671,FLVN01,2023-03-04,9999-12-31
0003000672,FLVN00,2026-03-30,9999-12-31
0003000672,FLVN01,2026-03-30,9999-12-31
0003000673,FLVN00,2018-10-31,9999-12-31
0003000673,FLVN01,2018-10-31,9999-12-31
0003000674,FLVN00,2017-12-15,9999-12-31
0003000674,FLVN01,2017-12-15,9999-12-31
0003000675,FLVN00,2026-03-16,9999-12-31
0003000675,FLVN01,2026-03-16,9999-12-31
0003000676,FLVN00,2018-10-19,9999-12-31
0003000676,FLVN01,2018-10-19,9999-12-31
0003000677,FLVN00,2024-01-08,9999-12-31
0003000677,FLVN01,2024-01-08,9999-12-31
0003000678,FLVN00,2020-01-28,9999-12-31
0003000678,FLVN01,2020-01-28,9999-12-31
0003000679,FLVN00,2022-01-09,9999-12-31
0003000679,FLVN01,2022-01-09,9999-12-31
0003000680,FLVN00,2022-05-10,9999-12-31
0003000680,FLVN01,2022-05-10,9999-12-31
0003000681,FLVN00,2025-10-16,9999-12-31
0003000681,FLVN01,2025-10-16,9999-12-31
0003000682,FLVN00,2024-03-07,9999-12-31
0003000682,FLVN01,2024-03-07,9999-12-31
0003000683,FLVN00,2020-01-19,9999-12-31
0003000683,FLVN01,2020-01-19,9999-12-31
0003000684,FLVN00,2025-08-18,9999-12-31
0003000684,FLVN01,2025-08-18,9999-12-31
0003000685,FLVN00,2021-04-12,9999-12-31
0003000685,FLVN01,2021-04-12,9999-12-31
0003000686,FLVN00,2017-10-07,9999-12-31
0003000686,FLVN01,2017-10-07,9999-12-31
0003000687,FLVN00,2026-07-18,9999-12-31
0003000687,FLVN01,2026-07-18,9999-12-31
0003000688,FLVN00,2018-09-04,9999-12-31
0003000688,FLVN01,2018-09-04,9999-12-31
0003000689,FLVN00,2022-03-21,9999-12-31
0003000689,FLVN01,2022-03-21,9999-12-31
0003000690,FLVN00,2021-03-10,9999-12-31
0003000690,FLVN01,2021-03-10,9999-12-31
0003000691,FLVN00,2025-04-16,9999-12-31
0003000691,FLVN01,2025-04-16,9999-12-31
0003000692,FLVN00,2021-06-02,9999-12-31
0003000692,FLVN01,2021-06-02,9999-12-31
0003000693,FLVN00,2018-05-19,9999-12-31
0003000693,FLVN01,2018-05-19,9999-12-31
0003000694,FLCU00,2013-04-02,9999-12-31
0003000694,FLCU01,2013-04-02,9999-12-31
0003000694,FLVN00,2020-01-26,9999-12-31
0003000694,FLVN01,2020-01-26,9999-12-31
0003000695,FLVN00,2020-02-07,9999-12-31
0003000695,FLVN01,2020-02-07,9999-12-31
0003000696,FLCU00,2021-11-04,9999-12-31
0003000696,FLCU01,2021-11-04,9999-12-31
0003000696,FLVN00,2020-02-24,9999-12-31
0003000696,FLVN01,2020-02-24,9999-12-31
0003000697,FLVN00,2017-02-05,9999-12-31
0003000697,FLVN01,2017-02-05,9999-12-31
0003000698,FLCU00,2013-06-21,9999-12-31
0003000698,FLCU01,2013-06-21,9999-12-31
0003000698,FLVN00,2021-05-08,9999-12-31
0003000698,FLVN01,2021-05-08,9999-12-31
0003000699,FLVN00,2018-11-25,9999-12-31
0003000699,FLVN01,2018-11-25,9999-12-31
0003000700,FLVN00,2009-08-17,9999-12-31
0003000700,FLVN01,2009-08-17,9999-12-31
0003000701,FLVN00,2026-07-26,9999-12-31
0003000701,FLVN01,2026-07-26,9999-12-31
0003000702,FLVN00,2025-12-20,9999-12-31
0003000702,FLVN01,2025-12-20,9999-12-31
0003000703,FLVN00,2023-12-25,9999-12-31
0003000703,FLVN01,2023-12-25,9999-12-31
0003000704,FLVN00,2016-07-22,9999-12-31
0003000704,FLVN01,2016-07-22,9999-12-31
0003000705,FLVN00,2019-07-12,9999-12-31
0003000705,FLVN01,2019-07-12,9999-12-31
0003000706,FLVN00,2017-09-16,9999-12-31
0003000706,FLVN01,2017-09-16,9999-12-31
0003000707,FLVN00,2020-07-11,9999-12-31
0003000707,FLVN01,2020-07-11,9999-12-31
0003000708,FLVN00,2025-09-07,9999-12-31
0003000708,FLVN01,2025-09-07,9999-12-31
0003000709,FLVN00,2024-05-18,9999-12-31
0003000709,FLVN01,2024-05-18,9999-12-31
0003000710,FLVN00,2017-12-08,9999-12-31
0003000710,FLVN01,2017-12-08,9999-12-31
0003000711,FLVN00,2023-11-30,9999-12-31
0003000711,FLVN01,2023-11-30,9999-12-31
0003000712,FLVN00,2023-03-25,9999-12-31
0003000712,FLVN01,2023-03-25,9999-12-31
0003000713,FLVN00,2021-05-31,9999-12-31
0003000713,FLVN01,2021-05-31,9999-12-31
0003000714,FLCU00,2013-11-04,9999-12-31
0003000714,FLCU01,2013-11-04,9999-12-31
0003000714,FLVN00,2020-11-09,9999-12-31
0003000714,FLVN01,2020-11-09,9999-12-31
0003000715,FLVN00,2021-10-31,9999-12-31
0003000715,FLVN01,2021-10-31,9999-12-31
0003000716,FLVN00,2017-08-04,9999-12-31
0003000716,FLVN01,2017-08-04,9999-12-31
0003000717,FLVN00,2010-05-11,9999-12-31
0003000717,FLVN01,2010-05-11,9999-12-31
0003000718,FLVN00,2026-01-09,9999-12-31
0003000718,FLVN01,2026-01-09,9999-12-31
0003000719,FLVN00,2019-01-28,9999-12-31
0003000719,FLVN01,2019-01-28,9999-12-31
0003000720,FLVN00,2019-11-13,9999-12-31
0003000720,FLVN01,2019-11-13,9999-12-31
0003000721,FLVN00,2020-06-23,9999-12-31
0003000721,FLVN01,2020-06-23,9999-12-31
0003000722,FLVN00,2023-04-01,9999-12-31
0003000722,FLVN01,2023-04-01,9999-12-31
0003000723,FLVN00,2026-04-20,9999-12-31
0003000723,FLVN01,2026-04-20,9999-12-31
0003000724,FLVN00,2019-09-18,9999-12-31
0003000724,FLVN01,2019-09-18,9999-12-31
0003000725,FLVN00,2026-07-22,9999-12-31
0003000725,FLVN01,2026-07-22,9999-12-31
0003000726,FLVN00,2026-04-25,9999-12-31
0003000726,FLVN01,2026-04-25,9999-12-31
0003000727,FLVN00,2022-05-18,9999-12-31
0003000727,FLVN01,2022-05-18,9999-12-31
0003000728,FLVN00,2022-08-02,9999-12-31
0003000728,FLVN01,2022-08-02,9999-12-31
0003000729,FLVN00,2027-08-25,9999-12-31
0003000729,FLVN01,2027-08-25,9999-12-31
0003000730,FLVN00,2018-04-09,9999-12-31
0003000730,FLVN01,2018-04-09,9999-12-31
0003000731,FLVN00,2016-06-27,9999-12-31
0003000731,FLVN01,2016-06-27,9999-12-31
0003000732,FLVN00,2018-04-06,9999-12-31
0003000732,FLVN01,2018-04-06,9999-12-31
0003000733,FLVN00,2022-12-04,9999-12-31
0003000733,FLVN01,2022-12-04,9999-12-31
0003000734,FLVN00,2019-07-23,9999-12-31
0003000734,FLVN01,2019-07-23,9999-12-31
0003000735,FLVN00,2026-02-06,9999-12-31
0003000735,FLVN01,2026-02-06,9999-12-31
0003000736,FLVN00,2017-08-02,9999-12-31
0003000736,FLVN01,2017-08-02,9999-12-31
0003000737,FLCU00,2020-03-17,9999-12-31
0003000737,FLCU01,2020-03-17,9999-12-31
0003000737,FLVN00,2025-12-30,9999-12-31
0003000737,FLVN01,2025-12-30,9999-12-31
0003000738,FLVN00,2026-06-19,9999-12-31
0003000738,FLVN01,2026-06-19,9999-12-31
0003000739,FLVN00,2019-12-10,9999-12-31
0003000739,FLVN01,2019-12-10,9999-12-31
0003000740,FLVN00,2022-11-20,9999-12-31
0003000740,FLVN01,2022-11-20,9999-12-31
0003000741,FLVN00,2018-08-02,9999-12-31
0003000741,FLVN01,2018-08-02,9999-12-31
0003000742,FLVN00,2018-06-18,9999-12-31
0003000742,FLVN01,2018-06-18,9999-12-31
0003000743,FLVN00,2026-05-04,9999-12-31
0003000743,FLVN01,2026-05-04,9999-12-31
0003000744,FLVN00,2025-03-13,9999-12-31
0003000744,FLVN01,2025-03-13,9999-12-31
0003000745,FLVN00,2021-04-16,9999-12-31
0003000745,FLVN01,2021-04-16,9999-12-31
0003000746,FLCU00,2024-11-28,9999-12-31
0003000746,FLCU01,2024-11-28,9999-12-31
0003000746,FLVN00,2020-06-19,9999-12-31
0003000746,FLVN01,2020-06-19,9999-12-31
0003000747,FLCU00,2018-06-03,9999-12-31
0003000747,FLCU01,2018-06-03,9999-12-31
0003000747,FLVN00,2024-07-31,9999-12-31
0003000747,FLVN01,2024-07-31,9999-12-31
0003000748,FLVN00,2018-02-02,9999-12-31
0003000748,FLVN01,2018-02-02,9999-12-31
0003000749,FLVN00,2026-05-17,9999-12-31
0003000749,FLVN01,2026-05-17,9999-12-31
0003000750,FLVN00,2012-03-21,9999-12-31
0003000750,FLVN01,2012-03-21,9999-12-31
0003000751,FLVN00,2021-03-20,9999-12-31
0003000751,FLVN01,2021-03-20,9999-12-31
0003000752,FLVN00,2023-11-11,9999-12-31
0003000752,FLVN01,2023-11-11,9999-12-31
0003000753,FLVN00,2018-09-12,9999-12-31
0003000753,FLVN01,2018-09-12,9999-12-31
0003000754,FLVN00,2017-06-07,9999-12-31
0003000754,FLVN01,2017-06-07,9999-12-31
0003000755,FLVN00,2021-07-30,9999-12-31
0003000755,FLVN01,2021-07-30,9999-12-31
0003000756,FLCU00,2021-06-09,9999-12-31
0003000756,FLCU01,2021-06-09,9999-12-31
0003000756,FLVN00,2018-01-23,9999-12-31
0003000756,FLVN01,2018-01-23,9999-12-31
0003000757,FLVN00,2017-06-06,9999-12-31
0003000757,FLVN01,2017-06-06,9999-12-31
0003000758,FLVN00,2020-01-15,9999-12-31
0003000758,FLVN01,2020-01-15,9999-12-31
0003000759,FLVN00,2017-06-21,9999-12-31
0003000759,FLVN01,2017-06-21,9999-12-31
0003000760,FLVN00,2024-04-13,9999-12-31
0003000760,FLVN01,2024-04-13,9999-12-31
0003000761,FLCU00,2026-09-05,9999-12-31
0003000761,FLCU01,2026-09-05,9999-12-31
0003000761,FLVN00,2022-03-24,9999-12-31
0003000761,FLVN01,2022-03-24,9999-12-31
0003000762,FLVN00,2025-12-09,9999-12-31
0003000762,FLVN01,2025-12-09,9999-12-31
0003000763,FLVN00,2012-02-12,9999-12-31
0003000763,FLVN01,2012-02-12,9999-12-31
0003000764,FLVN00,2021-09-07,9999-12-31
0003000764,FLVN01,2021-09-07,9999-12-31
0003000765,FLVN00,2024-08-26,9999-12-31
0003000765,FLVN01,2024-08-26,9999-12-31
0003000766,FLVN00,2022-04-02,9999-12-31
0003000766,FLVN01,2022-04-02,9999-12-31
0003000767,FLVN00,2020-05-27,9999-12-31
0003000767,FLVN01,2020-05-27,9999-12-31
0003000768,FLVN00,2017-05-15,9999-12-31
0003000768,FLVN01,2017-05-15,9999-12-31
0003000769,FLVN00,2022-04-04,9999-12-31
0003000769,FLVN01,2022-04-04,9999-12-31
0003000770,FLVN00,2025-05-23,9999-12-31
0003000770,FLVN01,2025-05-23,9999-12-31
0003000771,FLVN00,2018-06-05,9999-12-31
0003000771,FLVN01,2018-06-05,9999-12-31
0003000772,FLVN00,2019-02-06,9999-12-31
0003000772,FLVN01,2019-02-06,9999-12-31
0003000773,FLVN00,2018-10-10,9999-12-31
0003000773,FLVN01,2018-10-10,9999-12-31
0003000774,FLVN00,2019-05-24,9999-12-31
0003000774,FLVN01,2019-05-24,9999-12-31
0003000775,FLVN00,2026-07-05,9999-12-31
0003000775,FLVN01,2026-07-05,9999-12-31
0003000776,FLVN00,2022-08-26,9999-12-31
0003000776,FLVN01,2022-08-26,9999-12-31
0003000777,FLVN00,0000-00-00,9999-12-31
0003000777,FLVN01,0000-00-00,9999-12-31
0003000778,FLVN00,2026-04-12,9999-12-31
0003000778,FLVN01,2026-04-12,9999-12-31
0003000779,FLVN00,2011-12-13,9999-12-31
0003000779,FLVN01,2011-12-13,9999-12-31
0003000780,FLVN00,2012-11-08,9999-12-31
0003000780,FLVN01,2012-11-08,9999-12-31
0003000781,FLVN00,2026-04-04,9999-12-31
0003000781,FLVN01,2026-04-04,9999-12-31
0003000782,FLVN00,2025-03-20,9999-12-31
0003000782,FLVN01,2025-03-20,9999-12-31
0003000783,FLVN00,2013-05-22,9999-12-31
0003000783,FLVN01,2013-05-22,9999-12-31
0003000784,FLVN00,2019-06-07,9999-12-31
0003000784,FLVN01,2019-06-07,9999-12-31
0003000785,FLVN00,2026-10-01,9999-12-31
0003000785,FLVN01,2026-10-01,9999-12-31
0003000786,FLVN00,2016-10-07,9999-12-31
0003000786,FLVN01,2016-10-07,9999-12-31
0003000787,FLVN00,2025-12-18,9999-12-31
0003000787,FLVN01,2025-12-18,9999-12-31
0003000788,FLVN00,2025-12-09,9999-12-31
0003000788,FLVN01,2025-12-09,9999-12-31
0003000789,FLVN00,2022-05-01,9999-12-31
0003000789,FLVN01,2022-05-01,9999-12-31
0003000790,FLVN00,2019-09-01,9999-12-31
0003000790,FLVN01,2019-09-01,9999-12-31
0003000791,FLVN00,2021-09-14,9999-12-31
0003000791,FLVN01,2021-09-14,9999-12-31
0003000792,FLVN00,2018-04-02,9999-12-31
0003000792,FLVN01,2018-04-02,9999-12-31
0003000793,FLVN00,2025-11-14,9999-12-31
0003000793,FLVN01,2025-11-14,9999-12-31
0003000794,FLVN00,2022-04-29,9999-12-31
0003000794,FLVN01,2022-04-29,9999-12-31
0003000795,FLVN00,2023-01-28,9999-12-31
0003000795,FLVN01,2023-01-28,9999-12-31
0003000796,FLVN00,2021-11-06,9999-12-31
0003000796,FLVN01,2021-11-06,9999-12-31
0003000797,FLVN00,2018-01-01,9999-12-31
0003000797,FLVN01,2018-01-01,9999-12-31
0003000798,FLVN00,2021-07-19,9999-12-31
0003000798,FLVN01,2021-07-19,9999-12-31
0003000799,FLCU00,2024-07-09,9999-12-31
0003000799,FLCU01,2024-07-09,9999-12-31
