ADDRNUMBER,NAME1,STREET,HOUSE_NUM1,CITY1,POST_CODE1,COUNTRY,REGION,TEL_NUMBER,SMTP_ADDR
0000500904,Falkensteni Textil AG,Carl-Benz-Straße,162,Essen,45193,DE,,+49 221 209 6135,info@falkenstein-textil.de
0000500905,Oostergo Textiel B.V.,Handelskade,34,Utrecht,3536 UE,NL,,+31 40 360 9067,purchasing@oostergo-textiel.nl
0000500906,XXX,Fabrikweg,65,Düsseldorf,735480,DE,,+49 341 848 4369,buchhaltung@tannhof-e.de
0000500907,Aubry Services SAS,8 Boulevard,Gambetta,Paris,75040,FR,,+33 3 4759 3033,achats@aubry-services.fr
0000500908,Eichberg-HochstÃ¤tt Elektronik GmbH,Gewerbepark,116,Hamburg,20129,,,+49 211 914 4359,export@eichberg-hochstatt.de
0000500909,Jansen & Wassenaar N.V.,Ondernemersweg,51,,1019 UN,NL,,+31 10 364 6894,ap@jansen-wassenaar.nl
0000500910,Grünwald Reinigung AG,Bahnhofstraße,130,München,80408,DE,,+49 40 7445 3030,
0000500911,Thomas Brenner GmbH,Industriestraße,234,München,80409,DE,,+49 511 873 8604,einkauf@thomas-brenner.de
0000500912,Bergmann Möbel & Partner AG,Am Handelshof,37,Wien,1014,AT,,+43 1 3369 3063,buchhaltung@bergmann-mobel.at
0000500913,Seibert Logistik & Partner GmbH,Lindenallee,61,Leipzig,04115,DE,,+49 69 4009 5810,office@seibert-logistik.de
0000500914,Lewandowski Druk Sp. z o.o.,ul. Przemysłowa,238,Poznań,60-885,PL,,+48 12 906 7643,accounts@lewandowski-druk.pl
0000500915,Kaltenbach Kosmetik & Partner GmbH,Zur Mühle,96,Dresden,01114,DE,,+49 211 306 7420,info@kaltenbach-kosmetik.de
0000500916,Westphal Verpackungen SA,Werkstrasse,105,Zürich,8004,CH,,+41 61 407 6702,einkauf@westphal-verpackungen.ch
0000500917,Martin Elbtal AG,Bahnhofstraße,31,Berlin,10125,DE,,+49 40 8512 7989,office@martin-elbtal.de
0000500918,Reinhardt Systeme & Partner GmbH,Carl-Benz-Straße,214,,40257,DE,,+49 711 712 8325,export@reinhardt-systeme.de
0000500919,Novotný s.r.o.,Průmyslová,218,Praha,110 95,CZ,,+420 2 9846 1618,sales@novotny-s.cz
0000500920,OAKRIDGE TRADING & PARTNER LTD,3 MILL,LANE,Leeds,LS1 0YY,GB,,+44 141 953 8013,orders@oakridge-trading.co.uk
0000500921,Harlow Supplies & Partner Limited,53 Queens,Road,London,E14 0SJ,GB,,+44 141 872 0314,finance@harlow-supplies.co.uk
0000500922,Jiménez-Castaño Sistemas S.L.,Avenida de la Constitución,121,Valencia,46020,ES,,+34 96 974 3920,contact@jimenez-castano.es
0000500923,Meulenbelt BV,Distributiestraat,137,Utrecht,3537 DJ,NL,,+31 30 646 2282,export@meulenbelt-b.nl
0000500924,Nordwind & Adler GmbH,Robert-Bosch-Straße,170,Stuttgart,70205,DE,,+49 30 9413 4990,
0000500925,"Hangzhou Haiyu & Huayang Co., Ltd.","Block 22, Longgang",District,Hangzhou,310065,CN,,+86 755 998 2874,office@hangzhou-haiyu.com.cn
0000500926,Elbtal Druck GmbH,Hafenstraße,161,Essen,45132,DE,,+49 40 7298 9171,verwaltung@elbtal-druck.de
0000500927,Maibach Handels AG,Bahnhofstraße,222,Frankfurt am Main,60340,DE,,,verwaltung@maibach-handels.de
0000500928,Lindner Logistik & Partner AG,Gewerbepark,236, MÜNCHEN ,80336,DE,,+49 69 7441 2547,verwaltung@lindner-logistik.de
0000500929,Kaltenbach-Hochstätt Systeme GmbH,Lindenallee,166,Hamburg,,DE,,+49 711 700 8709,buchhaltung@kaltenbach-hochstatt.de
0000500930,Pratesi S.p.A.,Via Giuseppe Verdi,227,Prato,59130,IT,,+39 06 4081 62594,orders@pratesi-s.it
0000500931,Schwarzwald Textil GmbH,Carl-Benz-Straße,45,Münster,48226,DE,,+49 89 5739 2630,verwaltung@schwarzwald-textil.de
0000500932,,Hamnvägen,94,Malmö,211 81,SE,,+46 8 9107 7530,sales@hedlund-textil.se
0000500933,Ackermann Textil GmbH,Hafenstraße,124,Stuttgart,70216,DE,,+49 211 541 2066,n/a
0000500934,Marion Hochstätt AG,Carl-Benz-Straße,141,Leipzig,04135,DE,,+49 711 606 1783,rechnung@marion-hochstatt.de
0000500935,Jaiswal Exports Pvt Ltd,136 Avinashi,Road,New Delhi,110037,IN,,+91 44 4145 3477,export@jaiswal-exports.in
0000500936,Falkenstein Vertrieb & Partner AG,Robert-Bosch-Straße,219,Hannover,30206,DE,,+49 30 4159 5783,vertrieb@falkenstein-vertrieb.de
0000500937,Kamdhenu-Omkar Knitwear Ltd,"Plot 14, MIDC Industrial",Area,Noida,201316,IN,,+91 44 4065 5434,accounts@kamdhenu-omkar.in
0000500938,Jansen Logisteik BV,Handelskade,164,Utrecht,3560 HJ,NL,,,billing@jansen-logistiek.nl
0000500939,Piotrowski S.A.,ul. Fabryczna,65,Poznań,60-659,PL,,+48 12 461 0702,accounts@piotrowski-s.pl
0000500940,"Dai Viet Footwear & Partner Co., Ltd","Lot C37, Tan Binh Industrial",Park,Hanoi,100455,VN,,+84 236 647 6476,orders@dai-viet-75.com.vn
0000500941,Westphal Handels & Partner GmbH,Robert-Bosch-Straße,148,Berlin,10204,DE,,+49 30 3490 1482,service@westphal-handels.de
0000500942,Ganapathy Industries Pvt Ltd,232 Avinashi,Road,Noida,201304,IN,,+91 421 546 4183,finance@ganapathy-industries.in
0000500943,Grünwald Kosmetik AG,Lindenallee,57,Berlin,10121,DE,,+49 511 827 3309,billing_grunwald-kosmetik.de
0000500944,Bellevue Distribution S.A.,155 Rue de,l'Industrie,Marseille,13032,FR,,,contact@bellevue-distribution.fr
0000500945,Mühlbach Frischdienst GmbH,Fabrikweg,176,Dresden,01134,DE,,+49 89 2603 5221,export@muhlbach-frischdienst.de
0000500946,Lorenz Handels AG,Otto-Hahn-Straße,230,Hannover,30166,DE,,+49 89 4557 2765,service@lorenz-handels.de
0000500947,Crestwood-Ravenscroft Distribution Limited,5 Queens,Road,London,SE1 1UE,GB,,+44 113 849 5799,orders@crestwood-ravenscroft.co.uk
0000500948,ZZZ GESPERRT,129 Mill,Lane,London,N1 5TB,GB,,+44 115 466 8514,export@vantage-fulfilment.co.uk
0000500949,Wieland Handels GmbH,Robert-Bosch-Straße,56,Münster,48215,DE,,,office@wieland-handels.de
0000500950,HERRERA S.L.,AVENIDA DE LA CONSTITUCION,233,Madrid,28011,ES,,+34 96 311 8306,mailto:info@herrera-s.es
0000500951,Eichberg Kosmetik & Partner GmbH & Co. KG,Gewerbepark,72,Dresden,01080,DE,,+49 89 3407 8339,office@eichberg-kosmetik.de
0000500952,Navkar & Bhagwati Pvt Ltd,"SIDCO Industrial Estate, Unit",175,Ludhiana,141044,IN,,+91 120 707 4422,
0000500953,RIVAS MOBILIARIO & PARTNER S.L.,"POLIGONO INDUSTRIAL SUR, NAVE",38,Barcelona,08012,ES,,+34 91 619 3089,contact@rivas-mobiliario.es
0000500954,BAO TIN FOOTWEAR JSC,"LOT C143, TAN BINH INDUSTRIAL",PARK,Binh Duong,820011,VN,,+84 274 368 7118,billing@bao-tin-74.com.vn
0000500955,Mazur Technologie Sp. z o.o.,al. Jerozolimskie,119,Kraków,30-962,PL,,+48 42 242 0358,purchasing@mazur-technologie.pl
0000500956,Kingsmere Fulfilment & Partner Ltd,56 Station,Road,Birmingham,50206,GB,,+44 115 983 8066,sales@kingsmere-fulfilment.co.uk
0000500957,Falkenstein Frischdienst GmbH,Lindenallee,152,Münster,48207,DE,,+49 511 696 0548,info@falkenstein-frischdienst.de
0000500958,Thornbury Electronics & Partner Inc.,184 Lakeview,Boulevard, COLUMBUS ,43210,US,,+1 312 555 4705,accounts@thornbury-electronics.com
0000500959,Vantage Ltd,"Unit 94, Kingsway Business",Park,Leeds,LS11 9SG,GB,,+44 20 2078 7498,export@vantage.co.uk
0000500960,Montclair Propreté SARL,195 Boulevard,Gambetta,Toulouse,31022,FR,,+33 3 5255 6630,contact@montclair-proprete.fr
0000500961,Kessler & Kornblum GmbH & Co. KG,Industriestraße,71,Essen,45174,DE,,+49 511 580 7331,einkauf@kessler-kornblum.de
0000500962,Bergmann-Haustein Frischdienst e.K.,Gewerbepark,214,Hannover,30247,DE,,,buchhaltung@bergmann-haustein.de
0000500963,Steinhaus Sicherheit & Partner GmbH,Am Handelshof,78,Köln,50741,DE,,+49 421 586 8150,kontakt@steinhaus-sicherheit.de
0000500964,Longacre Shopfitting & Partner LLC,10 Airport,Road,Atlanta,30329,US,,+1 214 555 4735,accounts@longacre-shopfitting
0000500965,"THIEN AN FURNITURE & PARTNER CO., LTD",73 NGUYEN VAN LINH,STREET,Binh Duong,820830,VN,,+84 274 808 2822,purchasing@thien-an.com.vn
0000500966,Marion Kornblum AG,Hafenstraße,158,Bremen,28215,DE,,+49 421 325 2385,rechnung@marion-kornblum.de
0000500967,Ricciardi S.r.l.,Viale della Repubblica,218,Bologna,40134,IT,,+39 051 8021 5173,accounts@ricciardi-s.it
0000500968,Bergmann Service GmbH,N/A,,Köln,50736,DE,,+49 221 266 1371,einkauf@bergmann-service.de
0000500969,Lorenz Verpackungen e.K.,,,Düsseldorf,40218,DE,,+49 69 2360 7645,kontakt@lorenz-verpackungen.de
0000500970,Sophie Bühler GmbH,Am Handelshof,71,Essen,45127,DE,,+49 711 402 2141,einkauf@sophie-buhler.de
0000500971,Ortolani Tessile S.r.l.,Via Giuseppe Verdi,170,Milano,20138,IT,,+39 011 4046 6298,contact@ortolani-tessile.it
0000500972,Schönfeld-Kessler Kosmetik GmbH,Hafenstraße,123,Dresden,,DE,,+49 711 593 4570,buchhaltung@schonfeld-kessler.de
0000500973,Kuipers-Wassenaar Verpakkingen B.V.,Havenstraat,219,Eindhoven,5631 RK,NL,,+31 10 989 8847,k.nguyen@kuipers-wassenaar.nl
0000500974,"Thien An Textile Co., Ltd",25 Nguyen Van Linh,Street,Da Nang,,VN,,+84 274 466 6442,accounts@thien-an-44.com.vn
0000500975,Kingsmere Foods PLC,"Unit 203, Kingsway Business",Park,Manchester,M4 6XJ,GB,,+44 20 4622 1653,info@kingsmere-foods.co.uk
0000500976,"Dietrich, Jana",Zur Mühle,161,Essen,45189,DE,,+49 211 909 8356,dietrich-jana@acme-retail.de
0000500977,"Peters, Nina",Gewerbepark,65,Hannover,30201,DE,,+49 421 838 4559,peters-nina@acme-retail.de
0000500978,"Cordes, Petra",Gewerbepark,61,Dortmund,44148,DE,,+49 40 7776 1199,cordes-petra@acme-retail.de
0000500979,"Weber, Thomas",Via Roma,207,Torino,10148,IT,,+39 051 6900 6563,weber-thomas@acme-retail.de
0000500980,"Albrecht, Jana",Industriestraße,218,München,80353,XX,,+49 69 5996 3715,albrecht-jana@acme-retail.de
0000500981,"Sommer, Britta",Lindenallee,172,Stuttgart,70212,DE,,+49 69 6307 8970,sommer-britta@acme-retail.de
0000500982,"  Dietrich,  Karl ",Hauptstraße,167,München,80385,DE,,+49 341 748 6569,dietrich-karl@acme-retail.de
0000500983,"Walter, Oliver",Hauptstraße,86,Stuttgart,70193,DE,,+49 69 5093 7883,walter-oliver@acme-retail.de
0000500984,"  Gruber,  Karl ",Hauptstraße,29,Hannover,30202,DE,,+49 421 432 5957,gruber-karl@acme-retail.de
0000500985,"Albrecht, Erik",Otto-Hahn-Straße,45,Hannover,30226,DE,,+49 40 9279 0273,albrecht-erik@acme-retail.de
0000500986,"FISCHER, KARL",BAHNHOFSTRASSE,147,Münster,48230,DE,,+49 511 774 5638,fischer-karl@acme-retail.de
0000500987,"Ulrich, Christian",Lindenallee,194,Hamburg,20154,DE,,+49 221 714 9464,ulrich-christian@acme-retail.de
0000500988,"Brandt, Britta",Lindenallee,153,,60389,DE,,+49 711 406 1127,brandt-britta@acme-retail.de
0000500989,"Mayer, Nina",Hauptstraße,183,Stuttgart,70227,DE,,+49 89 3822 1314,mayer-nina@acme-retail.de
0000500990,"Brandt, Karl",Gewerbepark,151,Essen,45139,DE,,+49 511 483 9994,brandt-karl@acme-retail.de
0000500991,"Richter, Franziska",Lindenallee,40,Hamburg,20114,DE,,+49 211 535 4957,richter-franziska@acme-retail.de
0000500992,"Vogt, Erik",Bahnhofstraße,80,Leipzig,04153,DE,,+49 211 912 5681,vogt-erik@acme-retail.de
0000500993,"Lang, Oliver",Robert-Bosch-Straße,14,Düsseldorf,40281,DE,,+49 69 4596 7092,lang-oliver@acme-retail.de
0000500994,Schmidt ^ Holdings,Hauptstraße,161,Münster,48170,DE,,+49 211 284 9594,schmidt-andreas@acme-retail.de
0000500995,Richter Franziska,Gewerbepark,52,Dresden,01155,DE,,,richter-franziska@acme-retail.de
0000500996,"Jung, Markus",Bahnhofstraße,142,Dortmund,44200,DE,,+49 511 609 2485,jung-markus@acme-retail.de
0000500997,"Dietrich, Daniela",Hauptstraße,13,Dresden,X1143,DE,,+49 221 793 5445,dietrich-daniela@acme-retail.de
0000500998,"SOMMER, FRANZISKA",INDUSTRIESTRASSE,31,Köln,50734,DE,,+49 89 8336 2579,info@sonnenfeld-druck.de 
0000500999,"Fischer, Jana",,,Frankfurt am Main,60359,DE,,+49 40 4978 1822,sales@acme-retail.de.
0000501000,"Otto, Franziska",Gewerbepark,210,Berlin,10202,DE,,+49 69 2325 3276,otto-franziska@acme-retail.de
0000501001,BERGMANN LOGISTIK AG,Industriestraße,44,Frankfurt am Main,60357,DE,,+49 89 3270 8405,export@bergmann-logistik.de
0000501002,EICHBREG LADENBAU AG,Robert-Bosch-Straße,51,Graz,8015,AT,,,vertrieb@eichberg-ladenbau.at
0000501003,"Shanghai Lixin-Longxin Packaging Industrial Co, Ltd","Block 230, Longgang",District,Shanghai,,CN,,+86 532 940 8188,info@shanghai-lixin.com.cn
0000501004,DUVIVIER IMPRESSION SASU,,,Nantes,293175,FR,,,
0000501005,HOLLINGWOOD-ASHFORD FACILITIES PLC,"UNIT 16, RIVERSIDE INDUSTRIAL",ESTATE,Bristol,BS1 9QS,GB,,+44 113 951 5155,billing@hollingwood-ashford.co.uk
0000501006,Vermeer Techniek NV,Distributiestraat,71,Rotterdam,3058 GO,NL,,+31 30 351 8563,sales@vermeer-techniek.nl
0000501007,Clara Crestwood Limited,169 Station,Road,Leeds,LS1 7JH,GB,,+44 115 535 8202,ap@clara-crestwood.co.uk
0000501008,Albrecht Jana,Industriestraße,218,München,80353,XX,,+49 69 5996 3715,albrecht-jana@acme-retail.de
0000501009,Nowicki-Ostrowski Technologie SA,ul. Handlowa,151,Łódź,90-4,PL,,+48 12 959 9119,
0000501010,ROCHEFORT ALIMENTAIRE SARL,"ZI Nord, Lot",174,Lyon,69001,FR,,+33 3 4464 4478,
0000501011,MAIBACH GETRÄNKE GMBH,Carl-Benz-Straße,72,Nürnberg,90404,DE,,+49 69 6213 9719,info@maibach-getranke.de
0000501012,Toros Deri Ltd Şti,Atatürk Bulvarı,No:164,Denizli,20038,TR,,+90 258 392 9338,ap@toros-deri.com.tr
0000501013,Duarte Servicios and ^ Holdings,"Polígono Industrial Sur, Nave",84,Valencia,46037,ES,,+34 96 246 3323,contact@duarte-servicios.es
0000501014,"Xiamen Lixin-Meilin Furniture Industrial Co, Ltd",No. 16 Jinshan,Road,Xiamen,361084,UAE,,+86 755 284 8367,export@xiamen-lixin.com.cn
0000501015,PRATESI S.P.A.,Via Giuseppe Verdi,227,Prato,59130,IT,,+39 06 4081 62594,orders@pratesi-s.it
0000501016,"Qingdao Jiade and Zhenxing Co., Ltd.","Block 129, Longgang",District,Qingdao,266056,CN,,,finance@qingdao-jiade.com.cn
0000501017,WESTPHAL GETRÄNKE GMBH,Otto-Hahn-Straße,47,München,80409,DE,,+49 341 490 9831,vertrieb@westphal-getranke.de
0000501018,KESSLER-ACKERMANN TECHNIK GMBH,ROBERT-BOSCH-STRASSE,127,Düsseldorf,40217,DE,,+49 421 339 4201,vertrieb@kessler-ackermann.de
0000501019,HANSE AG,Am Handelshof,10,München,80387,DE,,+49 69 3171 3677,vertrieb@hanse.de
0000501020,AUBRY-MONTCLAIR COSMÉTIQUES SASU,142 Rue du,Commerce,Lille,59037,FR,,+33 2 8153 8353,comptabilite@aubry-montclair.fr
0000501021,Ashulia Accessories and Partner Ltd.,201 Tejgaon Industrial,Area,Narayanganj,1411,BD,,+880 2 9738 6662,
0000501022,KORNBLUM FRISCHDIENST AG,Otto-Hahn-Straße,38,Frankfurt am Main,,DE,,+49 69 8444 8336,einkauf@kornblum-frischdienst.de
0000501023,SONNENFELD AG,Zur Mühle,163,Linz,4020,AT,,+43 732 830056,export@sonnenfeld.at
0000501024,EICHBERG SYSTEME GMBH,Am Handelshof,146,Bremen,28234,DE,,+49 211 904 7821,vertrieb@eichberg-systeme.de
0000501025,ZAWADZKI-CIESLAK TECHNOLOGIE SP Z OO,ul. Kolejowa,32,Wrocław,50-089,PL,,+48 61 220 6488,purchasing@zawadzki-cieslak.pl
0000501026,Vogel Handels eK,Hauptstraße,66,Dresden,01126,DE,,+49 511 996 6859,verwaltung@vogel-handels.de
0000501027,HANSE LOGISTIK GMBH,Otto-Hahn-Straße,146,Graz,8015,AT,,+43 732 969222,
0000501028,VALMY ALIMENTAIRE SAS,212 Rue de,l'Industrie,Lyon,69016,FR,,+33 1 4646 7743,commercial@valmy-alimentaire.fr
0000501029,Sancerre Boissons SA,"ZI Nord, Lot",75,Paris,75010,FR,,+33 5 7945 8456,
0000501030,Cieślak Tekstylia Sp z oo,ul. Przemysłowa,24,Kraków,30-085,PL,,+48 12 630 6908,billing@cieslak-tekstylia.pl
0000501031,Oakridge and Stanmore Co.,11 Main,Street,Los Angeles,7140X,US,,+1 206 555 3865,purchasing@oakridge-stanmore.com
0000501032,FONTAINE TECHNOLOGIES SARL,42 Avenue de la,République,Marseille,13034,FR,,+33 5 7553 5551,contact@fontaine-technologies.fr
0000501033,Ellsworth Distribution Limited,"Unit 210, Trafford",Park,Birmingham,B7 5QB,GB,,+44 121 939 9653,sales@ellsworth-distribution.co.uk
0000501034,Vantage Limited,"Unit 94, Kingsway Business",Park,Leeds,LS11 9SG,GB,,+44 20 2078 7498,export@vantage.co.uk
0000501035,HAUSTEIN-OSTERBACH REINIGUNG GMBH,Fabrikweg,130,Essen,45132,DE,,+49 211 296 6682,vertrieb@haustein-osterbach.de
0000501036,Böhm Vertriebs KG,Feldweg,119,Bochum,44787,DE,,+41 94 2534 4483,buchhaltung@böhmvertriebskg.de
0000501037,Metzgerei Amann,Talstraße,87,Mannheim,68159,DE,,+33 70 5869 200,info@metzgereiamann.de
0000501038,Wendt Partnermarkt Rotterdam,Feldweg,168,Rotterdam,3011 AA,NL,,+49 51 1137 5778,bestellung@wendtpartnermarktr.nl
0000501039,Kaufmann Handels GmbH & Co. KG,Brückenstraße,195,Hannover,30159,DE,,+33 94 3880 4102,buchhaltung@kaufmannhandelsgmb.de
0000501040,Metzgerei Rohde,Hauptstraße,140,Bochum,44787,DE,,+31 56 3024 226,buchhaltung@metzgereirohde.de
0000501041,Kiosk Dittrich Hannover,Schulstraße,187,Hannover,30159,DE,,+49 57 2939 6458,buchhaltung@kioskdittrichhanno.de
0000501042,Bäckerei Brandes,Bahnhofstraße,73,Bochum,44787,DE,,+48 61 3463 5891,buchhaltung@bäckereibrandes.de
0000501043,Bäckerei Böhm,Industriering,123,Hannover,30159,DE,,+49 64 5212 2521,buchhaltung@bäckereiböhm.de
0000501044,Bäckerei Stein,Marktplatz,127,Hamburg,20095,DE,,+33 27 5191 147,einkauf@bäckereistein.de
0000501045,Rohde Partnermarkt Dortmund,Gewerbepark,189,Dortmund,44135,DE,,+48 54 4429 5963,info@rohdepartnermarktd.de
0000501046,Betriebskantine Sommer AG,Gewerbepark,101,Köln,50667,DE,,+48 56 9266 6413,einkauf@betriebskantinesom.de
0000501047,Frank Partnermarkt Münster,Feldweg,95,Münster,48143,DE,,,info@frankpartnermarktm.de
0000501048,Bäckerei Bergmann,Bahnhofstraße,230,Münster,48143,DE,,+41 40 9828 1341,einkauf@bäckereibergmann.de
0000501049,Kiosk Rohde Münster,Talstraße,90,Münster,48143,DE,,+31 36 5727 6913,info@kioskrohdemünster.de
0000501050,Bäckerei Gruber,Schulstraße,122,Duisburg,47051,DE,,+49 40 8271 6025,einkauf@bäckereigruber.de
0000501051,Ullrich Partnermarkt Augsburg,Bahnhofstraße,162,Augsburg,86150,DE,,+33 58 9605 9414,
0000501052,Kiosk Thiel Hannover,Talstraße,108,Hannover,30159,DE,,+49 67 9156 6825,bestellung@kioskthielhannover.de
0000501053,Bäckerei Vetter,Industriering,4,Rotterdam,3011 AA,NL,,+49 85 4107 1513,buchhaltung@bäckereivetter.nl
0000501054,Lehmann Partnermarkt Frankfurt am Main,Schulstraße,16,Frankfurt am Main,60311,DE,,+49 58 4188 7191,einkauf@lehmannpartnermark.de
0000501055,Amann Gastronomie GmbH,Am Hafen,188,Kiel,24103,DE,,+31 62 6889 1528,buchhaltung@amanngastronomiegm.de
0000501056,Hotel Dittrich München,Talstraße,33,München,80331,DE,,+33 65 4302 9387,info@hoteldittrichmünch.de
0000501057,Bergmann Partnermarkt Köln,Brückenstraße,34,Köln,50667,DE,,+48 27 5007 553,info@bergmannpartnermar.de
0000501058,Bäckerei Brandes 7,Feldweg,211,Duisburg,47051,DE,,+48 87 8320 104,einkauf@bäckereibrandes7.de
0000501059,Bäckerei Frank,Feldweg,112,Hannover,30159,DE,,+43 55 1932 2286,info@bäckereifrank.de
0000501060,Ziegler Vertriebs KG,Bahnhofstraße,218,Hannover,30159,DE,,+48 28 4818 7544,einkauf@zieglervertriebskg.de
0000501061,Metzgerei Rohde 19,Am Hafen,240,Köln,50667,DE,,+33 33 3144 5502,bestellung@metzgereirohde19.de
0000501062,Gruber Großhandel GmbH,Feldweg,171,Rotterdam,,NL,,+31 39 1502 1171,einkauf@grubergroßhandelgm.nl
0000501063,Rohde Handels GmbH & Co. KG,Hauptstraße,49,Kiel,24103,DE,,+48 57 3334 1307,bestellung@rohdehandelsgmbhco.de
0000501064,Metzgerei Sievers,Marktplatz,226,Bochum,44787,DE,,+33 25 1272 7810,buchhaltung@metzgereisievers.de
0000501065,Stein Gastronomie GmbH,Marktplatz,219,Mannheim,68159,DE,,+31 55 3983 508,info@steingastronomiegm.de
0000501066,Kiosk Thiel Karlsruhe,Industriering,193,Karlsruhe,76133,DE,,+33 25 4984 8018,info@kioskthielkarlsruh.de
0000501067,Böhm Gastronomie GmbH,Feldweg,101,Dresden,01067,DE,,+33 39 3513 7752,einkauf@böhmgastronomiegmb.de
0000501068,Metzgerei Vetter,Brückenstraße,12,Freiburg,79098,DE,,+49 54 2935 8206,buchhaltung@metzgereivetter.de
0000501069,Betriebskantine Clemens AG,Lindenweg,117,Bonn,53111,DE,,+49 30 8354 2170,info@betriebskantinecle.de
0000501070,Kiosk Vetter Augsburg,Schulstraße,29,Augsburg,86150,DE,,+48 84 3787 582,bestellung@kioskvetteraugsbur.de
0000501071,Kiosk Brandes Karlsruhe,Gewerbepark,203,Karlsruhe,1981,DE,,+33 94 7569 2520,buchhaltung@kioskbrandeskarlsr.de
0000501072,Betriebskantine Wendt AG,Talstraße,138,Bremen,28195,DE,,+33 77 7052 3976,buchhaltung@betriebskantinewen.de
0000501073,Kiosk Amann Essen,Industriering,114,Essen,45127,DE,,+31 36 1927 5428,einkauf@kioskamannessen.de
0000501074,Kiosk Brandes Düsseldorf,Feldweg,96,Düsseldorf,40213,DE,,+41 77 1295 2852,buchhaltung@kioskbrandesdüssel.de
0000501075,Kiosk Clemens Münster,Brückenstraße,48,Münster,48143,DE,,+33 66 1005 8610,einkauf@kioskclemensmünste.de
0000501076,Winkler Großhandel GmbH,Ringstraße,138,Dortmund,44135,DE,,+33 40 2110 3282,buchhaltung@winklergroßhandelg.de
0000501077,Ziegler Gastronomie GmbH,Ringstraße,73,Mannheim,68159,DE,,+31 62 6716 8942,bestellung@zieglergastronomie.de
0000501078,Kiosk Ziegler Augsburg,Gewerbepark,174,Augsburg,86150,DE,,+49 90 6720 8889,einkauf@kioskziegleraugsbu.de
0000501079,Hartmann Gastronomie GmbH,Brückenstraße,25,Zürich,8001,CH,,+31 95 1078 5663,einkauf@hartmanngastronomi.ch
0000501080,Gruber Großhandel GmbH 4,Schulstraße,32,Lyon,69001,FR,,+41 88 7115 2652,bestellung@grubergroßhandelgm.fr
0000501081,Hotel Böhm Kraków,Feldweg,10,Kraków,30-001,PL,,+49 91 9879 5598,bestellung@hotelböhmkraków.pl
0000501082,Metzgerei Lehmann,Bahnhofstraße,157,Hamburg,20095,DE,,+41 93 1837 2788,info@metzgereilehmann.de
0000501083,Hartmann Großhandel GmbH,Industriering,43,Wien,1010,AT,,+33 56 5749 1667,buchhaltung@hartmanngroßhandel.at
0000501084,Frank Gastronomie GmbH,Bahnhofstraße,208,Stuttgart,70173,DE,,+49 31 2173 7020,buchhaltung@frankgastronomiegm.de
0000501085,Engel Partnermarkt Bonn,Lindenweg,95,Bonn,53111,DE,,+31 32 8323 7261,info@engelpartnermarktb.de
0000501086,Betriebskantine Brandes AG,Bahnhofstraße,95,Frankfurt am Main,60311,DE,,+33 85 6064 3595,info@betriebskantinebra.de
0000501087,Hotel Sievers Wuppertal,Schulstraße,8,Wuppertal,42103,DE,,+43 73 3595 7566,buchhaltung@hotelsieverswupper.de
0000501088,Bäckerei Bergmann 15,Gewerbepark,67,Münster,48143,DE,,+49 68 4770 9323,buchhaltung@bäckereibergmann15.de
0000501089,Kiosk Rohde Münster 10,Schulstraße,197,Münster,48143,DE,,+41 29 7220 406,info@kioskrohdemünster1.de
0000501090,Bergmann Handels GmbH & Co. KG,Hauptstraße,215,München,80331,DE,,+43 53 5031 1136,bestellung@bergmannhandelsgmb.de
0000501091,Brandes Partnermarkt Augsburg,Ringstraße,237,Augsburg,86150,DE,,+31 36 1325 980,einkauf@brandespartnermark.de
0000501092,Bäckerei Krause,Feldweg,135,Mannheim,68159,DE,,+31 86 1906 8382,bestellung@bäckereikrause.de
0000501093,Amann Gastronomie GmbH 14,Bahnhofstraße,215,Nürnberg,90403,DE,,+48 23 5077 6095,einkauf@amanngastronomiegm.de
0000501094,Clemens Großhandel GmbH,Marktplatz,219,Hamburg,20095,DE,,+31 46 2679 1526,info@clemensgroßhandelg.de
0000501095,Sommer Gastronomie GmbH,Marktplatz,40,Graz,8010,AT,,+31 54 3157 9237,info@sommergastronomieg.at
0000501096,Kaufmann Vertriebs KG,Bahnhofstraße,191,Wuppertal,42103,DE,,+49 44 1262 3052,bestellung@kaufmannvertriebsk.de
0000501097,Clemens Großhandel GmbH 18,Ringstraße,69,Wuppertal,42103,DE,,+49 26 6920 2406,
0000501098,Gruber Gastronomie GmbH,Hauptstraße,189,Mannheim,68159,DE,,+43 99 5356 6183,bestellung@grubergastronomieg.de
0000501099,Hartmann Vertriebs KG,Industriering,142,Duisburg,47051,DE,,+48 89 8391 5795,info@hartmannvertriebsk.de
0000501100,Bäckerei Bergmann 16,Feldweg,62,Amsterdam,1012 AB,NL,,+49 39 9264 4620,bestellung@bäckereibergmann16.nl
0000501101,Metzgerei Wendt,Ringstraße,212,Lille,59000,FR,,+31 20 2622 2777,info@metzgereiwendt.fr
0000501102,Engel Partnermarkt Nürnberg,Lindenweg,21,Nürnberg,90403,DE,,+48 89 3922 6971,bestellung@engelpartnermarktn.de
0000501103,Clemens Handels GmbH & Co. KG,Marktplatz,36,Bonn,53111,DE,,+49 73 2567 3863,bestellungclemenshandelsgmbh.de
0000501104,Krause Großhandel GmbH,Marktplatz,198,Münster,48143,DE,,+31 30 1873 2793,info@krausegroßhandelgm.de
