LIFNR,KTOKK,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,LOEVM,SPERM,ERDAT
0000116442,KRED,Vogel Kosmetik AG,,VOGELKOSME,Robert-Bosch-Straße 37,Frankfurt am Main,60357,DE,DE,+49 511 632 4143,,DE760065469,,,2016-08-25
0000117001,KRED,Reinhardt Vertrieb & Partner AG,,REINHARDT,Fabrikweg 48,Nürnberg,90485,DE,DE,+49 40 4209 0214,export@reinhardt-vertrieb.de,DE435031279,,X,2017-11-09
0000117332,KRED,Hanse Textil GmbH,,HANSETEXTI,,Düsseldorf,40235,DE,DE,+49 421 236 4286,einkauf@hanse-textil.de,DE134346021,,,2022-09-04
0000117929,KRED,Wieland & Elbtal GmbH & Co. KG,,WIELAND EL,Fabrikweg 5,Leipzig,,DE,DE,+49 69 5573 8088,kontakt@wieland-elbtal.de,DE730183568,,,2017-08-18
0000118097,KRED,Donautal Ladenbau GmbH,,DONAUTALLA,Industriestraße 40,Köln,50687,DE,DE,+49 69 8699 6507,kontakt@donautal-ladenbau.de,DE662134640,,,2025-02-27
0000119537,KRED,Kessler Sicherheit GmbH,,KESSLER SI,Otto-Hahn-Straße 228,Dresden,01102,DE,DE,+49 511 758 9486,einkauf@kessler-sicherheit.de,DE549835243,,,2019-05-28
0000119901,KRED,Haustein-Osterbach Reinigung GmbH,,HAUSTEINOS,Fabrikweg 130,Essen,45132,DE,AR,+49 211 296 6682,vertrieb@haustein-osterbach.de,DE173549031,,,2022-07-31
0000120337,KRED,Bergmann AG,,BERGMANNAG,Werkstrasse 153,Basel,4053,CH,ZH,+41 22 700 3052,export@bergmann.ch,CHE-303.293.692 MWST,,,2020-04-02
0000120342,KRED,Westphal & Kaltenbach AG,,WESTPHALKA,Lindenallee 150,Dortmund,44174,DE,DE,+49 711 499 8095,export@westphal-kaltenbach.de,DE076237190,,,2025-11-19
0000121534,KRED,Seibert Handels GmbH & Co. KG,,SEIBERT HA,Bahnhofstraße 111,Berlin,10197,DE,DE,+49 69 5061 5057,,,,,2016-10-27
0000121666,KRED,Rainhardt Druck GmbH & Co. KG,,RAINHARDT,Bahnhofstraße 164,Dortmund,44138,DE,DE,+49 511 783 8876,einkauf@reinhardt-druck.de,,,,2024-03-12
0000121728,KRED,Steinhaus Kosmetik GmbH,,STEINHAUS,Zur Mühle 12,München,80340,DE,DE,+49 221 237 8620,info@steinhaus-kosmetik.de,DE585955305,,,2024-03-11
0000122291,KRED,Bühler-Brenner Druck GmbH,,BUHLERBREN,Otto-Hahn-Straße 40,Stuttgart,70217,DE,DE,+49 221 808 0179,info@buhler-brenner.de,DE853616871,,,2023-10-20
0000123112,KRED,Grünwald GmbH,,GRUNWALD G,Otto-Hahn-Straße 176,Berlin,10166,DE,DE,+49 30 7928 4848,info@grunwald.de,DE955281673,,,2016-08-24
0000123207,KRED,Lorenz Druck AG,,LORENZ DRU,Lindenallee 38,Berlin,10142,DE,DE,+49 30 5142 8467,einkauf@lorenz-druck.de,DE905352391,,,2020-01-16
0000123378,KRED,Kranich Frischdienst GmbH & Co. KG,,KRANICH FR,Am Handelshof 105,Stuttgart,70211,DE,DE,+49 421 989 4034,info@kranich-frischdienst.de,DE801076094,,,2022-05-05
0000123969,KRED,Westphal Druck GmbH,,WESTPHALDR,Otto-Hahn-Straße 146,Salzburg,5021,AT,DE,,kontakt@westphal-druck.at,ATU56633192,X,,2023-02-08
0000124059,KRED,Wieland-Maibach Logistik GmbH & Co. KG,,WIELANDMAI,Fabrikweg 43,Bremen,28226,DE,DE,+49 40 8821 6395,rechnung@wieland-maibach.de,DE208752810,,,2026-01-02
0000124651,KRED,Westphal Frischdienst GmbH,,WESTPHAL F,Hafenstraße 201,München,80413,DE,DE,+49 341 219 8205,einkauf@westphal-frischdienst.de,DE169314571,,,2021-10-15
0000125166,KRED,Westphal-Schönfeld Logistik GmbH & Co. KG,,WESTPHALSC,Bahnhofstraße 156,Essen,45150,DE,DE,+49 421 234 3987,office@westphal-schonfeld.de,DE202224883,,,2020-06-03
0000125445,KRED,Nordwind Lebensmittel & Partner e.K.,,NORDWINDLE,Carl-Benz-Straße 229,München,80376,DE,DE,+49 421 962 1923,vertrieb@nordwind-lebensmittel.de,DE901302234,,,2018-01-21
0000125905,KRED,Vogel Service e.K.,,VOGEL SERV,Am Handelshof 102,Hannover,,DE,DE,+49 211 993 4601,export@vogel-service.de,DE412506434,,,2024-03-16
0000125965,KRED,Marion Tannhof AG,- Zweigniederlassung -,MARION TAN,Zur Mühle 71,,90487,DE,DE,+49 211 261 0825,office@marion-tannhof.de,DE755877497,,,2021-04-03
0000126439,KRED,Hanse Logistik GmbH,,HANSELOGIS,Otto-Hahn-Straße 146,Graz,8015,AT,DE,+43 732 969222,,ATU50585525,X,,2019-01-09
0000126652,KRED,Lindner & Reinhardt SA,,LINDNER RE,Industriestrasse 132,Bern,3012,CH,DE,+41 31 429 8383,export@lindner-reinhardt.ch,CHE-252.911.666 MWST,X,,2010-09-28
0000127822,KRED,Kornblum Systeme e.K.,,KORNBLUMSY,Otto-Hahn-Straße 215,Münster,48164,DE,DE,+49 40 5131 2467,info@kornblum-systeme.de,DE062488070,,,2023-12-14
0000129113,KRED,Sonnenfeld-Eichberg Service AG,Werk Nord,,Hafenstraße 114,Salzburg,5020,AT,DE,+43 1 9097 8482,office@sonnenfeld-eichberg.at,ATU90883308,,,2016-12-17
0000129531,KRED,Eichberg Textil AG,,EICHBERG T,Lindenallee 224,Berlin,10127,DE,DE,+49,einkauf@eichberg-textil.de,DE814174429,,,2025-08-29
0000130731,KRED,Bühler Möbel & Partner GmbH & Co. KG,,BUHLER MOB,Otto-Hahn-Straße 191,Hannover,30243,DE,DE,+49 211 817 7695,vertrieb@buhler-mobel.de,DE396474389,,,2022-11-16
0000130885,KRED,SchÃ¶nfeld-Vogel Verpackungen GmbH,,SCHONFELDV,Hafenstraße 85,Berlin,10117,DE,DE,+49 69 8806 3172,service@schonfeld-vogel.de,DE757765575,,,2021-01-03
0000131830,KRED,Elbtal GmbH,,ELBTAL GMB,Am Handelshof 131,Frankfurt am Main,60336,DE,DE,+49 511 711 6512,,DE290181991,,,2023-06-09
0000131962,KRED,Schwarzwald Service & Partner GmbH,,SCHWARZWAL,Bahnhofstraße 76,Stuttgart,70237,DE,DE,+49 30 2366 4694,service@schwarzwald-service.de,DE696907034,,,2023-08-08
0000132829,KRED,Sonnenfeld Logistik G.m.b.H.,,SONNENFELD,Bahnhofstraße 92,Essen,45216,DE,DE,+49 69 8697 2154,verwaltung@sonnenfeld-logistik.de,DE439397673,,,2024-12-01
0000133574,KRED,Clara Lorenz GmbH,,CLARALOREN,Robert-Bosch-Straße 129,Salzburg,5021,XX,DE,+43 316 485905,info@clara-lorenz.at,ATU21624586,,,2020-12-10
0000133892,KRED,Bühler Textil e.K.,,BUHLER TEX,Otto-Hahn-Straße 192,Leipzig,04188,DE,DE,+49 89 3655 3070,,DE802771253,,X,2011-02-05
0000134291,KRED,Vogel-Hanse Systeme GmbH,- Zweigniederlassung -,VOGELHANSE,Carl-Benz-Straße 159,Berlin,10116,DE,DE,+49 341 664 4820,buchhaltung@vogel-hanse.de,DE062550255,,,2025-05-18
0000134389,KRED,Sophie Osterbach GmbH,,SOPHIEOSTE,Hafenstraße 141,Leipzig,04129,DE,DE,+49 40 6876 9384,export@sophie-osterbach.de,de499295899,,,2025-07-25
0000134952,KRED,Nordwind Vertrieb GmbH,,NORDWINDVE,Hafenstraße 184,Dortmund,44183,DE,DE,+49 221 626 8722,info@nordwind-vertrieb.de,DE214529008,,,2017-04-21
0000135767,KRED,Julia Nordwind AG,,JULIA NORD,Gewerbepark 78,Leipzig,04158,DE,DE,,einkauf@julia-nordwind.de,,,,2026-01-12
0000135895,KRED,Schwarzwald Elektronik GmbH,Geschäftsbereich Handel,SCHWARZWAL,Zur Mühle 189,Hamburg,N/A,DE,DE,+49 89 6816 2437,buchhaltung@schwarzwald-elektronik.de,DE478772893,,,2025-06-27
0000136046,KRED,Schwarzwald e.K.,,SCHWARZWAL,Industriestraße 198,Hamburg,20149,DE,DE,-,info@schwarzwald-e.de,DE443337382,,,2026-02-24
0000136420,KRED,Kaltenbach & Donautal AG,,KALTENBACH,Bahnhofstrasse 16,Basel,4055,CH,DE,x,service@kaltenbach-donautal.ch,CHE-598.496.821 MWST,,,2020-06-26
0000136948,KRED,KALTENBACH HANDELS GMBH,,KALTENBACH,HAUPTSTRASSE 174,Münster,48186,DE,DE,+49 341 868 6616,verwaltung@kaltenbach-handels.de,198033554,,,2024-05-12
0000136982,KRED,BUHLER GMBH & CO. KG,,BUHLER GMB,ZUR MUHLE 112,Berlin,10161,DE,DE,+49 211 250 1015,kontakt@buhler.de,DE020819847,,,2018-04-12
0000137019,KRED,WEISSMANN-KESSLER FRISCHDIENST GMBH,,WEISSMANNK,FABRIKWEG 189,Wien,1017,AT,DE,+43 316 207479,verwaltung@weissmann-kessler.at,ATU50369027,,,2022-10-03
0000137190,KRED,Kornblum Lebensmittel GmbH,,KORNBLUM L,Am Handelshof 226,Dortmund,44136,DE,DE,+49 30 4489 1195,kontakt@kornblum-lebensmittel.de,,X,,2017-08-03
0000137278,KRED,Donautal-Maibach Systeme AG,,DONAUTALMA,Lindenallee 41,Frankfurt am Main,60357,DE,DE,+49 40 3203 9770,buchhaltung@donautal-maibach.de,DE408292735,,,2025-11-14
0000137528,KRED,Ackermann Systeme e.K.,,ACKERMANN,Am Handelshof 185,Düsseldorf,40299,DE,DE,+49 89 3234 3798,vertrieb@ackermann-systeme.de,DE725076568,,,2019-06-07
0000138396,KRED,  Maibach  AG ,,MAIBACH AG,Gewerbepark 130,Berlin,10127,DE,DE,+49 711 675 5866,,DE232843740,,,2021-06-26
0000139322,KRED,Weissmann Logistik GmbH,,WEISSMANN,Fabrikweg 68,Nürnberg,90465,DE,DE,+49 221 533 2414,kontakt@weissmann-logistik.de,DE973985650,,,2026-01-18
0000140144,KRED,Osterbach Logistik & Partner e.K.,,OSTERBACH,Carl-Benz-Straße 166,Dortmund,44172,DE,DE,+49 711 403 5177,verwaltung@osterbach-logistik.de,DE683905307,,,2022-12-24
0000140289,KRED,Steinhaus Ladenbau GmbH,,STEINHAUS,Hauptstraße 158,Stuttgart,70243,DE,DE,+49 421 421 5996,rechnung@steinhaus-ladenbau.de,,,,2024-01-20
0000140376,KRED,Mühlbach Technik & Partner GmbH,,MUHLBACH T,Hafenstraße 231,Hannover,30203,DE,DE,+49 511 874 4757,kontakt@muhlbach-technik.de,DE112960653,,,2010-11-09
0000140416,KRED,Maibach Systeme & Partner GmbH,,MAIBACH SY,Fabrikweg 76,Dresden,01154,DE,DE,+49 341 924 4336,verwaltung@maibach-systeme.de,DE339736759,,,2026-02-24
0000140419,KRED,Lindner-Kornblum Ladenbau GmbH,,LINDNERKOR,Am Handelshof 209,Nürnberg,90483,DE,DE,+49 711 836 1150,"purchasing@lindner-kornblum.de,lindner-kornblum.de",DE464945790,,,2022-05-16
0000140469,KRED,Hanse AG,,HANSE AG,Am Handelshof 10,München,80387,DE,DE,+49 69 3171 3677,vertrieb@hanse.de,DE816707283,,,2022-04-06
0000140736,KRED,Adler Handels & Partner GmbH & Co. KG,,ADLER HAND,Gewerbepark 147,Köln,50681,DE,DE,+49 89 3440 5575,einkauf@adler-handels.de,DE033542781,,,2021-10-17
0000140751,KRED,Vogel Handels e.K.,,VOGELHANDE,Hauptstraße 66,Dresden,01126,DE,DE,+49 511 996 6859,verwaltung@vogel-handels.de,,,,2017-06-20
0000141156,,Mühlbach Vertrieb GmbH & Co. KG,,MUHLBACH V,Hafenstraße 123,Hannover,30210,DE,DE,+49 421 785 3483,export@muhlbach-vertrieb.de,DE121963219,,X,2016-08-12
0000141682,KRED,Bergmann GmbH,,BERGMANN G,Otto-Hahn-Straße 92,Frankfurt am Main,60366,DE,DE,+49 30 4719 4670,kontakt@bergmann.de,DE926867339,,,2019-08-30
0000141748,KRED,Adler Verpackungen & Partner AG,,ADLER VERP,Hafenstraße 232,Leipzig,04171,DE,DE,+49 341 682 1195,einkauf@adler-verpackungen.de,DE113604018,,,2016-12-09
0000141824,KRED,Kessler Lebensmittel GmbH & Co. KG,,KESSLER LE,Carl-Benz-Straße 85,Köln,50695,DE,DE,+49 40 4018 0068,einkauf@kessler-lebensmittel.de,DE384725896,,,2019-08-06
0000142126,KRED,Hanse-Lorenz Elektronik GmbH,,HANSELOREN,Am Handelshof 158,Köln,50708,DE,DE,+49 221 678 4437,,DE760480936,,,2023-05-31
0000142990,KRED,Kornblum Textil GmbH,,KORNBLUMTE,Hafenstraße 182,München,80331,DE,DE,+49 711 235 5461,vertrieb@kornblum-textil.de,DE052777289,,,2021-01-07
0000143565,KRED,Nordwind-Maibach Technik e.K.,,NORDWINDMA,Lindenallee 65,Frankfurt am Main,60358,DE,DE,+49 211 359 8155,vertrieb@nordwind-maibach.de,DE597023771,,,2022-08-20
0000144719,KRED,Steinhaus-Schwarzwald Druck AG,Abteilung Einkauf,STEINHAUSS,Hafenstraße 181,Köln,50756,DE,DE,+49 421 956 2498,vertrieb@steinhaus-schwarzwald.de,DE838387161,,,2022-10-15
0000145724,KRED,Haustein Service e.K.,,HAUSTEINSE,Gewerbepark 193,Köln,50671,DE,DE,+49 711 562 3937,einkauf@haustein-service.de,DE507806077,,,2024-06-19
0000146450,KRED,Seibert-Kornblum Service GmbH,,SEIBERTKOR,Bahnhofstraße 226,Frankfurt am Main,60340,DE,DE,+49 30 3505 9941,service@seibert-kornblum.de,DE809286896,,,2018-03-21
0000146536,KRED,Kranich Getränke AG,,KRANICH GE,Lindenallee 152,Leipzig,04106,DE,DE,+49 341 364 6395,export@kranich-getranke.de,DE699072167,,,2010-05-02
0000147105,KRED,BRENNER REINIGUNG & PARTNER GMBH,,BRENNER RE,ZUR MUHLE 41,Köln,50693,DE,DE,+49 511 816 2526,export@brenner-reinigung.de,DE921995147,,,2020-11-19
0000147937,KRED,XXX,,XXX,Werkstrasse 150,Genève,1201,CH,DE,,info@hanse-sicherheit.ch,CHE-688.611.784 MWST,X,,2025-12-18
0000148498,KRED,Kessler & Weissmann GmbH,,KESSLERWEI,Robert-Bosch-Straße 202,Nürnberg,90458,DE,DE,+49 30 4812 3823,,DE579661282,,,2023-08-21
0000149193,KRED,Schwarzwald Systeme AG,,SCHWARZWAL,Bahnhofstraße 144,Köln,50683,DE,DE,+49 211 570 9717,service@schwarzwald-systeme.de,DE957796960,,,2019-09-14
0000149321,KRED,Hochstätt Vertrieb & Partner GmbH & Co. KG,- Zweigniederlassung -,HOCHSTATTV,Lindenallee 213,Dortmund,44155,DE,DE,+49 211 830 7025,office@hochstatt-vertrieb.de,,,,2022-02-26
0000149782,KRED,Lindner Kosmetik GmbH & Co. KG,,LINDNERKOS,Robert-Bosch-Straße 207,Frankfurt am Main,60345,DE,DE,+49 421 438 6083,vertrieb@lindner-kosmetik.de,,,,2020-09-18
0000150188,KRED,Haustein Kosmetik & Partner AG,,HAUSTEIN K,Robert-Bosch-Straße 213,Essen,45150,DE,DE,+49 221 615 1349,vertrieb@haustein-kosmetik.de,DE062654332,,,2016-08-01
0000150302,KRED,Elbtal & Wieland GmbH,,ELBTAL WIE,Hauptstraße 44,Essen,45160,DE,DE,+49 421 985 8654,service@elbtal-wieland.de,DE135417567,,,2024-03-28
0000150315,KRED,Nordwind Vertrieb GmbH,,NORDWINDVE,Carl-Benz-Straße 195,München,80345,DE,DE,+49 40 2750 5794,munchen@nordwind-vertrieb.de,DE065476386,,,2024-07-05
0000150336,KRED,Nordwind-Mühlbach Verpackungen e.K.,,NORDWINDMU,Robert-Bosch-Straße 158,Dortmund,44136,DE,DE,+49 30 4408 7034,service@nordwind-muhlbach.de,DE152478630,,,2021-10-19
0000150389,KRED,Rheinland Systeme GmbH,,RHEINLAND,Gewerbepark 7,Leipzig,04153,DE,DE,,service@rheinland-systeme.de,DE309032573,,,2023-03-28
0000150392,KRED,Brenner Elektronik GmbH,c/o Zentralregulierung Nord,BRENNER EL,Zur Mühle 167,Düsseldorf,40222,DE,DE,+49 221 532 5969,buchhaltung@brenner-elektronik.de,DE782435216,,,1900-01-01
0000150906,KRED,Weissmann Reinigung GmbH,,WEISSMANN,Industriestraße 240,Hannover,30210,DE,DE,+49 40 9020 9262,buchhaltung@weissmann-reinigung.de,,,,2025-04-10
0000151150,KRED,  Schwarzwald  Druck & Partner AG ,,SCHWARZWAL,Hafenstraße 53,Köln,50708,DE,DE,+49 89 8573 2390,kontakt@schwarzwald-druck.de,DE966273174,,,2026-04-30
0000151944,KRED,Brenner Frischdienst AG,,BRENNER FR,Robert-Bosch-Straße 227,Essen,45128,DE,DE,+49 30 8804 7319,einkauf@brenner-frischdienst.de,DE589807121,,,2017-11-18
0000152519,KRED,SchÃ¶nfeld & Nordwind GmbH,,SCHONFELDN,Fabrikweg 57,Hamburg,20114,DE,DE,,export@schonfeld-nordwind.de,DE428975872,,,2016-11-11
0000153383,KRED,Hanse-Osterbach Systeme GmbH,,HANSEOSTER,Hauptstraße 121,Stuttgart,70204,DE,DE,+49 211 975 8884,,DE239190432,,,2018-09-24
0000153630,KRED,Martin Mühlbach AG,,MARTIN MUH,Bahnhofstraße 12,Nürnberg,90426,DE,DE,+49 421 493 6912,rechnung@martin-muhlbach.de,DE854438119,,,2021-08-17
0000153881,KRED,Tannhof AG,,TANNHOF AG,Seestrasse 65,Genève,1209,CH,DE,+41 61 293 2906,export@tannhof.ch,CHE-959.785.267 MWST,X,,2024-05-06
0000153885,KRED,Elbtal & Vogel GmbH,,ELBTAL VOG,Hafenstraße 10,Düsseldorf,40279,DE,DE,+49 421 894 0749,export@elbtal-vogel.de,DE921527453,,,2017-10-19
0000154065,KRED,Wieland Technik AG,,WIELAND TE,Werkstrasse 173,Genève,1206,CH,DE,+41 22 481 4485,kontakt@wieland-technik.ch,CHE-437.161.200 MWST,,,2026-04-28
0000154106,KRED,Mühlbach Service GmbH,,MUHLBACHSE,Industriestraße 26,Frankfurt am Main,60380,DE,DE,+49 421 290 4788,rechnung@muhlbach-service.de,DE479910062,,,2024-03-08
0000154240,KRED,Reinhardt Sicherheit GmbH,,REINHARDT,Robert-Bosch-Straße 233,Dresden,01129,DE,DE,+49 69 4238 8402,verwaltung@reinhardt-sicherheit.de,,,,2024-08-30
0000154300,KRED,Sophie Seibert GmbH,,SOPHIESEIB,Fabrikweg 195,München,80333,DE,DE,+49 221 878 1310,buchhaltung@sophie-seibert.de,DE990319947,,,2023-12-03
0000154309,KRED,Schwarzwald Lebensmittel & Partner GmbH,,SCHWARZWAL,Hauptstraße 102,Frankfurt am Main,60364,DE,DE,+49 211 688 3860,info@schwarzwald-lebensmittel.de,DE906930477,,,2020-01-12
0000154454,KRED,Schwarzwald Sicherheit GmbH,Werk Nord,SCHWARZWAL,Carl-Benz-Straße 218,Hannover,30239,DE,DE,,vertrieb@schwarzwald-sicherheit.de,DE811675861,,,2018-02-21
0000154689,KRED,Bergmann Kosmetik & Partner e.K.,,BERGMANN K,Hauptstraße 238,Essen,45206,de,DE,+49 69 7568 3395,buchhaltung@bergmann-kosmetik.de,DE919491498,,,2020-04-27
0000154806,KRED,Sophie Weissmann GmbH,c/o Zentralregulierung Nord,SOPHIEWEIS,Bahnhofstraße 188,Düsseldorf,40222,DE,DE,+49 30 9555 2751,info@sophie-weissmann.de,DE500528587,,,2022-06-30
0000155023,KRED,Mühlbcah e.K.,,MUHLBCAH E,Industriestraße 141,Hamburg,20151,DE,DE,+49 30 8030 1213,buchhaltung@muhlbach-e.de,,,,2022-10-24
0000155705,KRED,Sonnenfeld-Kaltenbach Reinigung GmbH,,SONNENFELD,Carl-Benz-Straße 41,Hamburg,20124,DE,DE,+49 30 2161 4103,buchhaltung@sonnenfeld-kaltenbach.de,DE935480434,,,2021-05-02
0000155724,KRED,Wieland & Tannhof GmbH,,WIELAND TA,Robert-Bosch-Straße 201,Essen,45173,DE,DE,+49 511 682 5426,export@wieland-tannhof.de,DE907560879,,,2018-11-27
0000156174,KRED,Martin Steinhaus GmbH & Co. KG,,MARTINSTEI,Hafenstraße 100,Dortmund,44155,DE,PT,+49 89 2103 9927,export@martin-steinhaus.de,DE429838290,,,2017-09-06
0000157414,KRED,Lindner & Sonnenfeld e.K.,,LINDNER SO,Gewerbepark 130,Hannover,30229,DE,DE,+49 69 8561 9928,service@lindner-sonnenfeld.de,DE079856846,,,2020-03-22
0000157898,KRED,Brenner-Kessler Logistik GmbH,,BRENNERKES,Otto-Hahn-Straße 150,Köln,50679,DE,DE,N/A,vertrieb@brenner-kessler.de,DE682193930,,,2017-05-14
0000159437,KRED,Seibert Druck e.K.,Werk Nord,SEIBERT DR,Carl-Benz-Straße 123,Dortmund,44173,DE,DE,+49 40 8790 4935,export@seibert-druck.de,DE720860169,,,2018-08-07
0000159510,KRED,Brenner Service & Partner AG,Geschäftsbereich Handel,BRENNER SE,Bahnhofstrasse 148,Genève,1207,CH,DE,+41 31 658 2265,service@brenner-service.ch,CHE-619.576.802 MWST,,,2025-10-20
0000160363,KRED,Sophie Falkenstein GmbH,,SOPHIE FAL,Robert-Bosch-Straße 121,Hannover,30185,DE,DE,+49 89 2735 3439,kontakt@sophie-falkenstein.de,DE457074922,,,2016-11-13
0000160771,KRED,Bergmann Logistik AG,,BERGMANN L,Industriestraße 44,Frankfurt am Main,60357,DE,DE,+49 89 3270 8405,export@bergmann-logistik.de,DE838640691,,,2021-03-19
0000160908,KRED,Hanse Frischdienst e.K.,,HANSE FRIS,Gewerbepark 164,Dresden,01133,DE,DE,+49 221 422 7418,verwaltung@hanse-frischdienst.de,DE178758683,,,2018-05-01
0000161147,KRED,RHEINLAND-TANNHOF LADENBAU GMBH,,RHEINLANDT,LINDENALLEE 128,München,80402,DE,DE,+49 421 768 8992,service@rheinland-tannhof-16.de,DE642025012,,,2022-04-21
0000161166,KRED,Julia Maibach GmbH,,JULIA MAIB,Gewerbepark 222,Nürnberg,90475,DE,DE,+49 40 3120 0467,mailto:info@julia-maibach.de,DE700295071,,,2024-08-23
0000162002,KRED,Osterbach Elektronik SA,,OSTERBACHE,Industriestrasse 207,Zürich,8009,CH,DE,+41 22 251 1923,vertrieb@osterbach-elektronik.ch,CHE-522.369.030 MWST,X,,2024-11-10
0000162196,KRED,Adler Druck e.K.,,ADLER DRUC,,Hamburg,20170,DE,DE,+49 221 334 6345,rechnung@adler-druck.de,DE798940172,,,2017-07-09
0000162598,KRED,  Kornblum-Adler  Ladenbau GmbH & Co. KG ,,KORNBLUMAD,Hauptstraße 68,Berlin,10164,DE,DE,+49 211 953 2871,export@kornblum-adler.de,DE667984480,,,2022-01-14
0000162850,KRED,Andreas Vogel e.K.,,ANDREAS VO,Industriestraße 95,Dortmund,44211,DE,DE,+49 341 525 3041,rechnung@andreas-vogel.de,DE787399280,,,2022-04-21
0000162989,KRED,Bergmann-Kaltenbach Technik GmbH,Abteilung Einkauf,BERGMANNKA,Otto-Hahn-Straße 57,Berlin,10170,DE,DE,+49 40 8792 3835,rechnung@bergmann-kaltenbach.de,DE733561515,,,2024-01-25
0000163210,KRED,Eichberg-Vogel Service e.K.,,EICHBERGVO,Zur Mühle 120,Leipzig,04139,DE,DE,+49 711 636 0050,verwaltung@eichberg-vogel.de,DE330468366,,,2020-10-28
0000163550,KRED,  Weissmann  Sicherheit AG ,,WEISSMANN,Robert-Bosch-Straße 155,München,80413,DE,DE,+49 89 3755 2084,buchhaltung@weissmann-sicherheit.de,DE333006576,,,2025-06-29
0000164710,KRED,Westphal Vertrieb & Partner GmbH,,WESTPHAL V,Hauptstraße 235,Dresden,01113,DE,PT,+49 711 422 7234,verwaltung@westphal-vertrieb.de,DE481281264,,,2016-12-27
0000164720,KRED,Bühler & Bergmann e.K.,c/o Zentralregulierung Nord,BUHLER BER,Fabrikweg 139,Bremen,28235,DE,DE,+49 511 217 4104,kontakt@buhler-bergmann.de,DE456904315,,,2012-12-06
0000165281,KRED,Brenner GmbH,Logistikzentrum Ost,BRENNER GM,Hauptstraße 38,Salzburg,5028,AT,DE,+43 662 639281,export@brenner.at,ATU57401063,,,2025-02-21
0000165395,KRED,Vogel & Wieland GmbH & Co. KG,,VOGELWIELA,Lindenallee 86,Essen,45165,DE,DE,,buchhaltung@vogel-wieland.de,DE451573498,,,2022-11-08
0000165805,KRED,Lindner-Eichberg Elektronik GmbH,,LINDNEREIC,Hauptstraße 83,Stuttgart,70177,DE,DE,+49 221 714 1788,kontakt@lindner-eichberg.de,de241291780,,,2020-05-27
0000165845,KRED,Lorenz Logistik GmbH,,LORENZ LOG,Industriestraße 139,Nürnberg,90403,DE,PT,+49 341 381 9783,einkauf@lorenz-logistik.de,DE934632079,,,2016-11-10
0000166556,KRED,Hanse-Adler Service AG,,HANSEADLER,Carl-Benz-Straße 23,Nürnberg,90410,DE,DE,+49 711 500 5534,office@hanse-adler.de,DE964844968,,,2023-06-22
0000166707,KRED,Sonnenfeld Systeme e.K.,,SONNENFELD,Lindenallee 101,Frankfurt am Main,60379,,DE,+49 511 327 3209,export@sonnenfeld-systeme.de,DE705518583,,,2024-09-09
0000166833,KRED,Kranich Systeme GmbH & Co. KG,,KRANICH SY,Zur Mühle 104,Frankfurt am Main,60313,DE,DE,+49 511 869 3699,buchhaltung@kranich-systeme.de,DE000917436,,,2018-06-02
0000166960,KRED,Steinhaus Logistik e.K.,,STEINHAUSL,Hauptstraße 75,Dresden,01118,DE,DE,+49 421 741 0160,einkauf@steinhaus-logistik.de,DE779222616,,,2024-01-12
0000167193,KRED,Kranich-Brenner Möbel GmbH,,KRANICHBRE,Hauptstraße 199,Nürnberg,90434,DE,DE,+49 341 648 6750,rechnung@kranich-brenner.de,DE978496868,,,2019-11-23
0000167400,KRED,Wieland Systeme GmbH,,WIELAND SY,Industriestraße 198,Frankfurt am Main,60309,DE,DE,+49 511 813 7285,buchhaltung@wieland-systeme.de,DE344510682,,,2020-03-12
0000168468,KRED,NORDWIND-TANNHOF DRUCK GMBH,,NORDWINDTA,ROBERT-BOSCH-STRASSE 217,Stuttgart,70259,DE,DE,+49 711 682 4163,info@nordwind-tannhof.de,DE570313103,X,,2022-05-08
0000169124,KRED,Hochstätt Möbel AG,,HOCHSTATT,Hauptstraße 43,Münster,48199,DE,DE,+49 69 2899 1039,,DE882561460,,,2022-04-18
0000169791,KRED,Rheinland & Kornblum AG,,RHEINLANDK,Bahnhofstraße 52,Graz,8010,AT,DE,+43 316 887332,vertrieb@rheinland-kornblum.at,ATU57475412,,,2022-05-30
0000170022,KRED,Kornblum Service AG,,KORNBLUM S,Industriestraße 65,Hannover,30234,DE,DE,+49 89 5342 3596,kontakt@kornblum-service.de,DE151927014,,,2021-08-03
0000170074,KRED,Reinhardt GmbH,,REINHARDT,Hauptstraße 132,Nürnberg,90478,DE,DE,+49 341 531 8026,export@reinhardt.de,DE027483074,,,2024-08-07
0000170391,KRED,Westphal Getränke GmbH,Logistikzentrum Ost,WESTPHAL G,Otto-Hahn-Straße 47,München,80409,DE,DE,+49 341 490 9831,vertrieb@westphal-getranke.de,DE053694661,,,2026-01-25
0000171273,KRED,Steinhaus Textil GmbH,,STEINHAUST,Otto-Hahn-Straße 233,Hamburg,20146,DE,DE,+49 711 671 4185,rechnung@steinhaus-textil.de,DE215787166,,,2019-02-23
0000171900,KRED,Donautal AG,- Zweigniederlassung -,DONAUTALAG,Bahnhofstraße 179,Salzburg,5028,AT,DE,,office@donautal.at,ATU90299265,X,,2019-04-15
