LIFNR,KTOKK,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,LOEVM,SPERM,ERDAT
0000000514,ZRAW,Lactalis Food Ingredients 514,,LACTALISF,926 Harbor Road,Atlanta,30303,US,EN,+12-290-4336572,contact@lactalis.food.ingredients.com,86-9918107,,,2021-08-12
0000000515,ZSRV,Del Monte Toll Manufacturing 515,Regional HQ,DELMONTE,23 Logistics Boulevard,Glasgow,G1 1AA,GB,EN,+43-601-7600153,contact@del.monte.toll.manufactur.com,GB427413432,,,2017-10-05
0000000516,ZPKG,Smurfit Kappa Corrugated 516,Regional HQ,SMURFITKA,364 Freight Terminal Drive,New York,10001,US,EN,+81-363-7495644,contact@smurfit.kappa.corrugated..com,45-2040350,,,2016-04-30
0000000517,ZSRV,NFI Dedicated Fleet & Crossdock 517,,NFIDEDICA,156 Harbor Road,Amsterdam,1012,NL,FR,+18-189-7412371,contact@nfi.dedicated.fleet.and.c.com,NL98171888,,,2021-11-02
0000000518,ZSRV,Kalyan Retail Display & POS Solutio,,KALYANRET,703 Central Way,Glasgow,G1 1AA,GB,EN,+20-536-6240913,contact@kalyan.retail.display.and.com,GB715145139,,,2022-10-15
0000000519,ZRAW,Kalsec Natural Herb Extracts & Colo,,KALSECNAT,212 Commerce Way,Dallas,75201,US,EN,+18-416-9787997,contact@kalsec.natural.herb.extra.com,97-4394202,,,2017-07-07
0000000520,ZSRV,De-Roose Private Label Co-Packing 5,,DE-ROOSEP,672 Agri Park Road,Geneva,1201,CH,DE,+69-836-2986209,contact@de-roose.private.label.co.com,CH84804948,,,2018-01-24
0000000521,ZRAW,FMC BioPolymer Food Texturizers 521,,FMCBIOPOL,745 Industrial Park West,Rio de Janeiro,20000-000,BR,PT,+96-941-5593537,contact@fmc.biopolymer.food.textu.com,62.521.410/0001-66,,,2017-09-14
0000000522,ZPKG,Gerresheimer Glass Packaging 522,,GERRESHEIM,27 Supply Chain Park,Munich,80331,DE,DE,+30-710-4895376,contact@gerresheimer.glass.packag.com,DE757518717,,,2018-08-03
0000000523,ZSRV,Stora Enso Brand Activation Display,Regional HQ,STORAENSO,705 Avenida Industrial,Hamburg,20095,DE,DE,+92-765-7273997,contact@stora.enso.brand.activati.com,DE603330974,,,2018-01-23
0000000524,ZRAW,Fonterra Dairy Commodities 524,Logistics Terminal,FONTERRAD,168 Brewery Street,Dallas,75201,US,EN,+53-327-4402982,contact@fonterra.dairy.commoditie.com,11-5527477,,,2018-04-17
0000000525,ZPKG,Huhtamaki Foodservice Packaging 525,,HUHTAMAKI,888 Avenida Industrial,Nuremberg,90402,DE,DE,+32-537-7792537,contact@huhtamaki.foodservice.pac.com,DE591285126,,,2016-06-20
0000000526,ZSRV,SKF Food Line Bearings & Lubricatio,,SKFFOODL,738 Harbor Road,Pune,411001,IN,EN,+83-996-1646123,contact@skf.food.line.bearings.an.com,27X9784Q1Z5,,,2021-11-02
0000000527,ZPKG,Sonoco Products Industrial 527,,SONOCOPRO,899 Central Way,Chicago,60601,US,EN,+72-496-9659168,contact@sonoco.products.industria.com,60-1658532,,,2023-01-27
0000000528,ZPKG,Crown Cork & Seal Europe 528,,CROWNCORK,408 Freight Terminal Drive,Nuremberg,90402,DE,DE,+60-270-8087739,contact@crown.cork.and.seal.europ.com,DE406998453,,,2019-04-20
0000000529,ZSRV,Pall Food & Beverage Sterile Filter,Regional HQ,PALLFOOD,475 Zone Industrielle,Lyon,69001,FR,FR,+24-897-3270069,contact@pall.food.and.beverage.st.com,FR25189633,,,2020-05-29
0000000530,ZSRV,Cott Bottling & Beverage Services 5,,COTTBOTTL,184 Zone Industrielle,Chicago,60601,US,EN,+12-356-6437072,contact@cott.bottling.and.beverag.com,35-8628318,,,2023-10-04
0000000531,ZSRV,Alfa Laval Hygienic Pumps & Valves ,Logistics Terminal,ALFALAVAL,736 Packaging Avenue,Lyon,69001,FR,FR,+47-187-9788196,contact@alfa.laval.hygienic.pumps.com,FR95103759,,,2023-12-07
0000000532,ZRAW,Fonterra Dairy Commodities 532,,FONTERRAD,627 Agri Park Road,Gurugram,122001,IN,EN,+22-443-3518087,contact@fonterra.dairy.commoditie.com,27M1719Y1Z5,,,2017-10-26
0000000533,ZPKG,DS Smith Corrugated Packaging 533,,DSSMITHC,430 Freight Terminal Drive,Frankfurt,60311,DE,DE,+58-395-4031576,contact@ds.smith.corrugated.packa.com,DE925310631,,,2017-04-26
0000000534,ZPKG,SIG Combibloc Aseptic Systems 534,Logistics Terminal,SIGCOMBIB,638 Supply Chain Park,Rotterdam,3011,NL,FR,+70-926-1096478,contact@sig.combibloc.aseptic.sys.com,NL76926628,,,2022-10-26
0000000535,ZSRV,DHL Supply Chain Cold-Chain 535,,DHLSUPPLY,465 Route Nationale,Nuremberg,90402,DE,DE,+77-106-5105605,contact@dhl.supply.chain.cold-cha.com,DE745551372,,,2022-02-19
0000000536,ZRAW,Olam Agri Commodities & Nuts 536,Distribution Hub,OLAMAGRI,840 Brewery Street,Bristol,BS1 1AA,GB,EN,+84-457-1616077,contact@olam.agri.commodities.and.com,GB159124453,,,2017-08-18
0000000537,ZPKG,Berry Global Consumer Packaging 537,,BERRYGLOB,306 Harbor Road,Bristol,BS1 1AA,GB,EN,+14-526-3990511,contact@berry.global.consumer.pac.com,GB152647028,,,2017-10-22
0000000538,ZSRV,Kalyan Retail Display & POS Solutio,,KALYANRET,182 Zone Industrielle,Hanover,30159,DE,DE,+5-195-6021328,contact@kalyan.retail.display.and.com,DE486749612,,,2019-08-15
0000000539,ZRAW,Agrana Fruit Preparations 539,,AGRANAFRU,777 Route Nationale,São Paulo,01000-000,BR,PT,+16-811-5603979,contact@agrana.fruit.preparations.com,18.399.582/0001-27,,,2019-09-10
0000000540,ZSRV,XPO Logistics Ambient & Reefer 540,,XPOLOGIST,713 Brewery Street,Cincinnati,45202,US,EN,+12-595-5818203,contact@xpo.logistics.ambient.and.com,23-9874251,,,2020-10-15
0000000541,ZSRV,SKF Food Line Bearings & Lubricatio,,SKFFOODL,539 Gewerbestraße,Campinas,13010-000,BR,PT,+94-747-9350710,contact@skf.food.line.bearings.an.com,88.676.608/0001-76,,,2021-07-10
0000000542,ZPKG,Mauser Packaging Solutions 542,,MAUSERPAC,726 Freight Terminal Drive,Rio de Janeiro,20000-000,BR,PT,+81-915-2978465,contact@mauser.packaging.solution.com,10.221.124/0001-69,,,2018-04-29
0000000543,ZSRV,Pall Food & Beverage Sterile Filter,,PALLFOOD,47 Harbor Road,Lausanne,1003,CH,DE,+28-111-4375360,contact@pall.food.and.beverage.st.com,CH95564277,,,2023-09-27
0000000544,ZRAW,Barentz Food & Nutrition Distributi,,BARENTZFO,316 Freight Terminal Drive,Hamburg,20095,DE,DE,+99-106-2909863,contact@barentz.food.and.nutritio.com,DE447810569,,,2023-09-10
0000000545,ZRAW,Kalsec Natural Herb Extracts & Colo,Specialty Ingredients Div,KALSECNAT,853 Agri Park Road,Chicago,60601,US,EN,+61-916-1596568,contact@kalsec.natural.herb.extra.com,96-9038102,,,2023-03-29
0000000546,ZPKG,Klöckner Pentaplast Food Films 546,,KLÖCKNERP,914 Harbor Road,Seattle,98101,US,EN,+67-406-6293259,contact@klöckner.pentaplast.food..com,62-1939897,,,2022-03-24
0000000547,ZSRV,DB Schenker Dedicated Fleet Logisti,Distribution Hub,DBSCHENKE,819 Gewerbestraße,Cologne,50667,DE,DE,+4-447-7295495,contact@db.schenker.dedicated.fle.com,DE401141657,,,2023-01-10
0000000548,ZSRV,DB Schenker Dedicated Fleet Logisti,Plant Operations,DBSCHENKE,621 Industriestraße,Santos,11010-000,BR,PT,+91-132-5554970,contact@db.schenker.dedicated.fle.com,49.822.978/0001-50,,,2020-08-22
0000000549,ZPKG,Sealed Air Protective Packaging 549,,SEALEDAIR,381 Zone Industrielle,Cincinnati,45202,US,EN,+68-409-3936226,contact@sealed.air.protective.pac.com,48-4626225,,,2017-04-04
0000000550,ZRAW,Agrana Fruit Preparations 550,,AGRANAFRU,936 Factory Lane,Bengaluru,560001,IN,EN,+20-294-6706197,contact@agrana.fruit.preparations.com,27A8907Q1Z5,,,2021-06-03
0000000551,ZSRV,XPO Logistics Ambient & Reefer 551,,XPOLOGIST,147 Packaging Avenue,New York,10001,US,EN,+27-841-1613249,contact@xpo.logistics.ambient.and.com,76-3226624,,,2021-02-24
0000000552,ZRAW,Fonterra Dairy Commodities 552,,FONTERRAD,119 Industrial Park West,Gurugram,122001,IN,EN,+60-147-2729778,contact@fonterra.dairy.commoditie.com,27B2426K1Z5,,,2021-11-02
0000000553,ZSRV,Bühler Food Processing Machinery 55,,BÜHLERFOO,592 Freight Terminal Drive,Mumbai,400001,IN,EN,+25-393-5641409,contact@bühler.food.processing.ma.com,27G6257G1Z5,,,2021-12-20
0000000554,ZRAW,FMC BioPolymer Food Texturizers 554,Specialty Ingredients Div,FMCBIOPOL,121 Supply Chain Park,Ahmedabad,380001,IN,EN,+72-626-2717572,contact@fmc.biopolymer.food.textu.com,27D1249T1Z5,,,2018-04-26
0000000555,ZSRV,Americold Temperature-Controlled 55,,AMERICOLD,278 Commerce Way,New York,10001,US,EN,+22-172-6224048,contact@americold.temperature-con.com,46-5107483,,,2022-11-16
0000000556,ZRAW,Sensient Technologies Flavors 556,,SENSIENTT,134 Industrial Park West,Chicago,60601,US,EN,+14-492-1902612,contact@sensient.technologies.fla.com,96-1846511,,,2016-12-18
0000000557,ZSRV,Nutra-Blend Contract Manufacturing ,,NUTRA-BLEN,632 Gewerbestraße,Seattle,98101,US,EN,+11-873-8813071,contact@nutra-blend.contract.manu.com,35-9950391,,,2022-05-14
0000000558,ZPKG,SIG Combibloc Aseptic Systems 558,,SIGCOMBIB,100 Zone Industrielle,Nuremberg,90402,DE,DE,+91-884-8808058,contact@sig.combibloc.aseptic.sys.com,DE791939208,,,2021-04-11
0000000559,ZRAW,Kerry Taste & Nutrition Ingredients,,KERRYTAST,882 Supply Chain Park,Amsterdam,1012,NL,FR,+24-816-6541983,contact@kerry.taste.and.nutrition.com,NL62623673,,,2019-08-23
0000000560,ZSRV,Del Monte Toll Manufacturing 560,,DELMONTE,487 Packaging Avenue,Atlanta,30303,US,EN,+37-886-6848796,contact@del.monte.toll.manufactur.com,69-3865574,,,2022-10-11
0000000561,ZSRV,Geodis Contract Logistics & Haulage,,GEODISCON,416 Packaging Avenue,Hamburg,20095,DE,DE,+10-911-6068701,contact@geodis.contract.logistics.com,DE797343144,,,2021-12-22
0000000562,ZSRV,Crest Foods Contract Blending 562,,CRESTFOOD,245 Central Way,Los Angeles,90001,US,EN,+9-448-4493656,contact@crest.foods.contract.blen.com,71-7439371,,,2023-10-13
0000000563,ZSRV,Diversey Hygiene & CIP Solutions 56,,DIVERSEYH,581 Harbor Road,Los Angeles,90001,US,EN,+85-785-2306851,contact@diversey.hygiene.and.cip..com,40-3903892,,,2023-12-25
0000000564,ZSRV,Geodis Contract Logistics & Haulage,,GEODISCON,607 Zone Industrielle,São Paulo,01000-000,BR,PT,+40-515-2167822,contact@geodis.contract.logistics.com,22.941.555/0001-32,,,2022-09-16
0000000565,ZPKG,Sonoco Products Industrial 565,,SONOCOPRO,790 Industriestraße,Bristol,BS1 1AA,GB,EN,+85-162-2518891,contact@sonoco.products.industria.com,GB792551787,,,2018-06-10
0000000566,ZPKG,Klöckner Pentaplast Food Films 566,,KLÖCKNERP,776 Commerce Way,São Paulo,01000-000,BR,PT,+79-691-8502096,contact@klöckner.pentaplast.food..com,67.644.398/0001-59,,,2018-03-12
0000000567,ZRAW,Archer Daniels Midland Nutrition 56,,ARCHERDAN,307 Freight Terminal Drive,Birmingham,B1 1AA,GB,EN,+92-452-2497994,contact@archer.daniels.midland.nu.com,GB566784595,,,2022-07-14
0000000568,ZPKG,Amcor Flexibles Packaging 568,,AMCORFLEX,414 Commerce Way,Bristol,BS1 1AA,GB,EN,+48-662-1891328,contact@amcor.flexibles.packaging.com,GB167012825,,,2016-01-04
0000000569,ZSRV,Menasha In-Store Merchandising 569,,MENASHAIN,113 Freight Terminal Drive,Birmingham,B1 1AA,GB,EN,+56-819-7614724,contact@menasha.in-store.merchand.com,GB352588284,,,2023-01-04
0000000570,ZRAW,FMC BioPolymer Food Texturizers 570,,FMCBIOPOL,391 Route Nationale,Pune,411001,IN,EN,+18-292-7452434,contact@fmc.biopolymer.food.textu.com,27V3841P1Z5,,,2020-01-15
0000000571,ZSRV,Fuchs Food Technology & Blending 57,Plant Operations,FUCHSFOOD,138 Industrial Park West,Munich,80331,DE,DE,+93-598-8327199,contact@fuchs.food.technology.and.com,DE254614401,,,2017-07-10
0000000572,ZPKG,Avery Dennison Label Solutions 572,,AVERYDENN,881 Zone Industrielle,Berlin,10117,DE,DE,+78-535-4016499,contact@avery.dennison.label.solu.com,DE846669883,,,2021-02-04
0000000573,ZSRV,C.H. Robinson Worldwide Freight 573,Logistics Terminal,C.H.ROBIN,394 Gewerbestraße,Seattle,98101,US,EN,+74-610-4972005,contact@c.h..robinson.worldwide.f.com,87-1124654,,,2023-12-26
0000000574,ZSRV,Lineage Logistics Refrigerated Ware,Plant Operations,LINEAGELO,591 Gewerbestraße,Hanover,30159,DE,DE,+62-821-7183722,contact@lineage.logistics.refrige.com,DE710045960,,,2017-04-08
0000000575,ZSRV,Ecolab Food & Beverage Hygiene 575,,ECOLABFOO,146 Supply Chain Park,Atlanta,30303,US,EN,+79-190-5114298,contact@ecolab.food.and.beverage..com,20-9780469,,,2021-04-19
0000000576,ZSRV,Klüber Food-Grade Lubricants 576,,KLÜBERFOO,80 Freight Terminal Drive,Ahmedabad,380001,IN,EN,+2-580-8617439,contact@klüber.food-grade.lubrica.com,27K9765Y1Z5,,,2021-09-30
0000000577,ZSRV,KDC/One FMCG Custom Manufacturing 5,,KDC/ONEFM,432 Gewerbestraße,Birmingham,B1 1AA,GB,EN,+38-396-3810320,contact@kdc.one.fmcg.custom.manuf.com,GB957085656,,,2016-05-24
0000000578,ZSRV,Schawk Global Pre-Media & Packaging,Logistics Terminal,SCHAWKGLO,745 Supply Chain Park,Marseille,13001,FR,FR,+22-686-1866037,contact@schawk.global.pre-media.a.com,FR87596783,,,2023-05-12
0000000579,ZRAW,Barry Callebaut Cocoa Products 579,,BARRYCALL,28 Freight Terminal Drive,Gurugram,122001,IN,EN,+36-358-3223631,contact@barry.callebaut.cocoa.pro.com,27E9283C1Z5,,,2022-11-27
0000000580,ZRAW,Olam Agri Commodities & Nuts 580,,OLAMAGRI,15 Packaging Avenue,Stuttgart,70173,DE,DE,+95-254-8493596,contact@olam.agri.commodities.and.com,DE735408331,,,2020-02-23
0000000581,ZPKG,Novelis Aluminum Can Sheet 581,,NOVELISAL,497 Agri Park Road,Düsseldorf,40213,DE,DE,+44-186-3433874,contact@novelis.aluminum.can.shee.com,DE135530684,,,2022-09-05
0000000582,ZPKG,AptarGroup Dispensing Systems 582,Logistics Terminal,APTARGROUP,789 Industriestraße,Curitiba,80010-000,BR,PT,+94-962-6789409,contact@aptargroup.dispensing.sys.com,91.271.315/0001-83,,,2016-08-10
0000000583,ZSRV,Endress+Hauser Sanitary Instrumenta,,ENDRESS+HA,54 Agri Park Road,Hamburg,20095,DE,DE,+39-587-9934217,contact@endress+hauser.sanitary.i.com,DE611350152,,,2018-08-15
0000000584,ZRAW,Lactalis Food Ingredients 584,Logistics Terminal,LACTALISF,486 Supply Chain Park,Leeds,LS1 1BA,GB,EN,+37-916-8529960,contact@lactalis.food.ingredients.com,GB112737840,,,2020-04-13
0000000585,ZSRV,Kalyan Retail Display & POS Solutio,Regional HQ,KALYANRET,700 Logistics Boulevard,Philadelphia,19102,US,EN,+56-725-5573311,contact@kalyan.retail.display.and.com,91-6936250,,,2019-10-04
0000000586,ZRAW,DSM-Firmenich Nutritional Products ,,DSM-FIRMEN,262 Industriestraße,Hamburg,20095,DE,DE,+96-347-4270310,contact@dsm-firmenich.nutritional.com,DE825088319,,,2021-10-30
0000000587,ZRAW,Sensient Technologies Flavors 587,,SENSIENTT,321 Industrial Park West,Manchester,M1 1AD,GB,EN,+9-112-7899609,contact@sensient.technologies.fla.com,GB993019801,,,2017-02-04
0000000588,ZSRV,XPO Logistics Ambient & Reefer 588,,XPOLOGIST,360 Central Way,Nuremberg,90402,DE,DE,+25-134-1397627,contact@xpo.logistics.ambient.and.com,DE370471388,,,2022-12-12
0000000589,ZPKG,Sealed Air Protective Packaging 589,,SEALEDAIR,974 Packaging Avenue,Düsseldorf,40213,DE,DE,+12-976-3179482,contact@sealed.air.protective.pac.com,DE228824444,,,2020-03-19
0000000590,ZSRV,Bühler Food Processing Machinery 59,,BÜHLERFOO,580 Agri Park Road,Ahmedabad,380001,IN,EN,+38-578-2270273,contact@bühler.food.processing.ma.com,27W4018I1Z5,,,2023-03-01
0000000591,ZSRV,Del Monte Toll Manufacturing 591,,DELMONTE,788 Route Nationale,Marseille,13001,FR,FR,+99-888-6425820,contact@del.monte.toll.manufactur.com,FR99600963,,,2018-11-20
0000000592,ZPKG,Kallfass Shrink Wrap Solutions 592,,KALLFASSS,796 Logistics Boulevard,Chennai,600001,IN,EN,+34-282-8391619,contact@kallfass.shrink.wrap.solu.com,27K1984I1Z5,,,2016-10-11
0000000593,ZSRV,Kuehne + Nagel FMCG Supply Chain 59,Logistics Terminal,KUEHNE+N,625 Industriestraße,Geneva,1201,CH,DE,+19-653-8235234,contact@kuehne.+.nagel.fmcg.suppl.com,CH24553291,,,2018-06-13
0000000594,ZSRV,Pall Food & Beverage Sterile Filter,Plant Operations,PALLFOOD,733 Supply Chain Park,Leeds,LS1 1BA,GB,EN,+74-845-5204309,contact@pall.food.and.beverage.st.com,GB175604661,,,2020-12-31
0000000595,ZPKG,Smurfit Kappa Corrugated 595,,SMURFITKA,669 Industrial Park West,Rio de Janeiro,20000-000,BR,PT,+90-437-7565434,contact@smurfit.kappa.corrugated..com,95.499.372/0001-29,,,2022-06-11
0000000596,ZPKG,Tetra Pak Packaging Systems 596,,TETRAPAK,490 Route Nationale,Seattle,98101,US,EN,+1-493-9087731,contact@tetra.pak.packaging.syste.com,18-4789081,,,2017-05-11
0000000597,ZSRV,Bollore Logistics Food Cargo 597,,BOLLORELO,342 Freight Terminal Drive,New York,10001,US,EN,+47-647-6705306,contact@bollore.logistics.food.ca.com,90-2521139,,,2016-11-25
0000000598,ZSRV,Del Monte Toll Manufacturing 598,Plant Operations,DELMONTE,664 Brewery Street,Chennai,600001,IN,EN,+90-499-2791270,contact@del.monte.toll.manufactur.com,27M4129J1Z5,,,2023-01-27
0000000599,ZSRV,Schawk Global Pre-Media & Packaging,,SCHAWKGLO,907 Zone Industrielle,Atlanta,30303,US,EN,+25-125-5001116,contact@schawk.global.pre-media.a.com,27-1598917,,,2021-06-26
0000000600,ZRAW,Fonterra Dairy Commodities 600,,FONTERRAD,659 Freight Terminal Drive,Hanover,30159,DE,DE,+58-116-1621473,contact@fonterra.dairy.commoditie.com,DE995769426,,,2019-10-21
0000000601,ZPKG,Ardagh Glass Packaging 601,Regional HQ,ARDAGHGLA,416 Packaging Avenue,Chicago,60601,US,EN,+95-693-4908850,contact@ardagh.glass.packaging.60.com,68-3499027,,,2016-10-22
0000000602,ZPKG,Berry Global Consumer Packaging 602,,BERRYGLOB,670 Industrial Park West,Pune,411001,IN,EN,+90-764-3190059,contact@berry.global.consumer.pac.com,27T1750H1Z5,,,2016-02-28
0000000603,ZPKG,Novelis Aluminum Can Sheet 603,,NOVELISAL,841 Packaging Avenue,Birmingham,B1 1AA,GB,EN,+76-165-2783941,contact@novelis.aluminum.can.shee.com,GB283276335,,,2017-04-12
0000000604,ZSRV,DHL Supply Chain Cold-Chain 604,,DHLSUPPLY,226 Factory Lane,Bristol,BS1 1AA,GB,EN,+44-930-7744585,contact@dhl.supply.chain.cold-cha.com,GB557641077,,,2019-08-21
0000000605,ZPKG,Graphic Packaging International 605,,GRAPHICPA,330 Brewery Street,Geneva,1201,CH,DE,+23-443-2060687,contact@graphic.packaging.interna.com,CH89602555,,,2017-05-09
0000000606,ZRAW,Olam Agri Commodities & Nuts 606,,OLAMAGRI,173 Gewerbestraße,Berlin,10117,DE,DE,+32-695-1682814,contact@olam.agri.commodities.and.com,DE571008888,,,2017-06-30
0000000607,ZPKG,Constantia Flexibles Food Pkg 607,,CONSTANTIA,628 Industriestraße,Ahmedabad,380001,IN,EN,+1-107-4010048,contact@constantia.flexibles.food.com,27A8978C1Z5,,,2016-12-31
0000000608,ZSRV,Menasha In-Store Merchandising 608,,MENASHAIN,427 Avenida Industrial,Birmingham,B1 1AA,GB,EN,+19-755-5545782,contact@menasha.in-store.merchand.com,GB321362854,,,2021-11-12
0000000609,ZSRV,TreeHouse Private Brands Co-Packing,,TREEHOUSE,626 Logistics Boulevard,Dallas,75201,US,EN,+81-946-6053293,contact@treehouse.private.brands..com,73-2476750,,,2019-11-25
0000000610,ZSRV,Fuchs Food Technology & Blending 61,,FUCHSFOOD,197 Packaging Avenue,Düsseldorf,40213,DE,DE,+80-470-9515120,contact@fuchs.food.technology.and.com,DE202739753,,,2018-06-17
0000000611,ZSRV,Crest Foods Contract Blending 611,Plant Operations,CRESTFOOD,214 Supply Chain Park,Ahmedabad,380001,IN,EN,+61-609-3958222,contact@crest.foods.contract.blen.com,27Z3444V1Z5,,,2017-10-16
0000000612,ZSRV,Krones Bottling & Canning Machinery,,KRONESBOT,661 Gewerbestraße,Paris,75001,FR,FR,+33-442-8602555,contact@krones.bottling.and.canni.com,FR68340640,,,2016-06-26
0000000613,ZPKG,Sonoco Products Industrial 613,,SONOCOPRO,181 Agri Park Road,Gurugram,122001,IN,EN,+10-340-8462856,contact@sonoco.products.industria.com,27P9436D1Z5,,,2022-08-24
0000000614,ZSRV,Ecolab Food & Beverage Hygiene 614,Plant Operations,ECOLABFOO,766 Harbor Road,Cincinnati,45202,US,EN,+13-342-7922203,contact@ecolab.food.and.beverage..com,51-4821548,,,2018-03-30
0000000615,ZRAW,Lactalis Food Ingredients 615,Logistics Terminal,LACTALISF,483 Avenida Industrial,São Paulo,01000-000,BR,PT,+23-496-7266039,contact@lactalis.food.ingredients.com,28.321.724/0001-68,,,2017-07-12
0000000616,ZSRV,Del Monte Toll Manufacturing 616,Distribution Hub,DELMONTE,368 Supply Chain Park,Ahmedabad,380001,IN,EN,+18-213-8810369,contact@del.monte.toll.manufactur.com,27B1977I1Z5,,,2021-02-21
0000000617,ZSRV,Fuchs Food Technology & Blending 61,,FUCHSFOOD,226 Freight Terminal Drive,Cologne,50667,DE,DE,+82-726-3851044,contact@fuchs.food.technology.and.com,DE947769596,,,2022-06-25
0000000618,ZSRV,HAVI Global Logistics & Supply Chai,,HAVIGLOBA,422 Avenida Industrial,São Paulo,01000-000,BR,PT,+36-114-8182500,contact@havi.global.logistics.and.com,37.705.584/0001-69,,,2018-10-07
0000000619,ZRAW,Roquette Frères Plant Proteins 619,,ROQUETTEF,914 Commerce Way,Cincinnati,45202,US,EN,+6-141-8896240,contact@roquette.frères.plant.pro.com,10-8009048,,,2021-08-27
0000000620,ZPKG,Berry Global Consumer Packaging 620,,BERRYGLOB,491 Packaging Avenue,Los Angeles,90001,US,EN,+72-871-1208423,contact@berry.global.consumer.pac.com,40-2394044,,,2023-10-10
0000000621,ZSRV,Cott Bottling & Beverage Services 6,Plant Operations,COTTBOTTL,368 Freight Terminal Drive,Amsterdam,1012,NL,FR,+62-785-6114309,contact@cott.bottling.and.beverag.com,NL12138110,,,2017-10-24
0000000622,ZSRV,Menasha In-Store Merchandising 622,,MENASHAIN,466 Zone Industrielle,Chicago,60601,US,EN,+48-741-8789590,contact@menasha.in-store.merchand.com,61-4102874,,,2023-11-23
0000000623,ZSRV,Spirax Sarco Clean Steam Systems 62,,SPIRAXSAR,395 Harbor Road,Hamburg,20095,DE,DE,+55-870-5526314,contact@spirax.sarco.clean.steam..com,DE418461071,,,2023-10-30
0000000624,ZSRV,Pall Food & Beverage Sterile Filter,,PALLFOOD,807 Factory Lane,Cincinnati,45202,US,EN,+66-790-7106747,contact@pall.food.and.beverage.st.com,52-1919587,,,2016-07-30
0000000625,ZPKG,Silgan Closures & Metal Containers ,,SILGANCLO,634 Logistics Boulevard,Seattle,98101,US,EN,+72-826-4434507,contact@silgan.closures.and.metal.com,32-2124172,,,2017-07-20
0000000626,ZRAW,Kalsec Natural Herb Extracts & Colo,,KALSECNAT,665 Avenida Industrial,Hamburg,20095,DE,DE,+75-992-4519758,contact@kalsec.natural.herb.extra.com,DE907751428,,,2018-07-12
0000000627,ZRAW,Corbion Lactic Acid & Preservation ,,CORBIONLA,516 Route Nationale,Minneapolis,55401,US,EN,+45-563-9157533,contact@corbion.lactic.acid.and.p.com,18-7254777,,,2021-08-15
0000000628,ZSRV,XPO Logistics Ambient & Reefer 628,,XPOLOGIST,727 Freight Terminal Drive,Curitiba,80010-000,BR,PT,+9-292-8681853,contact@xpo.logistics.ambient.and.com,57.919.789/0001-98,,,2016-12-23
0000000629,ZPKG,Avery Dennison Label Solutions 629,Specialty Ingredients Div,AVERYDENN,296 Factory Lane,Dallas,75201,US,EN,+64-254-4426849,contact@avery.dennison.label.solu.com,24-3482256,,,2021-11-02
0000000630,ZSRV,Klüber Food-Grade Lubricants 630,,KLÜBERFOO,993 Commerce Way,Berlin,10117,DE,DE,+57-855-1360413,contact@klüber.food-grade.lubrica.com,DE551111120,,,2019-04-09
0000000631,ZPKG,Gerresheimer Glass Packaging 631,,GERRESHEIM,855 Harbor Road,Düsseldorf,40213,DE,DE,+84-761-6474513,contact@gerresheimer.glass.packag.com,DE468070623,,,2021-06-14
0000000632,ZSRV,Diversey Hygiene & CIP Solutions 63,,DIVERSEYH,863 Zone Industrielle,Bristol,BS1 1AA,GB,EN,+17-908-6142132,contact@diversey.hygiene.and.cip..com,GB709081834,,,2017-12-04
0000000633,ZRAW,Chr. Hansen Food Cultures & Enzymes,,CHR.HANSE,995 Freight Terminal Drive,Cologne,50667,DE,DE,+19-461-5771138,contact@chr..hansen.food.cultures.com,DE150808323,,,2021-02-10
0000000634,ZPKG,Greif Industrial Drum Packaging 634,Distribution Hub,GREIFINDU,729 Freight Terminal Drive,Manchester,M1 1AD,GB,EN,+89-782-3575047,contact@greif.industrial.drum.pac.com,GB860328560,,,2017-10-22
0000000635,ZRAW,Bunge Refined Edible Oils 635,,BUNGEREFI,589 Commerce Way,Cologne,50667,DE,DE,+24-310-1581986,contact@bunge.refined.edible.oils.com,DE496932442,,,2023-06-19
0000000636,ZRAW,FMC BioPolymer Food Texturizers 636,,FMCBIOPOL,382 Zone Industrielle,Geneva,1201,CH,DE,+69-408-3038264,contact@fmc.biopolymer.food.textu.com,CH31823481,,,2016-04-12
0000000637,ZSRV,Hearthside Food Solutions Co-Packin,,HEARTHSIDE,971 Zone Industrielle,Lyon,69001,FR,FR,+1-856-9512910,contact@hearthside.food.solutions.com,FR30945115,,,2019-09-18
0000000638,ZSRV,Endress+Hauser Sanitary Instrumenta,,ENDRESS+HA,918 Freight Terminal Drive,Pune,411001,IN,EN,+73-846-8417300,contact@endress+hauser.sanitary.i.com,27Y3409Z1Z5,,,2019-10-19
0000000639,ZSRV,Schawk Global Pre-Media & Packaging,Regional HQ,SCHAWKGLO,922 Logistics Boulevard,Nuremberg,90402,DE,DE,+40-125-7738231,contact@schawk.global.pre-media.a.com,DE225494759,,,2022-12-04
0000000640,ZRAW,Symrise Taste & Nutrition Solutions,,SYMRISETA,335 Logistics Boulevard,Atlanta,30303,US,EN,+29-900-5662844,contact@symrise.taste.and.nutriti.com,34-9832094,,,2018-03-12
