MATNR,BWKEY,VPRSV,BKLAS,VERPR,STPRS,PEINH,LBKUM,SALK3
000000000000100713,1000,V,3100,5.67,0.00,1,1708,9684.36
000000000000100713,2000,V,3100,6.30,0.00,1,3742,23574.60
000000000000100714,1000,V,3100,9.61,0.00,1,0,0.00
000000000000100714,2000,V,3100,21.72,0.00,1,0,0.00
000000000000100715,2000,V,3100,0.76,0.00,1,3102,2357.52
000000000000100717,3000,S,7920,0.00,1.93,1,2402,4635.86
000000000000100718,2000,V,3100,5.29,0.00,1,912,4824.48
000000000000100720,1000,V,3100,2.50,0.00,1,3119,7797.50
000000000000100720,2000,V,3100,12.64,0.00,1,2531,31991.84
000000000000100721,2000,V,3100,4.95,0.00,1,668,3306.60
000000000000100722,2000,V,3100,8.31,0.00,1,0,0.00
000000000000100723,1000,V,3030,22.58,0.00,1,1034,23347.72
000000000000100725,3000,S,7920,0.00,15.20,1,3320,50464.00
000000000000100726,1000,V,3100,18.89,0.00,1,2523,47659.47
000000000000100726,2000,V,3100,10.64,0.00,1,2557,27206.48
000000000000100727,2000,V,3100,5.03,0.00,1,0,0.00
000000000000100728,1000,V,3100,11.87,0.00,1,3783,44904.21
000000000000100728,2000,V,3100,16.74,0.00,1,688,11517.12
000000000000100729,1000,V,3100,13.48,0.00,1,317,4273.16
000000000000100731,3000,S,7900,0.00,2.61,1,2774,7240.14
000000000000100732,1000,V,3100,23.11,0.00,1,3723,86038.53
000000000000100732,2000,V,3100,6.10,0.00,1,2840,17324.00
000000000000100733,1000,V,3100,18.18,0.00,1,0,0.00
000000000000100734,2000,V,3100,1.99,0.00,1,1562,3108.38
000000000000100735,1000,V,3100,22.48,0.00,1,976,21940.48
000000000000100736,3000,S,7920,0.00,5.58,1,1079,6020.82
000000000000100738,1000,V,3030,16.64,0.00,1,643,10699.52
000000000000100739,1000,V,3100,7.31,0.00,1,1198,8757.38
000000000000100740,3000,V,3000,6.13,0.00,1,2408,14761.04
000000000000100741,2000,V,3030,10.72,0.00,1,2001,21450.72
000000000000100742,1000,V,3100,16.30,0.00,1,3331,54295.30
000000000000100742,2000,V,3100,10.70,0.00,1,834,8923.80
000000000000100744,2000,V,3100,7.77,0.00,1,1555,12082.35
000000000000100745,3000,S,7920,0.00,4.12,1,477,1965.24
000000000000100746,3000,V,3000,4.11,0.00,1,3853,15835.83
000000000000100747,2000,V,3100,1.14,0.00,1,729,831.06
000000000000100749,3000,S,7900,0.00,10.42,1,3818,39783.56
000000000000100750,1000,V,3100,5.14,0.00,1,2865,14726.10
000000000000100750,2000,V,3100,7.65,0.00,1,1780,13617.00
000000000000100751,1000,V,3100,6.76,0.00,1,0,0.00
000000000000100753,2000,V,3100,20.32,0.00,1,108,2194.56
000000000000100755,1000,V,3100,16.26,0.00,1,1754,28520.04
000000000000100756,2000,V,3100,21.51,0.00,1,0,0.00
000000000000100757,1000,V,3100,1.53,0.00,1,2413,3691.89
000000000000100758,1000,V,3100,16.04,0.00,1,681,10923.24
000000000000100759,3000,S,7900,0.00,3.82,1,1713,6543.66
000000000000100760,3000,V,3000,6.06,0.00,1,1993,12077.58
000000000000100761,1000,V,3100,22.09,0.00,1,3743,82682.87
000000000000100761,2000,V,3100,7.41,0.00,1,129,955.89
000000000000100762,1000,V,3100,0.42,0.00,1,359,150.78
000000000000100762,2000,V,3100,10.96,0.00,1,3561,39028.56
000000000000100763,3000,V,3000,2.45,0.00,1,3600,8820.00
000000000000100764,3000,V,3000,8.97,0.00,1,3780,33906.60
000000000000100765,1000,V,3100,18.74,0.00,1,2125,39822.50
000000000000100765,2000,V,3100,14.31,0.00,1,1538,22008.78
000000000000100766,1000,V,3100,10.67,0.00,1,3155,33663.85
000000000000100766,2000,V,3100,7.20,0.00,1,1522,10958.40
000000000000100767,2000,V,3100,16.20,0.00,1,2827,45797.40
000000000000100768,1000,V,3100,5.10,0.00,1,362,1846.20
000000000000100769,1000,V,3100,5.70,0.00,1,866,4936.20
000000000000100769,2000,V,3100,24.42,0.00,1,2606,63638.52
000000000000100770,2000,V,3100,0.33,0.00,1,0,0.00
000000000000100771,1000,V,3100,0.72,0.00,1,174,125.28
000000000000100771,2000,V,3100,14.13,0.00,1,621,8774.73
000000000000100772,2000,V,3100,21.14,0.00,1,2432,51412.48
000000000000100774,2000,V,3030,24.16,0.00,1,3361,81201.76
000000000000100775,2000,V,3100,6.85,0.00,1,2863,19611.55
000000000000100776,1000,V,3100,11.38,0.00,1,1444,16432.72
000000000000100776,2000,V,3100,16.31,0.00,1,3696,60281.76
000000000000100777,2000,V,3100,18.18,0.00,1,763,13871.34
000000000000100778,1000,V,3100,11.24,0.00,1,870,9778.80
000000000000100779,3000,S,7900,0.00,15.98,1,213,3403.74
000000000000100781,3000,S,7920,0.00,20.22,1,3773,76290.06
000000000000100782,2000,V,3100,3.67,0.00,1,1856,6811.52
000000000000100783,2000,V,3100,10.60,0.00,1,3954,41912.40
000000000000100784,1000,V,3100,3.77,0.00,1,3437,12957.49
000000000000100785,3000,V,3000,15.11,0.00,1,3150,47596.50
000000000000100786,2000,V,3100,18.45,0.00,1,1508,27822.60
000000000000100787,3000,V,3000,5.27,0.00,1,1449,7636.23
000000000000100788,1000,V,3100,17.87,0.00,1,0,0.00
000000000000100789,1000,S,7920,0.00,8.86,1,3981,35271.66
000000000000100789,3000,S,7920,0.00,1.08,1,604,652.32
000000000000100790,1000,V,3100,11.44,0.00,1,3545,40554.80
000000000000100791,3000,S,7920,0.00,24.42,1,3822,93333.24
000000000000100792,1000,V,3100,10.76,0.00,1,2350,25286.00
000000000000100792,2000,V,3100,7.68,0.00,1,880,6758.40
000000000000100793,2000,V,3100,7.74,0.00,1,1306,10108.44
000000000000100794,1000,V,3100,10.52,0.00,1,48,504.96
000000000000100795,2000,V,3100,10.83,0.00,1,1574,17046.42
000000000000100796,3000,V,3000,7.31,0.00,1,2100,15351.00
000000000000100797,3000,S,7920,0.00,16.72,1,1991,33289.52
000000000000100798,3000,V,3000,9.23,0.00,1,792,7310.16
000000000000100799,3000,S,7920,0.00,15.14,1,3209,48584.26
000000000000100800,3000,S,7920,0.00,17.96,1,3217,57777.32
000000000000100801,1000,V,3100,4.25,0.00,1,3993,16970.25
000000000000100802,1000,V,3030,3.07,0.00,1,2197,6744.79
000000000000100803,3000,V,7900,17.07,0.00,1,3946,67358.22
000000000000100804,1000,V,3030,18.70,0.00,1,1968,36801.60
000000000000100805,1000,V,3100,12.14,0.00,1,2774,33676.36
000000000000100805,2000,V,3100,5.98,0.00,1,475,2840.50
000000000000100806,2000,V,3100,22.30,0.00,1,3991,88999.30
000000000000100807,3000,S,7900,0.00,21.24,1,2286,48554.64
000000000000100808,3000,V,3000,22.12,0.00,1,374,8272.88
000000000000100809,2000,V,3100,21.48,0.00,1,3724,79991.52
000000000000100810,2000,V,3100,11.91,0.00,1,3316,39493.56
000000000000100811,1000,V,3100,20.58,0.00,1,3599,74067.42
000000000000100812,3000,V,3000,19.63,0.00,1,1291,25342.33
000000000000100813,2000,V,3100,1.18,0.00,1,0,0.00
000000000000100814,1000,V,3100,19.28,0.00,1,2612,50359.36
000000000000100814,2000,V,3100,15.01,0.00,1,3288,49352.88
000000000000100815,2000,V,3100,3.48,0.00,1,1597,5557.56
000000000000100816,1000,V,3100,24.13,0.00,1,2746,66260.98
000000000000100816,2000,V,3100,10.63,0.00,1,2218,23577.34
000000000000100817,1000,V,3100,22.69,0.00,1,2788,63259.72
000000000000100818,3000,V,3000,9.43,0.00,1,3444,32476.92
000000000000100819,1000,V,3100,0.69,0.00,1,2188,1509.72
000000000000100820,3000,V,3000,17.00,0.00,1,258,4386.00
000000000000100821,2000,V,3100,4.00,0.00,1,3185,12740.00
000000000000100822,1000,V,3100,0.75,0.00,1,3060,2295.00
000000000000100822,2000,V,3100,1.22,0.00,1,3424,4177.28
000000000000100823,1000,V,3100,5.28,0.00,1,337,1779.36
000000000000100823,2000,V,7900,13.57,0.00,1,1574,21359.18
000000000000100824,1000,V,3100,16.52,0.00,1,0,0.00
000000000000100824,2000,V,3100,17.20,0.00,1,0,0.00
000000000000100825,1000,V,3100,18.80,0.00,1,2774,52151.20
000000000000100825,2000,V,3100,11.73,0.00,1,3108,36456.84
000000000000100826,1000,V,3030,19.99,0.00,1,3489,69745.11
000000000000100827,2000,V,3030,12.56,0.00,1,3454,43382.24
