MATNR,MTART,MBRSH,MATKL,MEINS,BISMT,EAN11,NUMTP,BRGEW,NTGEW,GEWEI,MSTAE,LVORM,ERSDA,ERNAM
000000000000100442,HAWA,H,WG-KOER,ST,,4020605448690,HE,2.300,2.028,KG,,,2021-12-21,M.HOFFMANN
000000000000100443,NLAG,H,WG-BACK,ST,ALT241366,4036864091461,HE,,,,,,2009-02-11,S.KELLER
000000000000100444,HAWA,H,WG-PAPI,ST,,4087180905703,HE,5.435,4.795,KG,,,2025-11-15,S.KELLER
000000000000100445,HAWA,H,,ST,ALT334691,4028748052835,HE,9.955,8.094,KG,,,2013-07-24,A.NOWAK
000000000000100446,HAWA,H,WG-TK,ST,ALT440286,4043984776376,HE,3.616,3.340,KG,,,2018-06-18,BATCHUSER
000000000000100447,HAWA,H,WG-SUES,ST,,4089075141777,HE,0.357,0.318,KG,,,2014-02-20,S.KELLER
000000000000100448,HAWA,H,WG-KONS,ST,,4075391950520,HE,2.322,1.930,KG,,,2011-09-07,S.KELLER
000000000000100449,ROH,H,WG-ROH,ST,,4018374728037,HE,6.241,5.370,KG,,,2024-12-12,M.HOFFMANN
000000000000100450,HAWA,H,WG-HAUS,ST,,4055746354012,HE,11.156,9.174,KG,,,2019-12-13,BATCHUSER
000000000000100451,DIEN,H,WG-DIEN,ST,ALT330260,,,,,,,,2023-02-10,A.NOWAK
000000000000100452,ROH,H,WG-ROH,ST,,4020520042010,HE,1.077,0.959,KG,,,2016-12-27,T.BRANDT
000000000000100453,HAWA,H,WG-KONS,ST,ALT316495,4033775398405,HE,11.448,10.767,KG,,,2017-03-08,S.KELLER
000000000000100454,HAWA,H,WG-HAUS,ST,ALT669262,4052973577597,HE,4.950,4.625,KG,,,2023-03-04,S.KELLER
000000000000100455,HAWA,H,WG-BACK,ST,ALT610283,4065827232313,HE,5.273,4.226,KG,,,2018-09-11,T.BRANDT
000000000000100456,HAWA,H,WG-PAPI,ST,,4045709044661,HE,2.498,2.127,KG,,,2022-04-24,BATCHUSER
000000000000100457,HAWA,H,WG-SUES,ST,,4001200093300,HE,1.968,1.661,KG,,,2022-09-18,BATCHUSER
000000000000100458,HAWA,H,WG-TIER,ST,ALT782781,4026172364876,HE,7.114,6.769,KG,,,2023-04-26,S.KELLER
000000000000100459,HAWA,H,WG-HAUS,ST,,4064404986878,HE,5.998,5.118,KG,,,2019-01-26,S.KELLER
000000000000100460,ROH,H,WG-ROH,ST,,4039089805141,HE,7.952,10.034,KG,,,2017-02-10,BATCHUSER
000000000000100461,HAWA,H,WG-MOPRO,ST,,4079475669211,HE,3.243,3.137,KG,,,2021-08-25,M.HOFFMANN
000000000000100462,DIEN,H,WG-DIEN,ST,,,,,,,,,2025-06-25,T.BRANDT
000000000000100463,HAWA,H,WG-HAUS,ST,ALT526232,4094991963174,HE,5.325,4.951,KG,,,2023-04-14,BATCHUSER
000000000000100464,HAWA,H,WG-BACK,ST,,4045172450518,HE,0.480,0.418,KG,,,2023-01-09,A.NOWAK
000000000000100465,HAWA,H,WG-KONS,ST,,4064372084200,HE,3.555,3.116,KG,,,2024-05-20,BATCHUSER
000000000000100466,VERP,H,WG-VERP,ST,,4067214408561,HE,5.881,5.214,KG,,,2015-01-02,M.HOFFMANN
000000000000100467,ROH,H,WG-ROH,ST,,4017869475888,HE,9.992,8.120,KG,,,2010-03-06,BATCHUSER
000000000000100468,HAWA,H,WG-KOER,ST,,4090722265173,HE,2.017,1.818,KG,,,2011-09-27,A.NOWAK
000000000000100469,HAWA,H,WG-TIER,ST,,4001841131959,HE,9.199,7.938,KG,,,2020-07-27,T.BRANDT
000000000000100470,ROH,H,WG-ROH,ST,,4081296247160,HE,7.863,7.400,KG,,,2017-08-06,A.NOWAK
000000000000100471,HAWA,H,WG-SUES,ST,ALT676400,4011331685503,HE,3.191,3.018,KG,,,2011-12-09,A.NOWAK
000000000000100472,VERP,H,WG-VERP,ST,,4044523244498,HE,10.853,8.763,KG,,,2010-01-23,A.NOWAK
000000000000100473,HAWA,H,WG-MOPRO,ST,,4060158334996,HE,5.444,4.617,KG,,,2022-07-19,T.BRANDT
000000000000100474,HAWA,H,WG-KONS,ST,,4006287128426,HE,4.420,4.016,KG,,,2019-07-18,T.BRANDT
000000000000100475,HAWA,H,WG-MOPRO,ST,,4068352914105,HE,1.924,1.558,KG,,,2022-09-19,T.BRANDT
000000000000100476,HAWA,H,WG-TK,ST,,4056404806201,HE,4.741,3.993,KG,,,2021-09-21,BATCHUSER
000000000000100477,VERP,H,WG-VERP,ST,,4057520903546,HE,4.582,4.170,KG,,,2019-05-28,T.BRANDT
000000000000100478,FERT,H,WG-PAPI,ST,,4060831139689,HE,5.200,4.948,KG,,,2017-11-01,T.BRANDT
000000000000100479,HAWA,H,WG-MOPRO,ST,,4074809367745,HE,10.150,9.130,KG,,,2021-07-08,S.KELLER
000000000000100480,HAWA,H,WG-TK,ST,ALT643519,4000907296106,HE,10.887,9.098,KG,,,2020-07-24,M.HOFFMANN
000000000000100481,HAWA,H,WG-TIER,ST,,4036121007488,HE,1.115,1.034,KG,,,2015-07-13,S.KELLER
000000000000100482,NLAG,H,WG-TK,ST,ALT379723,4014126153621,HE,,,,,,2020-04-07,M.HOFFMANN
000000000000100483,HAWA,H,WG-MOPRO,ST,,4035016159486,HE,0.435,0.356,KG,,,2021-01-05,A.NOWAK
000000000000100484,HAWA,H,WG-PAPI,ST,ALT350188,4001983553954,HE,1.736,1.513,KG,,,2009-03-22,T.BRANDT
000000000000100485,ROH,H,WG-ROH,ST,,4012292740799,HE,5.544,4.573,KG,,,2022-06-22,T.BRANDT
000000000000100486,ROH,H,WG-ROH,ST,ALT942889,4027951611860,HE,9.905,9.138,KG,,,2010-12-16,T.BRANDT
000000000000100487,NLAG,H,WG-TK,ST,ALT643257,4081437449644,HE,,,,,,2010-05-22,T.BRANDT
000000000000100488,VERP,H,WG-VERP,ST,ALT243475,4072812021913,HE,5.593,5.050,KG,,,2009-09-26,M.HOFFMANN
000000000000100489,DIEN,H,WG-DIEN,ST,ALT707221,,,,,,,,2014-01-20,S.KELLER
000000000000100490,HAWA,H,WG-GETR,ST,ALT105129,4096180593414,HE,11.368,15.249,KG,,,2019-12-12,M.HOFFMANN
000000000000100491,HAWA,H,WG-MOPRO,ST,,4067169796904,HE,8.937,7.580,KG,,,2015-06-04,T.BRANDT
000000000000100492,ROH,H,WG-ROH,ST,,4032271272592,HE,3.245,3.006,KG,,,2010-06-14,M.HOFFMANN
000000000000100493,FERT,H,WG-HAUS,ST,,4045715107770,HE,11.173,9.255,KG,,,2020-08-16,S.KELLER
000000000000100494,HAWA,H,WG-KOER,ST,,4014570911822,HE,3.837,3.521,KG,,,2016-01-01,M.HOFFMANN
000000000000100495,HAWA,H,WG-GETR,ST,,4093705889670,HE,0.995,0.893,KG,,,2019-01-13,BATCHUSER
000000000000100496,FERT,H,WG-SUES,ST,,4015404179326,HE,9.501,7.951,KG,,,2020-04-25,T.BRANDT
000000000000100497,ROH,H,WG-ROH,ST,ALT567602,4031774259307,HE,2.739,2.557,KG,,,2013-11-08,M.HOFFMANN
000000000000100498,VERP,H,WG-VERP,ST,,4038153213837,HE,1.732,1.678,KG,,,2009-07-26,BATCHUSER
000000000000100499,HAWA,H,WG-KOER,ST,ALT610755,4006079721033,HE,0.736,0.629,KG,,,2017-12-06,A.NOWAK
000000000000100500,ROH,H,WG-ROH,ST,ALT708672,4099812793282,HE,3.473,3.328,KG,,,2011-12-23,BATCHUSER
000000000000100501,HALB,H,WG-KOER,ST,,4013267640885,HE,5.196,4.811,KG,,,2009-01-05,BATCHUSER
000000000000100502,DIEN,H,WG-DIEN,ST,,,,,,,,,2020-11-01,BATCHUSER
000000000000100503,FERT,H,WG-BACK,ST,,4027395895529,HE,0.000,0.000,KG,,,2016-04-21,M.HOFFMANN
000000000000100504,NLAG,H,WG-GETR,ST,ALT438818,4095656942664,HE,,,,,,2012-02-07,A.NOWAK
000000000000100505,FERT,H,WG-MOPRO,ST,,4072407792181,HE,1.866,1.808,KG,,,2017-09-01,A.NOWAK
000000000000100506,NLAG,H,WG-KONS,ST,,4040974075846,HE,,,,,,2019-11-17,T.BRANDT
000000000000100507,HALB,H,WG-TK,,ALT879888,4048896046036,HE,8.768,7.175,KG,,,2012-01-20,T.BRANDT
000000000000100508,HAWA,H,WG-SUES,ST,,4018780251457,HE,9.909,9.511,KG,,,2011-08-09,M.HOFFMANN
000000000000100509,HAWA,H,WG-BACK,ST,,4000306569917,HE,3.365,2.781,KG,,,2024-04-18,T.BRANDT
000000000000100510,HAWA,H,WG-MOPRO,ST,,4026848796253,HE,5.908,5.337,KG,,,2017-02-01,BATCHUSER
000000000000100511,HAWA,H,WG-BACK,ST,ALT635027,4013470151215,HE,2.623,2.202,KG,,,2012-08-23,T.BRANDT
000000000000100512,HAWA,H,WG-TIER,ST,ALT877025,4043579760902,HE,8.602,7.707,KG,,,2024-09-24,M.HOFFMANN
000000000000100513,HAWA,H,WG-HAUS,ST,,4007376015981,HE,3.407,2.815,KG,,,2011-10-15,T.BRANDT
000000000000100514,HAWA,H,WG-SUES,ST,,4041599083759,HE,7.911,6.481,KG,,,2025-10-13,T.BRANDT
000000000000100515,HAWA,H,WG-TIER,ST,,4021084336546,HE,10.187,8.779,KG,,,2011-03-17,BATCHUSER
000000000000100516,HAWA,H,WG-MOPRO,ST,ALT887354,4037251974992,HE,7.375,6.830,KG,,,2015-08-12,M.HOFFMANN
000000000000100517,HAWA,H,WG-MOPRO,ST,,4012804456767,HE,0.000,0.000,KG,,,2022-02-19,S.KELLER
000000000000100518,HAWA,H,WG-SUES,ST,,4050734238305,HE,6.008,5.630,KG,,,2025-07-13,BATCHUSER
000000000000100519,NLAG,H,WG-BACK,ST,,4090892959230,HE,,,,,,2018-12-04,M.HOFFMANN
000000000000100520,NLAG,H,WG-KONS,ST,ALT353507,4063291958661,HE,,,,,,2023-01-15,T.BRANDT
000000000000100521,HAWA,H,WG-KONS,ST,,4004949930592,HE,5.705,4.707,KG,01,,2024-05-08,T.BRANDT
000000000000100522,FERT,H,WG-BACK,ST,ALT685956,4061728021957,HE,10.448,9.413,KG,,,2026-01-26,A.NOWAK
000000000000100523,VERP,H,WG-VERP,ST,ALT360678,4042056948642,HE,2.779,2.556,KG,,,2016-02-10,M.HOFFMANN
000000000000100524,HAWA,H,WG-KOER,ST,ALT237820,4009865283869,HE,11.045,9.714,KG,,,2012-09-12,BATCHUSER
000000000000100525,VERP,H,WG-VERP,ST,,4012253129953,HE,10.431,9.046,KG,,,2023-05-25,BATCHUSER
000000000000100526,ROH,H,WG-ROH,ST,ALT967629,4055813240927,HE,4.402,3.620,KG,,,2020-06-05,M.HOFFMANN
000000000000100527,VERP,H,WG-VERP,ST,,4017804597465,HE,5.888,5.591,KG,,,2015-12-19,BATCHUSER
000000000000100528,HAWA,H,WG-TIER,ST,,4003310996458,HE,3.837,3.389,KG,,,2013-01-06,M.HOFFMANN
000000000000100529,ROH,H,WG-ROH,,ALT750475,4031271190332,HE,3.632,3.475,KG,,,2013-03-09,A.NOWAK
000000000000100530,HAWA,H,WG-TK,ST,,4008346254848,HE,0.861,0.810,KG,,,2021-02-18,A.NOWAK
000000000000100531,HAWA,H,WG-GETR,ST,,4093028502935,HE,4.980,4.032,KG,,,2014-05-06,M.HOFFMANN
000000000000100532,HAWA,H,WG-BACK,ST,,4065348538994,HE,1.972,1.774,KG,,,2011-02-18,M.HOFFMANN
000000000000100533,HALB,H,WG-KOER,ST,ALT871701,4072281848783,HE,0.760,0.733,KG,,,2018-05-02,A.NOWAK
000000000000100534,HAWA,H,WG-BACK,ST,,4032162050476,HE,1.038,0.930,KG,,,2017-09-17,T.BRANDT
000000000000100535,DIEN,H,WG-DIEN,xx,ALT192165,,,,,,,,2016-07-17,M.HOFFMANN
000000000000100536,FERT,H,WG-TK,ST,ALT779140,4010468972951,HE,8.305,7.857,KG,,,2026-08-07,A.NOWAK
000000000000100537,HAWA,H,WG-HAUS,ST,ALT965701,4024338088543,HE,7.991,7.135,KG,,,2025-03-18,S.KELLER
000000000000100538,HAWA,H,WG-SUES,ST,,4004180641721,HE,2.805,2.462,KG,,,2024-03-19,S.KELLER
000000000000100539,ROH,H,WG-ROH,ST,,4051732306447,HE,0.633,0.559,KG,,,2009-04-12,T.BRANDT
000000000000100540,HAWA,H,WG-KOER,ST,ALT268124,4082301334318,HE,1.354,1.145,KG,,,2018-06-27,S.KELLER
000000000000100541,HAWA,H,WG-KOER,ST,,4022545602101,HE,4.399,4.149,KG,,,2020-08-12,M.HOFFMANN
000000000000100542,HAWA,H,WG-GETR,ST,,4091831701965,HE,5.279,4.740,KG,,,2023-09-22,T.BRANDT
000000000000100543,HAWA,H,WG-KONS,ST,,4054325342822,HE,1.750,1.438,KG,,,2011-03-20,A.NOWAK
000000000000100544,ROH,H,WG-ROH,ST,,4025887138864,HE,4.551,3.926,KG,,,2018-09-11,M.HOFFMANN
000000000000100545,FERT,H,WG-KOER,ST,,4046598670962,HE,2.645,2.250,KG,,,2015-06-02,BATCHUSER
000000000000100546,DIEN,H,WG-DIEN,ST,ALT275486,,,,,,,,2019-12-15,S.KELLER
000000000000100547,HAWA,H,WG-TIER,ST,ALT868301,4010537970215,HE,0.000,0.000,KG,,,2020-03-13,S.KELLER
000000000000100548,HALB,H,WG-PAPI,ST,,4035105111647,HE,8.472,7.491,KG,,,2016-05-20,S.KELLER
000000000000100549,HAWA,H,WG-BACK,ST,,4033076126301,HE,9.892,9.187,KG,,,2011-03-06,S.KELLER
000000000000100550,HAWA,H,WG-TIER,ST,ALT570759,4032645138653,HE,8.316,7.527,KG,,,2026-02-16,T.BRANDT
000000000000100551,HAWA,H,WG-HAUS,ST,,4036245842002,HE,2.419,2.333,KG,,,2022-12-14,T.BRANDT
000000000000100552,HAWA,H,WG-TK,ST,,4044217198002,HE,0.734,0.668,KG,,,2019-06-28,BATCHUSER
000000000000100553,VERP,H,WG-VERP,ST,ALT956159,4005505453821,HE,1.960,1.777,KG,,,2025-07-18,M.HOFFMANN
000000000000100554,FERT,H,WG-PAPI,ST,,4067049827742,HE,4.912,4.502,KG,,,2022-03-19,A.NOWAK
000000000000100555,HAWA,H,WG-PAPI,PCS,ALT192771,4038089116608,HE,3.077,2.661,KG,,,2026-02-21,BATCHUSER
000000000000100556,HAWA,H,WG-BACK,ST,,4080571008458,HE,8.265,6.629,KG,,,2017-05-27,S.KELLER
000000000000100557,ROH,H,WG-ROH,ST,,4014645453134,HE,8.209,7.800,KG,,,2019-02-06,S.KELLER
000000000000100558,ROH,H,WG-ROH,ST,,4036974433120,HE,2.765,2.559,KG,,,2022-03-22,S.KELLER
000000000000100559,HAWA,H,WG-TIER,ST,ALT516114,4015348222331,HE,4.795,3.904,KG,,,2016-11-24,T.BRANDT
000000000000100560,VERP,H,WG-VERP,ST,,4060020846305,HE,3.711,3.310,KG,,,2018-09-25,T.BRANDT
000000000000100561,DIEN,H,WG-DIEN,ST,,,,,,,,,2013-02-23,S.KELLER
000000000000100562,VERP,H,WG-VERP,ST,,4039200269371,HE,0.480,0.415,KG,,,2020-11-17,M.HOFFMANN
000000000000100563,NLAG,H,WG-PAPI,ST,ALT148027,4017251806585,HE,,,,,,2019-04-10,T.BRANDT
000000000000100564,DIEN,H,WG-DIEN,ST,,,,,,,,,2016-10-28,M.HOFFMANN
000000000000100565,HAWA,H,WG-TIER,ST,,4065440862591,HE,6.373,5.914,KG,,,2013-11-04,T.BRANDT
000000000000100566,HAWA,H,WG-TK,ST,ALT557787,4039985386843,HE,6.637,5.885,KG,,,2025-09-09,S.KELLER
000000000000100567,FERT,H,WG-KOER,ST,,4083887772006,HE,5.599,4.876,KG,,,2017-12-19,A.NOWAK
000000000000100568,VERP,H,WG-VERP,ST,ALT473445,4001218229388,HE,1.124,1.036,KG,,,2017-12-24,A.NOWAK
000000000000100569,VERP,H,WG-VERP,ST,ALT128521,4072112683316,HE,7.745,6.201,KG,,,2014-06-13,BATCHUSER
000000000000100570,HAWA,H,WG-KOER,ST,ALT204132,4072913588889,HE,0.000,0.000,KG,,,2023-03-18,T.BRANDT
000000000000100571,HAWA,H,WG-KOER,ST,,4085864232145,HE,10.472,9.193,KG,,,2020-01-04,BATCHUSER
000000000000100572,FERT,H,WG-KONS,ST,,4096216873046,HE,6.357,5.856,KG,,,2014-10-18,T.BRANDT
000000000000100573,VERP,H,WG-VERP,ST,,4057747192327,HE,7.674,6.330,KG,,,2023-03-15,S.KELLER
000000000000100574,HAWA,H,WG-GETR,ST,,4096290403696,HE,7.566,6.552,KG,,,2013-01-09,M.HOFFMANN
000000000000100575,HAWA,H,WG-KONS,ST,,4055942986154,HE,9.686,8.246,KG,,,2017-11-14,S.KELLER
000000000000100576,HAWA,H,WG-MOPRO,ST,ALT758605,4058289039811,HE,7.907,6.342,KG,,,2021-12-18,S.KELLER
000000000000100577,HAWA,H,WG-BACK,ST,,4004232986633,HE,9.877,8.556,KG,,,2021-08-28,A.NOWAK
000000000000100578,HAWA,H,WG-MOPRO,ST,,4053579204931,HE,1.900,1.646,KG,,,2014-09-10,T.BRANDT
000000000000100579,HAWA,H,WG-TK,ST,,4083834598376,HE,4.409,3.550,KG,,,2023-09-24,BATCHUSER
000000000000100580,HAWA,H,WG-TK,ST,,4091413334703,HE,1.422,1.334,KG,,,2013-10-07,T.BRANDT
000000000000100581,HAWA,H,WG-SUES,ST,ALT362020,4001174290217,HE,2.536,2.203,KG,,,2010-03-23,T.BRANDT
000000000000100582,VERP,H,WG-VERP,,ALT590630,4046316430403,HE,3.786,3.320,KG,,,2009-04-08,T.BRANDT
000000000000100583,ROH,H,WG-ROH,ST,ALT468567,4041942417279,HE,7.408,6.525,KG,,,2016-07-04,BATCHUSER
000000000000100584,HAWA,H,WG-TIER,ST,,4011425450574,HE,2.215,2.096,KG,,,2017-01-24,T.BRANDT
000000000000100585,HAWA,H,WG-SUES,ST,,4093842588788,HE,4.172,4.014,KG,,,2009-12-17,A.NOWAK
000000000000100586,HAWA,H,WG-TIER,ST,ALT487564,4045981696800,HE,4.385,3.645,KG,,,2010-04-08,M.HOFFMANN
000000000000100587,HAWA,H,WG-SUES,ST,ALT496929,4046681676291,HE,11.188,10.777,KG,,,2015-05-17,S.KELLER
000000000000100588,HAWA,H,WG-HAUS,ST,,4094402661095,HE,1.023,0.824,KG,,,2016-07-18,A.NOWAK
000000000000100589,HAWA,H,WG-HAUS,ST,,4092120192860,HE,3.347,2.993,KG,,,2011-08-12,M.HOFFMANN
000000000000100590,HALB,H,WG-GETR,ST,ALT641912,4095988084179,HE,10.585,9.523,KG,,,2016-08-01,T.BRANDT
000000000000100591,VERP,H,WG-VERP,ST,,4057619461896,HE,5.537,5.288,KG,,,2020-09-22,T.BRANDT
000000000000100592,HAWA,H,WG-MOPRO,ST,ALT774375,4000618993141,HE,7.293,6.567,KG,,,2025-03-07,A.NOWAK
000000000000100593,HAWA,H,WG-KOER,ST,,4008513727731,HE,4.517,4.338,KG,,,2023-08-05,BATCHUSER
000000000000100594,MATL,H,WG-ROH,ST,,4018223408745,HE,0.996,0.825,KG,,,2010-02-08,S.KELLER
000000000000100595,HAWA,H,WG-PAPI,ST,ALT618618,4083832780216,HE,9.158,7.989,KG,02,,2017-07-03,T.BRANDT
000000000000100596,ROH,H,WG-ROH,ST,,4020194345608,HE,2.692,2.390,KG,,,2023-06-03,T.BRANDT
000000000000100597,HAWA,H,WG-TIER,ST,ALT637046,4077360758953,HE,7.446,6.553,KG,,,2020-02-14,T.BRANDT
000000000000100598,HAWA,H,,ST,,4028259300487,HE,0.383,0.352,KG,,,2024-05-17,M.HOFFMANN
000000000000100599,HAWA,H,WG-SUES,ST,ALT555822,4063036893721,HE,3.734,3.200,KG,,,2017-01-28,M.HOFFMANN
000000000000100600,HAWA,H,WG-MOPRO,ST,ALT727477,4028469773316,HE,8.562,6.935,KG,,,2023-12-06,T.BRANDT
000000000000100601,VERP,H,WG-VERP,,,4019479338053,HE,3.589,2.936,KG,,,2024-02-03,M.HOFFMANN
000000000000100602,HALB,H,WG-MOPRO,ST,ALT979858,4049198597530,HE,7.621,6.817,KG,,,2013-10-12,A.NOWAK
000000000000100603,HAWA,H,WG-BACK,ST,,4077712516613,HE,2.580,2.168,KG,,,2010-05-19,S.KELLER
000000000000100604,FERT,H,WG-BACK,ST,ALT643918,4005840459151,HE,3.036,2.676,KG,,,2022-01-18,T.BRANDT
000000000000100605,VERP,H,WG-VERP,ST,ALT444807,4058708657268,HE,8.655,7.937,KG,,,2010-12-08,M.HOFFMANN
000000000000100606,DIEN,H,WG-DIEN,ST,,,,,,,,,2022-02-10,M.HOFFMANN
000000000000100607,DIEN,H,WG-DIEN,ST,ALT994976,,,,,,,,2017-05-16,A.NOWAK
000000000000100608,FERT,H,WG-PAPI,ST,,4061216215851,HE,11.865,10.101,KG,,,2018-12-26,M.HOFFMANN
000000000000100609,VERP,H,WG-VERP,ST,ALT468290,4003019065196,HE,8.707,6.978,KG,,,2018-07-08,M.HOFFMANN
000000000000100610,HAWA,H,WG-SUES,ST,,4034892329495,HE,7.539,6.919,KG,,,2011-04-14,M.HOFFMANN
000000000000100611,HAWA,H,WG-SUES,ST,,4069238044701,HE,3.460,3.004,KG,,,2026-07-02,M.HOFFMANN
000000000000100612,HAWA,H,WG-TIER,ST,ALT295435,4019887843477,HE,10.790,8.756,KG,,,2010-12-14,S.KELLER
000000000000100613,DIEN,H,WG-DIEN,ST,ALT159806,,,,,,,,2010-09-11,BATCHUSER
000000000000100614,HAWA,H,WG-MOPRO,ST,ALT217187,4090857855614,HE,11.095,8.980,KG,,,2019-12-07,BATCHUSER
000000000000100615,HAWA,H,WG-TK,ST,,4089599654609,HE,0.154,0.132,KG,,,2025-06-13,M.HOFFMANN
000000000000100616,HAWA,H,WG-KONS,ST,,4011385338493,HE,4.415,6.104,KG,,,2019-02-02,BATCHUSER
000000000000100617,HAWA,H,WG-SUES,ST,,4034275929519,HE,9.549,9.088,KG,,,2013-11-10,BATCHUSER
000000000000100618,VERP,H,WG-VERP,ST,,4027970706516,HE,1.444,1.179,KG,,,2013-02-25,A.NOWAK
000000000000100619,ROH,H,WG-ROH,ST,,4042289595002,HE,8.761,7.842,KG,,,2026-03-06,T.BRANDT
000000000000100620,HAWA,H,WG-SUES,ST,,4079767417730,HE,1.606,1.319,KG,,,2010-07-10,A.NOWAK
000000000000100621,HAWA,H,WG-GETR,ST,,4055379378973,HE,6.992,6.553,KG,,,2020-12-16,M.HOFFMANN
000000000000100622,HAWA,H,WG-BACK,ST,ALT783130,4060722649259,HE,0.665,0.541,KG,,,2017-05-21,T.BRANDT
000000000000100623,HAWA,H,WG-SUES,ST,ALT598007,4094215602891,HE,0.605,0.540,KG,,,2009-03-12,A.NOWAK
000000000000100624,HAWA,H,WG-KONS,ST,,4075761475240,HE,1.320,1.063,KG,,,2010-07-03,S.KELLER
000000000000100625,HAWA,H,WG-TIER,ST,ALT383296,4059231315687,HE,10.301,9.838,KG,,,2021-11-19,M.HOFFMANN
000000000000100626,HAWA,H,WG-HAUS,ST,,4040586347256,HE,0.162,0.148,KG,,,2015-11-13,BATCHUSER
000000000000100627,HAWA,H,WG-SUES,ST,ALT878626,4014155905833,HE,1.135,1.058,KG,,,2019-07-27,S.KELLER
000000000000100628,ROH,H,WG-ROH,ST,,4032335589970,HE,10.827,9.122,KG,,,2014-12-04,T.BRANDT
000000000000100629,HAWA,H,WG-PAPI,ST,,4021858023764,HE,11.685,11.322,KG,,,2019-06-09,S.KELLER
000000000000100630,HAWA,H,WG-HAUS,ST,ALT583607,4034689277206,HE,6.401,5.935,KG,,,2024-11-23,BATCHUSER
000000000000100631,HALB,H,WG-HAUS,ST,,4011122768736,HE,5.603,5.120,KG,,,2015-03-14,BATCHUSER
000000000000100632,ROH,H,WG-ROH,ST,,4022797482414,HE,9.352,7.549,KG,,,2025-09-05,S.KELLER
000000000000100633,HAWA,H,WG-KONS,ST,,4050508950396,HE,9.667,8.338,KG,01,,2020-11-08,BATCHUSER
000000000000100634,FERT,H,WG-KONS,ST,,4078203928489,HE,6.515,5.589,KG,,,2009-09-25,BATCHUSER
000000000000100635,VERP,H,WG-VERP,ST,,4094133701336,HE,0.117,0.098,KG,,,2013-05-12,S.KELLER
000000000000100636,FERT,H,WG-TIER,ST,,4086906775187,HE,3.739,3.399,KG,,,2018-10-07,M.HOFFMANN
000000000000100637,VERP,H,WG-VERP,ST,ALT852718,4014603140106,HE,9.570,7.827,KG,,,2026-04-24,M.HOFFMANN
000000000000100638,HAWA,H,WG-BACK,ST,ALT440792,4048250804982,HE,9.324,8.766,KG,,,2010-01-08,M.HOFFMANN
000000000000100639,HAWA,H,WG-BACK,ST,ALT294336,4088513342813,HE,3.289,2.921,KG,,,2025-05-19,A.NOWAK
000000000000100640,HAWA,H,WG-KOER,ST,,4069610171438,HE,8.069,6.934,KG,,,2015-05-08,T.BRANDT
000000000000100641,HAWA,H,WG-HAUS,ST,,4013464050128,HE,8.499,8.033,KG,,,2026-05-14,T.BRANDT
000000000000100642,ROH,H,WG-ROH,ST,,4020720573260,HE,0.281,0.257,KG,,,2015-11-10,S.KELLER
000000000000100643,VERP,H,WG-VERP,ST,,4034378050509,HE,0.928,0.842,KG,,,2026-08-12,A.NOWAK
000000000000100644,HALB,H,WG-KOER,ST,ALT247675,4093759588178,HE,7.285,6.936,KG,,,2020-12-04,S.KELLER
000000000000100645,DIEN,H,WG-DIEN,ST,ALT321380,,,,,,,,2009-06-10,A.NOWAK
000000000000100646,HAWA,H,WG-KOER,ST,ALT631405,4028183423498,HE,10.652,9.193,KG,,,2019-04-20,M.HOFFMANN
000000000000100647,ROH,H,WG-ROH,ST,,4037779521272,HE,7.702,6.815,KG,,,2015-05-19,S.KELLER
000000000000100648,HALB,H,WG-KONS,ST,,4004367202622,HE,0.585,0.478,KG,,,2025-07-21,S.KELLER
000000000000100649,FERT,H,WG-GETR,ST,ALT508049,4067102765615,HE,5.098,4.543,KG,,,2023-03-20,BATCHUSER
000000000000100650,VERP,H,WG-VERP,ST,,4020603026548,HE,9.193,8.501,KG,,,2010-02-15,T.BRANDT
000000000000100651,HAWA,H,WG-BACK,ST,,4001932053707,HE,4.926,4.260,KG,,,2026-02-13,BATCHUSER
000000000000100652,FERT,H,WG-HAUS,ST,ALT356938,4063627603470,HE,11.966,10.133,KG,,,2012-01-09,BATCHUSER
000000000000100653,HAWA,H,WG-BACK,ST,,4006920548031,HE,11.572,11.051,KG,,,2011-12-09,S.KELLER
000000000000100654,HAWA,H,WG-SUES,ST,,4063074899679,HE,7.525,6.898,KG,,,2012-02-23,S.KELLER
000000000000100655,HAWA,H,WG-MOPRO,ST,,4086371061150,HE,8.742,8.289,KG,,,2018-09-21,A.NOWAK
000000000000100656,HAWA,H,WG-KOER,ST,,4040594626602,HE,3.514,3.010,KG,,,2013-09-25,A.NOWAK
000000000000100657,HAWA,H,WG-PAPI,ST,ALT115057,4049054692928,HE,6.394,5.974,KG,,,2015-03-23,A.NOWAK
000000000000100658,HAWA,H,WG-BACK,ST,,4009247297040,HE,8.529,7.461,KG,,,2023-06-23,T.BRANDT
000000000000100659,VERP,H,WG-VERP,ST,,4041507661611,HE,11.528,9.904,KG,,,2019-04-18,M.HOFFMANN
000000000000100660,HAWA,H,WG-SUES,ST,ALT236772,4061520529118,HE,6.774,5.568,KG,,,2011-07-21,S.KELLER
000000000000100661,NLAG,H,WG-KOER,ST,ALT579511,4037310111702,HE,,,,,,2017-08-05,T.BRANDT
000000000000100662,HAWA,H,WG-PAPI,ST,ALT998815,4096925229165,HE,4.118,3.321,KG,,,2010-10-09,M.HOFFMANN
