MATNR,WERKS,LGORT,LABST,INSME,SPEME,LGPBE,LVORM
000000000000100696,2000,0002,21,0,0,A-27-1,
000000000000100697,1000,0002,416,0,0,A-25-3,
000000000000100697,3000,0001,219,0,0,C-09-2,
000000000000100697,3000,0002,756,25,0,C-17-7,
000000000000100698,1000,0001,411,25,0,B-10-6,
000000000000100698,1000,0002,805,25,0,C-25-1,
000000000000100699,1000,0001,323,25,0,C-18-7,
000000000000100699,2000,0002,427,0,40,B-05-3,
000000000000100700,1000,0002,614,25,0,D-08-2,
000000000000100700,2000,0001,398,0,0,A-16-6,
000000000000100700,2000,0002,731,25,0,A-11-2,
000000000000100701,2000,0002,415,0,0,B-28-6,
000000000000100702,2000,0002,352,25,0,B-15-3,
000000000000100703,2000,0001,853,0,0,B-18-5,
000000000000100703,2000,0002,535,0,0,D-19-7,
000000000000100704,1000,0001,233,25,0,C-19-1,
000000000000100704,1000,0002,201,0,0,D-14-1,
000000000000100705,1000,0002,873,25,0,B-24-5,
000000000000100706,1000,0001,290,25,0,C-21-1,
000000000000100706,1000,0002,860,0,40,A-03-7,
000000000000100708,3000,0001,149,0,0,B-28-2,
000000000000100708,3000,0002,88,25,40,C-10-2,
000000000000100709,1000,0001,725,0,40,C-29-6,
000000000000100709,2000,0001,515,0,40,C-07-5,
000000000000100709,2000,0002,273,0,40,A-19-1,
000000000000100710,1000,0002,729,0,0,B-19-5,
000000000000100711,1000,0001,807,0,0,B-10-1,
000000000000100711,1000,0002,355,0,0,C-12-6,
000000000000100712,1000,0001,221,0,0,A-01-1,
000000000000100713,1000,0001,432,0,40,A-05-1,
000000000000100713,1000,0002,490,0,0,B-13-1,
000000000000100713,2000,0001,883,0,0,D-04-2,
000000000000100715,2000,0001,557,0,0,D-05-5,
000000000000100716,2000,0001,529,0,40,A-15-1,
000000000000100717,3000,0001,811,25,0,A-04-8,
000000000000100717,3000,0002,46,0,0,C-03-7,
000000000000100718,2000,0001,128,0,40,C-02-5,
000000000000100720,1000,0001,423,25,0,D-24-7,
000000000000100720,2000,0001,305,0,0,D-14-5,
000000000000100720,2000,0002,220,0,0,C-17-2,
000000000000100721,2000,0001,563,25,40,A-04-5,
000000000000100723,1000,0001,41,0,0,A-14-6,
000000000000100725,3000,0001,93,0,0,A-08-9,
000000000000100725,3000,0002,568,0,0,B-28-1,
000000000000100726,1000,0002,704,0,0,D-21-3,
000000000000100726,2000,0001,186,0,0,C-12-5,
000000000000100728,1000,0001,348,0,40,A-23-4,
000000000000100728,2000,0001,346,0,0,A-13-9,
000000000000100729,1000,0002,228,0,0,C-13-3,
000000000000100730,3000,0001,256,0,40,A-20-1,
000000000000100730,3000,0002,477,0,0,D-23-4,
000000000000100731,3000,0002,146,0,0,C-17-9,
000000000000100732,1000,0001,225,0,0,C-22-7,
000000000000100732,1000,0002,652,0,0,D-13-6,
000000000000100732,2000,0001,448,0,0,A-15-3,
000000000000100732,2000,0002,473,25,0,D-11-6,
000000000000100734,2000,0002,206,25,40,A-15-4,
000000000000100735,1000,0001,488,25,0,C-28-1,
000000000000100736,3000,0001,801,0,0,B-18-2,
000000000000100737,2000,0001,790,0,0,C-09-7,
000000000000100737,2000,0002,108,25,0,A-21-8,
000000000000100738,1000,0001,265,0,0,B-07-5,
000000000000100739,1000,0001,478,0,0,C-21-6,
000000000000100740,3000,0001,850,0,0,D-05-9,
000000000000100741,2000,0002,730,0,0,A-22-7,
000000000000100742,1000,0001,417,0,0,D-08-9,
000000000000100742,1000,0002,368,0,0,B-23-8,
000000000000100742,2000,0001,131,0,0,A-14-5,
000000000000100742,2000,0002,727,0,0,C-27-6,
000000000000100744,2000,0001,427,0,0,B-23-9,
000000000000100745,3000,0001,713,25,0,D-01-7,
000000000000100746,3000,0001,577,0,0,B-19-5,
000000000000100747,2000,0001,632,25,40,B-04-3,
000000000000100747,2000,0002,224,25,0,C-15-7,
000000000000100749,3000,0001,645,0,40,D-27-5,
000000000000100749,3000,0002,747,25,0,B-29-6,
000000000000100750,1000,0001,240,0,40,C-04-3,
000000000000100750,1000,0002,413,0,0,D-06-9,
000000000000100750,2000,0002,304,0,0,B-02-8,
000000000000100753,2000,0001,334,25,40,B-06-7,
000000000000100755,1000,0001,871,0,0,B-05-9,
000000000000100755,1000,0002,261,0,40,C-28-2,
000000000000100757,1000,0001,778,25,0,D-28-8,
000000000000100757,1000,0002,688,0,0,C-11-3,
000000000000100758,1000,0002,112,25,0,D-02-6,
000000000000100759,3000,0001,435,0,0,D-01-5,
000000000000100759,3000,0002,777,0,0,A-20-6,
000000000000100760,3000,0001,674,25,0,A-06-9,
000000000000100761,1000,0001,11,0,40,B-29-9,
000000000000100761,2000,0001,236,0,0,D-09-7,
000000000000100762,1000,0001,359,25,40,A-02-3,
000000000000100762,1000,0002,581,0,0,D-05-5,
000000000000100762,2000,0001,678,0,0,B-02-4,
000000000000100762,2000,0002,133,0,0,B-19-1,
000000000000100763,3000,0001,80,0,0,D-07-7,
000000000000100763,3000,0002,803,0,0,C-29-9,
000000000000100764,3000,0002,662,0,0,B-19-8,
000000000000100765,1000,0002,896,25,0,A-21-5,
000000000000100765,2000,0001,129,0,0,C-22-4,
000000000000100765,2000,0002,99,0,0,A-22-7,
000000000000100766,1000,0002,734,0,40,D-29-8,
000000000000100766,2000,0001,869,25,40,D-14-4,
000000000000100767,2000,0002,742,0,0,A-02-2,
000000000000100768,1000,0001,869,0,0,B-01-3,
000000000000100769,1000,0001,703,0,40,B-23-3,
000000000000100769,1000,0002,649,0,0,D-01-8,
000000000000100769,2000,0001,626,0,0,D-16-8,
000000000000100771,1000,0002,626,25,0,D-18-4,
000000000000100771,2000,0001,547,0,0,C-06-9,
000000000000100771,2000,0002,126,25,0,D-21-9,
000000000000100772,2000,0002,357,0,0,C-12-8,
000000000000100774,2000,0001,-58,0,0,C-18-9,
000000000000100774,2000,0002,554,0,0,B-04-7,
000000000000100775,2000,0001,229,0,0,C-07-2,
000000000000100776,1000,0002,123,25,40,C-03-3,
000000000000100776,2000,0001,155,0,0,A-27-2,
000000000000100776,2000,0002,275,25,0,A-29-3,
000000000000100777,2000,0001,670,0,0,B-07-4,
000000000000100778,1000,0001,163,0,0,A-19-3,
000000000000100778,1000,0002,764,25,0,B-24-7,
000000000000100779,3000,0001,640,0,0,A-17-5,
000000000000100781,3000,0002,884,0,0,C-25-3,
000000000000100782,2000,0001,572,0,0,D-25-3,
000000000000100783,2000,0001,304,0,40,B-17-2,
000000000000100784,1000,0001,119,0,40,A-05-5,
000000000000100785,3000,0001,657,0,0,C-18-6,
000000000000100785,3000,0002,332,25,0,B-27-5,
000000000000100786,2000,0001,599,0,0,D-06-7,
000000000000100786,2000,0002,237,25,0,B-22-5,
000000000000100787,3000,0001,454,0,0,C-17-3,
000000000000100789,1000,0002,38,0,0,A-17-4,
000000000000100789,3000,0001,545,25,0,C-04-4,
000000000000100790,1000,0001,33,0,0,D-04-5,
000000000000100791,3000,0001,789,0,0,B-19-3,
000000000000100792,1000,0002,475,0,40,A-09-8,
000000000000100792,2000,0001,796,0,40,D-09-5,
000000000000100793,2000,0001,353,0,0,B-29-6,
000000000000100794,1000,0001,897,0,0,D-11-3,
000000000000100794,1000,0002,443,25,40,B-13-7,
000000000000100795,2000,0002,53,0,0,A-06-5,
000000000000100796,3000,0002,377,25,0,D-27-8,
000000000000100797,3000,0001,245,0,40,C-12-7,
000000000000100797,3000,0002,258,0,0,B-24-8,
000000000000100798,3000,0001,361,25,0,A-19-4,
000000000000100798,3000,0002,237,0,40,D-14-1,
000000000000100799,3000,0001,301,0,0,C-11-5,
000000000000100799,3000,0002,626,25,40,B-24-7,
000000000000100800,3000,0001,284,0,0,C-25-7,
000000000000100800,3000,0002,771,0,0,A-26-5,
000000000000100801,1000,0001,746,0,40,B-16-5,
000000000000100802,1000,0001,341,0,0,B-27-8,
000000000000100802,1000,0002,540,25,0,D-01-7,
000000000000100803,3000,0001,858,25,40,B-10-4,
000000000000100804,1000,0001,523,0,0,B-11-3,
000000000000100805,1000,0002,827,25,40,A-20-9,
000000000000100805,2000,0002,90,0,0,B-12-9,
000000000000100806,2000,0001,839,0,0,C-24-4,
000000000000100806,2000,0002,369,25,0,C-24-8,
000000000000100807,3000,0001,478,0,0,C-06-5,
000000000000100807,3000,0002,211,0,0,C-17-6,
000000000000100808,3000,0001,691,0,0,C-29-9,
000000000000100809,2000,0001,532,0,0,B-13-5,
000000000000100810,2000,0002,396,0,0,C-22-3,
000000000000100811,1000,0001,296,0,0,C-13-8,
000000000000100811,1000,0002,228,0,0,B-01-2,
000000000000100812,3000,0001,551,25,0,A-29-1,
000000000000100812,3000,0002,822,0,0,A-09-8,
000000000000100814,1000,0002,120,25,0,D-21-6,
000000000000100814,2000,0002,713,0,0,C-19-1,
000000000000100815,2000,0002,250,0,0,B-08-9,
000000000000100816,1000,0002,236,0,0,A-03-5,
000000000000100816,2000,0002,85,0,40,C-04-9,
000000000000100817,1000,0001,257,0,0,D-20-4,
000000000000100817,1000,0002,434,0,0,A-23-1,
000000000000100818,3000,0001,366,0,0,A-19-7,
000000000000100818,3000,0002,618,25,0,A-02-9,
000000000000100819,1000,0001,603,0,0,D-13-5,
000000000000100819,1000,0002,343,0,40,A-29-9,
000000000000100820,3000,0002,629,0,0,B-03-1,
000000000000100821,2000,0001,66,25,0,A-25-4,
000000000000100822,1000,0001,881,25,0,A-12-9,
000000000000100822,1000,0002,786,0,40,C-09-8,
000000000000100822,2000,0001,821,0,0,A-12-6,
000000000000100823,1000,0001,455,25,0,A-17-2,
000000000000100823,1000,0002,790,0,40,D-17-2,
000000000000100823,2000,0002,675,0,40,D-04-8,
000000000000100825,1000,0001,256,0,0,A-23-9,
000000000000100825,2000,0001,691,0,0,C-25-8,
000000000000100826,1000,0001,680,0,0,B-16-4,
000000000000100827,2000,0001,439,0,40,A-02-1,
